family,instance_id,restricted,topology,synthesis,baseline_true_cells,common_true_cells,lost_in_any_other_seed,lost_in_all_other_seeds,new_true_cells,baseline_unknown_under_other_seeds,retention,classification
max3sat,max3sat_020,True,ring12,canonical,0,0,0,0,852,0,N/A,empty_baseline
max3sat,max3sat_020,True,ring12,reuse,0,0,0,0,1512,0,N/A,empty_baseline
max3sat,max3sat_021,True,grid12,canonical,968,300,668,50,760,0,0.30991735537190085,partial
max3sat,max3sat_021,True,grid12,reuse,954,0,954,288,216,0,0.0,disappeared
max3sat,max3sat_021,True,line12,canonical,1836,1836,0,0,0,0,1.0,stable
max3sat,max3sat_021,True,line12,reuse,1548,0,1548,0,36,0,0.0,disappeared
max3sat,max3sat_021,True,ring12,canonical,1836,1836,0,0,0,0,1.0,stable
max3sat,max3sat_021,True,ring12,reuse,1548,0,1548,0,36,0,0.0,disappeared
max3sat,max3sat_022,False,grid12,canonical,204,48,156,0,120,0,0.23529411764705882,partial
max3sat,max3sat_022,False,grid12,reuse,0,0,0,0,0,0,N/A,empty_baseline
max3sat,max3sat_022,False,line12,canonical,1926,650,1276,780,324,0,0.3374870197300104,partial
max3sat,max3sat_022,False,line12,reuse,0,0,0,0,0,0,N/A,empty_baseline
max3sat,max3sat_022,False,ring12,canonical,1926,650,1276,780,451,0,0.3374870197300104,partial
max3sat,max3sat_022,False,ring12,reuse,0,0,0,0,0,0,N/A,empty_baseline
max3sat,max3sat_023,False,grid12,canonical,294,144,150,0,2136,0,0.4897959183673469,partial
max3sat,max3sat_023,False,grid12,reuse,0,0,0,0,216,0,N/A,empty_baseline
max3sat,max3sat_023,False,line12,canonical,996,738,258,0,135,0,0.7409638554216867,partial
max3sat,max3sat_023,False,line12,reuse,432,432,0,0,0,0,1.0,stable
max3sat,max3sat_023,False,ring12,canonical,1254,1058,196,3,190,0,0.8437001594896332,partial
max3sat,max3sat_023,False,ring12,reuse,432,432,0,0,0,0,1.0,stable
max3sat,max3sat_024,False,grid12,canonical,0,0,0,0,0,0,N/A,empty_baseline
max3sat,max3sat_024,False,grid12,reuse,0,0,0,0,0,0,N/A,empty_baseline
max3sat,max3sat_024,False,line12,canonical,1230,0,1230,510,0,0,0.0,disappeared
max3sat,max3sat_024,False,line12,reuse,0,0,0,0,0,0,N/A,empty_baseline
max3sat,max3sat_024,False,ring12,canonical,1055,0,1055,0,5,0,0.0,disappeared
max3sat,max3sat_024,False,ring12,reuse,0,0,0,0,0,0,N/A,empty_baseline
max3sat,max3sat_025,False,grid12,canonical,0,0,0,0,1764,0,N/A,empty_baseline
max3sat,max3sat_025,False,grid12,reuse,0,0,0,0,0,0,N/A,empty_baseline
max3sat,max3sat_025,False,line12,canonical,0,0,0,0,0,0,N/A,empty_baseline
max3sat,max3sat_025,False,line12,reuse,0,0,0,0,0,0,N/A,empty_baseline
max3sat,max3sat_025,False,ring12,canonical,0,0,0,0,0,0,N/A,empty_baseline
max3sat,max3sat_025,False,ring12,reuse,0,0,0,0,0,0,N/A,empty_baseline
max3sat,max3sat_026,False,grid12,canonical,155,150,5,5,802,0,0.967741935483871,partial
max3sat,max3sat_026,False,grid12,reuse,2304,2124,180,180,0,0,0.921875,partial
max3sat,max3sat_026,False,line12,canonical,0,0,0,0,150,0,N/A,empty_baseline
max3sat,max3sat_026,False,line12,reuse,0,0,0,0,1548,0,N/A,empty_baseline
max3sat,max3sat_026,False,ring12,canonical,0,0,0,0,198,0,N/A,empty_baseline
max3sat,max3sat_026,False,ring12,reuse,0,0,0,0,1548,0,N/A,empty_baseline
max3sat,max3sat_027,False,grid12,canonical,319,0,319,5,506,0,0.0,disappeared
max3sat,max3sat_027,False,grid12,reuse,0,0,0,0,0,0,N/A,empty_baseline
max3sat,max3sat_027,False,line12,canonical,1506,520,986,0,0,0,0.3452855245683931,partial
max3sat,max3sat_027,False,line12,reuse,0,0,0,0,0,0,N/A,empty_baseline
max3sat,max3sat_027,False,ring12,canonical,1506,1070,436,0,0,0,0.7104913678618858,partial
max3sat,max3sat_027,False,ring12,reuse,0,0,0,0,0,0,N/A,empty_baseline
max3sat,max3sat_028,False,grid12,canonical,0,0,0,0,1692,0,N/A,empty_baseline
max3sat,max3sat_028,False,grid12,reuse,0,0,0,0,0,0,N/A,empty_baseline
max3sat,max3sat_028,False,line12,canonical,0,0,0,0,0,0,N/A,empty_baseline
max3sat,max3sat_028,False,line12,reuse,0,0,0,0,0,0,N/A,empty_baseline
max3sat,max3sat_028,False,ring12,canonical,0,0,0,0,0,0,N/A,empty_baseline
max3sat,max3sat_028,False,ring12,reuse,0,0,0,0,0,0,N/A,empty_baseline
max3sat,max3sat_029,False,grid12,canonical,0,0,0,0,0,0,N/A,empty_baseline
max3sat,max3sat_029,False,grid12,reuse,0,0,0,0,1794,0,N/A,empty_baseline
max3sat,max3sat_029,False,line12,canonical,0,0,0,0,0,0,N/A,empty_baseline
max3sat,max3sat_029,False,line12,reuse,0,0,0,0,0,0,N/A,empty_baseline
max3sat,max3sat_029,False,ring12,canonical,0,0,0,0,0,0,N/A,empty_baseline
max3sat,max3sat_029,False,ring12,reuse,0,0,0,0,0,0,N/A,empty_baseline
pair_star_isolated,pair_star_isolated_000,False,grid12,canonical,30,24,6,0,856,0,0.8,partial
pair_star_isolated,pair_star_isolated_000,False,grid12,reuse,1092,0,1092,0,272,0,0.0,disappeared
pair_star_isolated,pair_star_isolated_000,False,line12,canonical,180,180,0,0,45,0,1.0,stable
pair_star_isolated,pair_star_isolated_000,False,line12,reuse,456,268,188,0,123,0,0.5877192982456141,partial
pair_star_isolated,pair_star_isolated_000,False,ring12,canonical,78,36,42,0,12,0,0.46153846153846156,partial
pair_star_isolated,pair_star_isolated_000,False,ring12,reuse,18,6,12,0,0,0,0.3333333333333333,partial
pair_star_isolated,pair_star_isolated_001,False,grid12,canonical,2016,708,1308,0,72,0,0.35119047619047616,partial
pair_star_isolated,pair_star_isolated_001,False,grid12,reuse,144,84,60,0,1812,0,0.5833333333333334,partial
pair_star_isolated,pair_star_isolated_001,False,line12,canonical,1437,1338,99,0,98,0,0.9311064718162839,partial
pair_star_isolated,pair_star_isolated_001,False,line12,reuse,1073,695,378,0,0,0,0.6477166821994408,partial
pair_star_isolated,pair_star_isolated_001,False,ring12,canonical,266,260,6,0,6,0,0.9774436090225563,partial
pair_star_isolated,pair_star_isolated_001,False,ring12,reuse,174,156,18,0,24,0,0.896551724137931,partial
pair_star_isolated,pair_star_isolated_002,True,grid12,canonical,114,60,54,0,1877,0,0.5263157894736842,partial
pair_star_isolated,pair_star_isolated_002,True,grid12,reuse,198,120,78,0,1443,0,0.6060606060606061,partial
pair_star_isolated,pair_star_isolated_002,True,line12,canonical,210,89,121,2,0,0,0.4238095238095238,partial
pair_star_isolated,pair_star_isolated_002,True,line12,reuse,684,0,684,0,432,0,0.0,disappeared
pair_star_isolated,pair_star_isolated_002,True,ring12,canonical,26,20,6,0,56,0,0.7692307692307693,partial
pair_star_isolated,pair_star_isolated_002,True,ring12,reuse,6,6,0,0,36,0,1.0,stable
pair_star_isolated,pair_star_isolated_003,False,grid12,canonical,1068,541,527,0,1130,0,0.5065543071161048,partial
pair_star_isolated,pair_star_isolated_003,False,grid12,reuse,1968,564,1404,276,90,0,0.2865853658536585,partial
pair_star_isolated,pair_star_isolated_003,False,line12,canonical,165,165,0,0,360,0,1.0,stable
pair_star_isolated,pair_star_isolated_003,False,line12,reuse,330,285,45,0,75,0,0.8636363636363636,partial
pair_star_isolated,pair_star_isolated_003,False,ring12,canonical,50,44,6,0,23,0,0.88,partial
pair_star_isolated,pair_star_isolated_003,False,ring12,reuse,105,90,15,0,19,0,0.8571428571428571,partial
pair_star_isolated,pair_star_isolated_004,True,grid12,canonical,750,652,98,0,86,0,0.8693333333333333,partial
pair_star_isolated,pair_star_isolated_004,True,grid12,reuse,234,216,18,0,126,0,0.9230769230769231,partial
pair_star_isolated,pair_star_isolated_004,True,line12,canonical,330,300,30,0,60,0,0.9090909090909091,partial
pair_star_isolated,pair_star_isolated_004,True,line12,reuse,753,270,483,0,48,0,0.35856573705179284,partial
pair_star_isolated,pair_star_isolated_004,True,ring12,canonical,246,246,0,0,12,0,1.0,stable
