family,family_label,instance_id,restricted,topology,synthesis,seed,true_cells,false_cells,unknown_cells,true_present
pair_star_isolated,constructed,pair_star_isolated_011,False,grid12,canonical,31415,186,20737,0,True
pair_star_isolated,constructed,pair_star_isolated_011,False,grid12,canonical,57721,2331,18592,0,True
pair_star_isolated,constructed,pair_star_isolated_011,False,grid12,canonical,65537,2496,18427,0,True
pair_star_isolated,constructed,pair_star_isolated_011,False,grid12,reuse,1729,1728,19195,0,True
pair_star_isolated,constructed,pair_star_isolated_011,False,grid12,reuse,2718,1821,19102,0,True
pair_star_isolated,constructed,pair_star_isolated_011,False,grid12,reuse,31415,102,20821,0,True
pair_star_isolated,constructed,pair_star_isolated_011,False,grid12,reuse,57721,1764,19159,0,True
pair_star_isolated,constructed,pair_star_isolated_011,False,grid12,reuse,65537,1752,19171,0,True
pair_star_isolated,constructed,pair_star_isolated_011,False,line12,canonical,1729,353,20570,0,True
pair_star_isolated,constructed,pair_star_isolated_011,False,line12,canonical,2718,353,20570,0,True
pair_star_isolated,constructed,pair_star_isolated_011,False,line12,canonical,31415,368,20555,0,True
pair_star_isolated,constructed,pair_star_isolated_011,False,line12,canonical,57721,353,20570,0,True
pair_star_isolated,constructed,pair_star_isolated_011,False,line12,canonical,65537,313,20610,0,True
pair_star_isolated,constructed,pair_star_isolated_011,False,line12,reuse,1729,144,20779,0,True
pair_star_isolated,constructed,pair_star_isolated_011,False,line12,reuse,2718,90,20833,0,True
pair_star_isolated,constructed,pair_star_isolated_011,False,line12,reuse,31415,120,20803,0,True
pair_star_isolated,constructed,pair_star_isolated_011,False,line12,reuse,57721,144,20779,0,True
pair_star_isolated,constructed,pair_star_isolated_011,False,line12,reuse,65537,90,20833,0,True
pair_star_isolated,constructed,pair_star_isolated_011,False,ring12,canonical,1729,297,20626,0,True
pair_star_isolated,constructed,pair_star_isolated_011,False,ring12,canonical,2718,144,20779,0,True
pair_star_isolated,constructed,pair_star_isolated_011,False,ring12,canonical,31415,144,20779,0,True
pair_star_isolated,constructed,pair_star_isolated_011,False,ring12,canonical,57721,291,20632,0,True
pair_star_isolated,constructed,pair_star_isolated_011,False,ring12,canonical,65537,140,20783,0,True
pair_star_isolated,constructed,pair_star_isolated_011,False,ring12,reuse,1729,324,20599,0,True
pair_star_isolated,constructed,pair_star_isolated_011,False,ring12,reuse,2718,91,20832,0,True
pair_star_isolated,constructed,pair_star_isolated_011,False,ring12,reuse,31415,67,20856,0,True
pair_star_isolated,constructed,pair_star_isolated_011,False,ring12,reuse,57721,186,20737,0,True
pair_star_isolated,constructed,pair_star_isolated_011,False,ring12,reuse,65537,73,20850,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,grid12,canonical,1729,662,20261,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,grid12,canonical,2718,676,20247,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,grid12,canonical,31415,682,20241,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,grid12,canonical,57721,674,20249,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,grid12,canonical,65537,610,20313,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,grid12,reuse,1729,560,20363,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,grid12,reuse,2718,609,20314,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,grid12,reuse,31415,539,20384,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,grid12,reuse,57721,539,20384,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,grid12,reuse,65537,561,20362,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,line12,canonical,1729,731,20192,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,line12,canonical,2718,868,20055,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,line12,canonical,31415,905,20018,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,line12,canonical,57721,723,20200,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,line12,canonical,65537,770,20153,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,line12,reuse,1729,121,20802,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,line12,reuse,2718,45,20878,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,line12,reuse,31415,76,20847,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,line12,reuse,57721,166,20757,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,line12,reuse,65537,45,20878,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,ring12,canonical,1729,239,20684,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,ring12,canonical,2718,239,20684,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,ring12,canonical,31415,231,20692,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,ring12,canonical,57721,231,20692,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,ring12,canonical,65537,236,20687,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,ring12,reuse,1729,83,20840,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,ring12,reuse,2718,61,20862,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,ring12,reuse,31415,97,20826,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,ring12,reuse,57721,98,20825,0,True
pair_star_isolated,constructed,pair_star_isolated_012,False,ring12,reuse,65537,45,20878,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,grid12,canonical,1729,302,20621,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,grid12,canonical,2718,918,20005,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,grid12,canonical,31415,888,20035,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,grid12,canonical,57721,900,20023,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,grid12,canonical,65537,54,20869,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,grid12,reuse,1729,42,20881,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,grid12,reuse,2718,571,20352,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,grid12,reuse,31415,2280,18643,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,grid12,reuse,57721,942,19981,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,grid12,reuse,65537,2196,18727,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,line12,canonical,1729,508,20415,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,line12,canonical,2718,411,20512,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,line12,canonical,31415,411,20512,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,line12,canonical,57721,405,20518,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,line12,canonical,65537,413,20510,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,line12,reuse,1729,564,20359,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,line12,reuse,2718,444,20479,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,line12,reuse,31415,444,20479,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,line12,reuse,57721,444,20479,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,line12,reuse,65537,444,20479,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,ring12,canonical,1729,65,20858,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,ring12,canonical,2718,65,20858,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,ring12,canonical,31415,65,20858,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,ring12,canonical,57721,65,20858,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,ring12,canonical,65537,59,20864,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,ring12,reuse,1729,85,20838,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,ring12,reuse,2718,85,20838,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,ring12,reuse,31415,84,20839,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,ring12,reuse,57721,85,20838,0,True
pair_star_isolated,constructed,pair_star_isolated_013,False,ring12,reuse,65537,85,20838,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,grid12,canonical,1729,792,20131,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,grid12,canonical,2718,1848,19075,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,grid12,canonical,31415,2094,18829,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,grid12,canonical,57721,850,20073,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,grid12,canonical,65537,2106,18817,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,grid12,reuse,1729,120,20803,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,grid12,reuse,2718,1962,18961,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,grid12,reuse,31415,192,20731,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,grid12,reuse,57721,132,20791,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,grid12,reuse,65537,168,20755,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,line12,canonical,1729,494,20429,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,line12,canonical,2718,500,20423,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,line12,canonical,31415,514,20409,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,line12,canonical,57721,525,20398,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,line12,canonical,65537,482,20441,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,line12,reuse,1729,670,20253,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,line12,reuse,2718,705,20218,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,line12,reuse,31415,479,20444,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,line12,reuse,57721,333,20590,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,line12,reuse,65537,645,20278,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,ring12,canonical,1729,124,20799,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,ring12,canonical,2718,118,20805,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,ring12,canonical,31415,124,20799,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,ring12,canonical,57721,106,20817,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,ring12,canonical,65537,142,20781,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,ring12,reuse,1729,154,20769,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,ring12,reuse,2718,154,20769,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,ring12,reuse,31415,142,20781,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,ring12,reuse,57721,142,20781,0,True
pair_star_isolated,constructed,pair_star_isolated_014,False,ring12,reuse,65537,120,20803,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,grid12,canonical,1729,1563,19360,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,grid12,canonical,2718,1979,18944,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,grid12,canonical,31415,1296,19627,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,grid12,canonical,57721,1355,19568,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,grid12,canonical,65537,1561,19362,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,grid12,reuse,1729,102,20821,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,grid12,reuse,2718,930,19993,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,grid12,reuse,31415,42,20881,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,grid12,reuse,57721,36,20887,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,grid12,reuse,65537,864,20059,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,line12,canonical,1729,507,20416,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,line12,canonical,2718,568,20355,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,line12,canonical,31415,599,20324,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,line12,canonical,57721,635,20288,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,line12,canonical,65537,606,20317,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,line12,reuse,1729,395,20528,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,line12,reuse,2718,356,20567,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,line12,reuse,31415,410,20513,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,line12,reuse,57721,403,20520,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,line12,reuse,65537,404,20519,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,ring12,canonical,1729,78,20845,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,ring12,canonical,2718,83,20840,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,ring12,canonical,31415,80,20843,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,ring12,canonical,57721,72,20851,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,ring12,canonical,65537,88,20835,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,ring12,reuse,1729,84,20839,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,ring12,reuse,2718,79,20844,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,ring12,reuse,31415,79,20844,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,ring12,reuse,57721,104,20819,0,True
pair_star_isolated,constructed,pair_star_isolated_015,False,ring12,reuse,65537,97,20826,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,grid12,canonical,1729,120,20803,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,grid12,canonical,2718,54,20869,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,grid12,canonical,31415,108,20815,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,grid12,canonical,57721,114,20809,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,grid12,canonical,65537,120,20803,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,grid12,reuse,1729,1476,19447,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,grid12,reuse,2718,150,20773,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,grid12,reuse,31415,144,20779,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,grid12,reuse,57721,1428,19495,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,grid12,reuse,65537,1446,19477,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,line12,canonical,1729,30,20893,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,line12,canonical,2718,30,20893,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,line12,canonical,31415,30,20893,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,line12,canonical,57721,30,20893,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,line12,canonical,65537,30,20893,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,line12,reuse,1729,33,20890,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,line12,reuse,2718,32,20891,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,line12,reuse,31415,32,20891,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,line12,reuse,57721,0,20923,0,False
pair_star_isolated,constructed,pair_star_isolated_016,True,line12,reuse,65537,32,20891,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,ring12,canonical,1729,59,20864,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,ring12,canonical,2718,74,20849,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,ring12,canonical,31415,74,20849,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,ring12,canonical,57721,74,20849,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,ring12,canonical,65537,59,20864,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,ring12,reuse,1729,2124,18799,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,ring12,reuse,2718,2130,18793,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,ring12,reuse,31415,2130,18793,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,ring12,reuse,57721,2124,18799,0,True
pair_star_isolated,constructed,pair_star_isolated_016,True,ring12,reuse,65537,2124,18799,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,grid12,canonical,1729,174,20749,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,grid12,canonical,2718,96,20827,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,grid12,canonical,31415,198,20725,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,grid12,canonical,57721,198,20725,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,grid12,canonical,65537,198,20725,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,grid12,reuse,1729,201,20722,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,grid12,reuse,2718,162,20761,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,grid12,reuse,31415,231,20692,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,grid12,reuse,57721,168,20755,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,grid12,reuse,65537,214,20709,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,line12,canonical,1729,198,20725,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,line12,canonical,2718,40,20883,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,line12,canonical,31415,40,20883,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,line12,canonical,57721,40,20883,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,line12,canonical,65537,40,20883,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,line12,reuse,1729,120,20803,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,line12,reuse,2718,100,20823,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,line12,reuse,31415,160,20763,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,line12,reuse,57721,120,20803,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,line12,reuse,65537,100,20823,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,ring12,canonical,1729,48,20875,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,ring12,canonical,2718,43,20880,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,ring12,canonical,31415,48,20875,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,ring12,canonical,57721,54,20869,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,ring12,canonical,65537,44,20879,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,ring12,reuse,1729,100,20823,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,ring12,reuse,2718,135,20788,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,ring12,reuse,31415,136,20787,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,ring12,reuse,57721,100,20823,0,True
pair_star_isolated,constructed,pair_star_isolated_017,False,ring12,reuse,65537,105,20818,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,grid12,canonical,1729,341,20582,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,grid12,canonical,2718,510,20413,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,grid12,canonical,31415,150,20773,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,grid12,canonical,57721,690,20233,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,grid12,canonical,65537,456,20467,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,grid12,reuse,1729,12,20911,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,grid12,reuse,2718,12,20911,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,grid12,reuse,31415,1716,19207,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,grid12,reuse,57721,1728,19195,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,grid12,reuse,65537,12,20911,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,line12,canonical,1729,332,20591,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,line12,canonical,2718,298,20625,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,line12,canonical,31415,298,20625,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,line12,canonical,57721,329,20594,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,line12,canonical,65537,304,20619,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,line12,reuse,1729,72,20851,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,line12,reuse,2718,290,20633,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,line12,reuse,31415,72,20851,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,line12,reuse,57721,72,20851,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,line12,reuse,65537,36,20887,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,ring12,canonical,1729,98,20825,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,ring12,canonical,2718,98,20825,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,ring12,canonical,31415,98,20825,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,ring12,canonical,57721,98,20825,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,ring12,canonical,65537,98,20825,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,ring12,reuse,1729,18,20905,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,ring12,reuse,2718,6,20917,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,ring12,reuse,31415,18,20905,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,ring12,reuse,57721,6,20917,0,True
pair_star_isolated,constructed,pair_star_isolated_018,False,ring12,reuse,65537,0,20923,0,False
pair_star_isolated,constructed,pair_star_isolated_019,True,grid12,canonical,1729,644,20279,0,True
pair_star_isolated,constructed,pair_star_isolated_019,True,grid12,canonical,2718,614,20309,0,True
pair_star_isolated,constructed,pair_star_isolated_019,True,grid12,canonical,31415,498,20425,0,True
pair_star_isolated,constructed,pair_star_isolated_019,True,grid12,canonical,57721,644,20279,0,True
pair_star_isolated,constructed,pair_star_isolated_019,True,grid12,canonical,65537,474,20449,0,True
pair_star_isolated,constructed,pair_star_isolated_019,True,grid12,reuse,1729,608,20315,0,True
pair_star_isolated,constructed,pair_star_isolated_019,True,grid12,reuse,2718,108,20815,0,True
pair_star_isolated,constructed,pair_star_isolated_019,True,grid12,reuse,31415,48,20875,0,True
pair_star_isolated,constructed,pair_star_isolated_019,True,grid12,reuse,57721,48,20875,0,True
pair_star_isolated,constructed,pair_star_isolated_019,True,grid12,reuse,65537,24,20899,0,True
pair_star_isolated,constructed,pair_star_isolated_019,True,line12,canonical,1729,40,20883,0,True
pair_star_isolated,constructed,pair_star_isolated_019,True,line12,canonical,2718,20,20903,0,True
pair_star_isolated,constructed,pair_star_isolated_019,True,line12,canonical,31415,20,20903,0,True
pair_star_isolated,constructed,pair_star_isolated_019,True,line12,canonical,57721,106,20817,0,True
pair_star_isolated,constructed,pair_star_isolated_019,True,line12,canonical,65537,218,20705,0,True
pair_star_isolated,constructed,pair_star_isolated_019,True,line12,reuse,1729,0,20923,0,False
pair_star_isolated,constructed,pair_star_isolated_019,True,line12,reuse,2718,152,20771,0,True
pair_star_isolated,constructed,pair_star_isolated_019,True,line12,reuse,31415,0,20923,0,False
pair_star_isolated,constructed,pair_star_isolated_019,True,line12,reuse,57721,48,20875,0,True
pair_star_isolated,constructed,pair_star_isolated_019,True,line12,reuse,65537,0,20923,0,False
pair_star_isolated,constructed,pair_star_isolated_019,True,ring12,canonical,1729,24,20899,0,True
pair_star_isolated,constructed,pair_star_isolated_019,True,ring12,canonical,2718,24,20899,0,True
pair_star_isolated,constructed,pair_star_isolated_019,True,ring12,canonical,31415,18,20905,0,True
pair_star_isolated,constructed,pair_star_isolated_019,True,ring12,canonical,57721,18,20905,0,True
pair_star_isolated,constructed,pair_star_isolated_019,True,ring12,canonical,65537,24,20899,0,True
pair_star_isolated,constructed,pair_star_isolated_019,True,ring12,reuse,1729,0,20923,0,False
pair_star_isolated,constructed,pair_star_isolated_019,True,ring12,reuse,2718,0,20923,0,False
pair_star_isolated,constructed,pair_star_isolated_019,True,ring12,reuse,31415,0,20923,0,False
pair_star_isolated,constructed,pair_star_isolated_019,True,ring12,reuse,57721,0,20923,0,False
pair_star_isolated,constructed,pair_star_isolated_019,True,ring12,reuse,65537,0,20923,0,False
pair_star_isolated,constructed,pair_star_isolated_020,True,grid12,canonical,1729,2520,18403,0,True
pair_star_isolated,constructed,pair_star_isolated_020,True,grid12,canonical,2718,222,20701,0,True
pair_star_isolated,constructed,pair_star_isolated_020,True,grid12,canonical,31415,312,20611,0,True
pair_star_isolated,constructed,pair_star_isolated_020,True,grid12,canonical,57721,2550,18373,0,True
pair_star_isolated,constructed,pair_star_isolated_020,True,grid12,canonical,65537,2526,18397,0,True
pair_star_isolated,constructed,pair_star_isolated_020,True,grid12,reuse,1729,54,20869,0,True
pair_star_isolated,constructed,pair_star_isolated_020,True,grid12,reuse,2718,2767,18156,0,True
pair_star_isolated,constructed,pair_star_isolated_020,True,grid12,reuse,31415,0,20923,0,False
pair_star_isolated,constructed,pair_star_isolated_020,True,grid12,reuse,57721,18,20905,0,True
pair_star_isolated,constructed,pair_star_isolated_020,True,grid12,reuse,65537,66,20857,0,True
pair_star_isolated,constructed,pair_star_isolated_020,True,line12,canonical,1729,190,20733,0,True
pair_star_isolated,constructed,pair_star_isolated_020,True,line12,canonical,2718,175,20748,0,True
pair_star_isolated,constructed,pair_star_isolated_020,True,line12,canonical,31415,180,20743,0,True
pair_star_isolated,constructed,pair_star_isolated_020,True,line12,canonical,57721,190,20733,0,True
pair_star_isolated,constructed,pair_star_isolated_020,True,line12,canonical,65537,210,20713,0,True
pair_star_isolated,constructed,pair_star_isolated_020,True,line12,reuse,1729,45,20878,0,True
pair_star_isolated,constructed,pair_star_isolated_020,True,line12,reuse,2718,45,20878,0,True
pair_star_isolated,constructed,pair_star_isolated_020,True,line12,reuse,31415,0,20923,0,False
pair_star_isolated,constructed,pair_star_isolated_020,True,line12,reuse,57721,45,20878,0,True
pair_star_isolated,constructed,pair_star_isolated_020,True,line12,reuse,65537,0,20923,0,False
pair_star_isolated,constructed,pair_star_isolated_020,True,ring12,canonical,1729,30,20893,0,True
pair_star_isolated,constructed,pair_star_isolated_020,True,ring12,canonical,2718,12,20911,0,True
pair_star_isolated,constructed,pair_star_isolated_020,True,ring12,canonical,31415,24,20899,0,True
pair_star_isolated,constructed,pair_star_isolated_020,True,ring12,canonical,57721,30,20893,0,True
pair_star_isolated,constructed,pair_star_isolated_020,True,ring12,canonical,65537,18,20905,0,True
pair_star_isolated,constructed,pair_star_isolated_020,True,ring12,reuse,1729,0,20923,0,False
pair_star_isolated,constructed,pair_star_isolated_020,True,ring12,reuse,2718,0,20923,0,False
pair_star_isolated,constructed,pair_star_isolated_020,True,ring12,reuse,31415,0,20923,0,False
pair_star_isolated,constructed,pair_star_isolated_020,True,ring12,reuse,57721,0,20923,0,False
pair_star_isolated,constructed,pair_star_isolated_020,True,ring12,reuse,65537,0,20923,0,False
pair_star_isolated,constructed,pair_star_isolated_021,False,grid12,canonical,1729,690,20233,0,True
pair_star_isolated,constructed,pair_star_isolated_021,False,grid12,canonical,2718,374,20549,0,True
pair_star_isolated,constructed,pair_star_isolated_021,False,grid12,canonical,31415,2316,18607,0,True
pair_star_isolated,constructed,pair_star_isolated_021,False,grid12,canonical,57721,1581,19342,0,True
pair_star_isolated,constructed,pair_star_isolated_021,False,grid12,canonical,65537,48,20875,0,True
pair_star_isolated,constructed,pair_star_isolated_021,False,grid12,reuse,1729,2874,18049,0,True
