family,instance_id,topology,synthesis,true_cells,false_cells,unknown_cells,any_true,seed_union_interpretation
max3sat,max3sat_005,line12,canonical,0,20923,0,False,union_of_complete_actual_circuit_vectors; no componentwise minima
max3sat,max3sat_005,line12,reuse,0,20923,0,False,union_of_complete_actual_circuit_vectors; no componentwise minima
max3sat,max3sat_005,ring12,canonical,0,20923,0,False,union_of_complete_actual_circuit_vectors; no componentwise minima
max3sat,max3sat_005,ring12,reuse,0,20923,0,False,union_of_complete_actual_circuit_vectors; no componentwise minima
max3sat,max3sat_006,grid12,canonical,377,20546,0,True,union_of_complete_actual_circuit_vectors; no componentwise minima
max3sat,max3sat_006,grid12,reuse,180,20743,0,True,union_of_complete_actual_circuit_vectors; no componentwise minima
max3sat,max3sat_006,line12,canonical,352,20571,0,True,union_of_complete_actual_circuit_vectors; no componentwise minima
max3sat,max3sat_006,line12,reuse,0,20923,0,False,union_of_complete_actual_circuit_vectors; no componentwise minima
max3sat,max3sat_006,ring12,canonical,468,20455,0,True,union_of_complete_actual_circuit_vectors; no componentwise minima
max3sat,max3sat_006,ring12,reuse,0,20923,0,False,union_of_complete_actual_circuit_vectors; no componentwise minima
max3sat,max3sat_007,grid12,canonical,2016,18907,0,True,union_of_complete_actual_circuit_vectors; no componentwise minima
