family,instance_id,topology,synthesis,seed,frontier_count,baseline_frontier_count,jaccard_vs_1729,complete
pair_star_isolated,pair_star_isolated_020,ring12,canonical,1729,6,6,1.0,True
pair_star_isolated,pair_star_isolated_020,ring12,canonical,2718,6,6,0.7142857142857143,True
pair_star_isolated,pair_star_isolated_020,ring12,canonical,31415,7,6,0.625,True
pair_star_isolated,pair_star_isolated_020,ring12,canonical,57721,8,6,0.5555555555555556,True
pair_star_isolated,pair_star_isolated_020,ring12,canonical,65537,6,6,0.7142857142857143,True
pair_star_isolated,pair_star_isolated_020,ring12,reuse,1729,5,5,1.0,True
pair_star_isolated,pair_star_isolated_020,ring12,reuse,2718,6,5,0.5714285714285714,True
pair_star_isolated,pair_star_isolated_020,ring12,reuse,31415,5,5,1.0,True
pair_star_isolated,pair_star_isolated_020,ring12,reuse,57721,8,5,0.625,True
pair_star_isolated,pair_star_isolated_020,ring12,reuse,65537,4,5,0.8,True
pair_star_isolated,pair_star_isolated_021,grid12,canonical,1729,16,16,1.0,True
pair_star_isolated,pair_star_isolated_021,grid12,canonical,2718,12,16,0.47368421052631576,True
pair_star_isolated,pair_star_isolated_021,grid12,canonical,31415,14,16,0.5,True
pair_star_isolated,pair_star_isolated_021,grid12,canonical,57721,16,16,0.391304347826087,True
pair_star_isolated,pair_star_isolated_021,grid12,canonical,65537,16,16,0.45454545454545453,True
pair_star_isolated,pair_star_isolated_021,grid12,reuse,1729,14,14,1.0,True
pair_star_isolated,pair_star_isolated_021,grid12,reuse,2718,14,14,0.5555555555555556,True
pair_star_isolated,pair_star_isolated_021,grid12,reuse,31415,15,14,0.6111111111111112,True
pair_star_isolated,pair_star_isolated_021,grid12,reuse,57721,15,14,0.45,True
pair_star_isolated,pair_star_isolated_021,grid12,reuse,65537,11,14,0.3888888888888889,True
pair_star_isolated,pair_star_isolated_021,line12,canonical,1729,16,16,1.0,True
pair_star_isolated,pair_star_isolated_021,line12,canonical,2718,13,16,0.7058823529411765,True
pair_star_isolated,pair_star_isolated_021,line12,canonical,31415,12,16,0.75,True
pair_star_isolated,pair_star_isolated_021,line12,canonical,57721,14,16,0.5789473684210527,True
pair_star_isolated,pair_star_isolated_021,line12,canonical,65537,15,16,0.7222222222222222,True
pair_star_isolated,pair_star_isolated_021,line12,reuse,1729,6,6,1.0,True
pair_star_isolated,pair_star_isolated_021,line12,reuse,2718,5,6,0.5714285714285714,True
pair_star_isolated,pair_star_isolated_021,line12,reuse,31415,4,6,0.42857142857142855,True
pair_star_isolated,pair_star_isolated_021,line12,reuse,57721,5,6,0.5714285714285714,True
pair_star_isolated,pair_star_isolated_021,line12,reuse,65537,5,6,0.5714285714285714,True
pair_star_isolated,pair_star_isolated_021,ring12,canonical,1729,11,11,1.0,True
pair_star_isolated,pair_star_isolated_021,ring12,canonical,2718,16,11,0.35,True
pair_star_isolated,pair_star_isolated_021,ring12,canonical,31415,19,11,0.42857142857142855,True
pair_star_isolated,pair_star_isolated_021,ring12,canonical,57721,14,11,0.5625,True
pair_star_isolated,pair_star_isolated_021,ring12,canonical,65537,12,11,0.5333333333333333,True
pair_star_isolated,pair_star_isolated_021,ring12,reuse,1729,10,10,1.0,True
pair_star_isolated,pair_star_isolated_021,ring12,reuse,2718,8,10,0.8,True
pair_star_isolated,pair_star_isolated_021,ring12,reuse,31415,10,10,0.6666666666666666,True
pair_star_isolated,pair_star_isolated_021,ring12,reuse,57721,14,10,0.6,True
pair_star_isolated,pair_star_isolated_021,ring12,reuse,65537,8,10,0.8,True
pair_star_isolated,pair_star_isolated_022,grid12,canonical,1729,15,15,1.0,True
pair_star_isolated,pair_star_isolated_022,grid12,canonical,2718,10,15,0.47058823529411764,True
pair_star_isolated,pair_star_isolated_022,grid12,canonical,31415,11,15,0.4444444444444444,True
pair_star_isolated,pair_star_isolated_022,grid12,canonical,57721,13,15,0.6470588235294118,True
pair_star_isolated,pair_star_isolated_022,grid12,canonical,65537,14,15,0.6111111111111112,True
pair_star_isolated,pair_star_isolated_022,grid12,reuse,1729,12,12,1.0,True
pair_star_isolated,pair_star_isolated_022,grid12,reuse,2718,10,12,0.6923076923076923,True
pair_star_isolated,pair_star_isolated_022,grid12,reuse,31415,12,12,0.7142857142857143,True
pair_star_isolated,pair_star_isolated_022,grid12,reuse,57721,11,12,0.6428571428571429,True
pair_star_isolated,pair_star_isolated_022,grid12,reuse,65537,13,12,0.47058823529411764,True
pair_star_isolated,pair_star_isolated_022,line12,canonical,1729,7,7,1.0,True
pair_star_isolated,pair_star_isolated_022,line12,canonical,2718,9,7,0.45454545454545453,True
pair_star_isolated,pair_star_isolated_022,line12,canonical,31415,7,7,0.75,True
pair_star_isolated,pair_star_isolated_022,line12,canonical,57721,8,7,0.36363636363636365,True
pair_star_isolated,pair_star_isolated_022,line12,canonical,65537,6,7,0.4444444444444444,True
pair_star_isolated,pair_star_isolated_022,line12,reuse,1729,7,7,1.0,True
pair_star_isolated,pair_star_isolated_022,line12,reuse,2718,7,7,1.0,True
pair_star_isolated,pair_star_isolated_022,line12,reuse,31415,5,7,0.7142857142857143,True
pair_star_isolated,pair_star_isolated_022,line12,reuse,57721,6,7,0.625,True
pair_star_isolated,pair_star_isolated_022,line12,reuse,65537,6,7,0.8571428571428571,True
pair_star_isolated,pair_star_isolated_022,ring12,canonical,1729,14,14,1.0,True
pair_star_isolated,pair_star_isolated_022,ring12,canonical,2718,9,14,0.5333333333333333,True
pair_star_isolated,pair_star_isolated_022,ring12,canonical,31415,13,14,0.42105263157894735,True
pair_star_isolated,pair_star_isolated_022,ring12,canonical,57721,10,14,0.5,True
pair_star_isolated,pair_star_isolated_022,ring12,canonical,65537,12,14,0.4444444444444444,True
pair_star_isolated,pair_star_isolated_022,ring12,reuse,1729,11,11,1.0,True
pair_star_isolated,pair_star_isolated_022,ring12,reuse,2718,11,11,0.8333333333333334,True
pair_star_isolated,pair_star_isolated_022,ring12,reuse,31415,12,11,0.9166666666666666,True
pair_star_isolated,pair_star_isolated_022,ring12,reuse,57721,11,11,0.8333333333333334,True
pair_star_isolated,pair_star_isolated_022,ring12,reuse,65537,12,11,0.7692307692307693,True
pair_star_isolated,pair_star_isolated_023,grid12,canonical,1729,17,17,1.0,True
pair_star_isolated,pair_star_isolated_023,grid12,canonical,2718,16,17,0.43478260869565216,True
pair_star_isolated,pair_star_isolated_023,grid12,canonical,31415,16,17,0.5,True
pair_star_isolated,pair_star_isolated_023,grid12,canonical,57721,14,17,0.47619047619047616,True
pair_star_isolated,pair_star_isolated_023,grid12,canonical,65537,21,17,0.4074074074074074,True
pair_star_isolated,pair_star_isolated_023,grid12,reuse,1729,8,8,1.0,True
pair_star_isolated,pair_star_isolated_023,grid12,reuse,2718,9,8,0.4166666666666667,True
pair_star_isolated,pair_star_isolated_023,grid12,reuse,31415,8,8,0.45454545454545453,True
pair_star_isolated,pair_star_isolated_023,grid12,reuse,57721,8,8,0.6,True
pair_star_isolated,pair_star_isolated_023,grid12,reuse,65537,8,8,0.45454545454545453,True
pair_star_isolated,pair_star_isolated_023,line12,canonical,1729,8,8,1.0,True
pair_star_isolated,pair_star_isolated_023,line12,canonical,2718,5,8,0.625,True
pair_star_isolated,pair_star_isolated_023,line12,canonical,31415,7,8,0.5,True
pair_star_isolated,pair_star_isolated_023,line12,canonical,57721,7,8,0.5,True
pair_star_isolated,pair_star_isolated_023,line12,canonical,65537,7,8,0.6666666666666666,True
pair_star_isolated,pair_star_isolated_023,line12,reuse,1729,5,5,1.0,True
pair_star_isolated,pair_star_isolated_023,line12,reuse,2718,6,5,0.5714285714285714,True
pair_star_isolated,pair_star_isolated_023,line12,reuse,31415,6,5,0.8333333333333334,True
pair_star_isolated,pair_star_isolated_023,line12,reuse,57721,5,5,1.0,True
pair_star_isolated,pair_star_isolated_023,line12,reuse,65537,5,5,0.6666666666666666,True
pair_star_isolated,pair_star_isolated_023,ring12,canonical,1729,12,12,1.0,True
pair_star_isolated,pair_star_isolated_023,ring12,canonical,2718,12,12,0.5,True
pair_star_isolated,pair_star_isolated_023,ring12,canonical,31415,10,12,0.5714285714285714,True
pair_star_isolated,pair_star_isolated_023,ring12,canonical,57721,10,12,0.5714285714285714,True
pair_star_isolated,pair_star_isolated_023,ring12,canonical,65537,10,12,0.5714285714285714,True
pair_star_isolated,pair_star_isolated_023,ring12,reuse,1729,9,9,1.0,True
pair_star_isolated,pair_star_isolated_023,ring12,reuse,2718,11,9,0.5384615384615384,True
pair_star_isolated,pair_star_isolated_023,ring12,reuse,31415,11,9,0.8181818181818182,True
pair_star_isolated,pair_star_isolated_023,ring12,reuse,57721,11,9,0.5384615384615384,True
pair_star_isolated,pair_star_isolated_023,ring12,reuse,65537,10,9,0.7272727272727273,True
pair_star_isolated,pair_star_isolated_024,grid12,canonical,1729,14,14,1.0,True
pair_star_isolated,pair_star_isolated_024,grid12,canonical,2718,15,14,0.45,True
pair_star_isolated,pair_star_isolated_024,grid12,canonical,31415,18,14,0.3333333333333333,True
pair_star_isolated,pair_star_isolated_024,grid12,canonical,57721,18,14,0.45454545454545453,True
pair_star_isolated,pair_star_isolated_024,grid12,canonical,65537,18,14,0.3333333333333333,True
pair_star_isolated,pair_star_isolated_024,grid12,reuse,1729,11,11,1.0,True
pair_star_isolated,pair_star_isolated_024,grid12,reuse,2718,9,11,0.6666666666666666,True
pair_star_isolated,pair_star_isolated_024,grid12,reuse,31415,11,11,0.5714285714285714,True
pair_star_isolated,pair_star_isolated_024,grid12,reuse,57721,11,11,0.5714285714285714,True
pair_star_isolated,pair_star_isolated_024,grid12,reuse,65537,12,11,0.7692307692307693,True
pair_star_isolated,pair_star_isolated_024,line12,canonical,1729,16,16,1.0,True
pair_star_isolated,pair_star_isolated_024,line12,canonical,2718,9,16,0.3888888888888889,True
pair_star_isolated,pair_star_isolated_024,line12,canonical,31415,12,16,0.5555555555555556,True
pair_star_isolated,pair_star_isolated_024,line12,canonical,57721,12,16,0.5555555555555556,True
pair_star_isolated,pair_star_isolated_024,line12,canonical,65537,9,16,0.3888888888888889,True
pair_star_isolated,pair_star_isolated_024,line12,reuse,1729,3,3,1.0,True
pair_star_isolated,pair_star_isolated_024,line12,reuse,2718,5,3,0.6,True
pair_star_isolated,pair_star_isolated_024,line12,reuse,31415,3,3,1.0,True
pair_star_isolated,pair_star_isolated_024,line12,reuse,57721,4,3,0.75,True
pair_star_isolated,pair_star_isolated_024,line12,reuse,65537,3,3,1.0,True
pair_star_isolated,pair_star_isolated_024,ring12,canonical,1729,14,14,1.0,True
pair_star_isolated,pair_star_isolated_024,ring12,canonical,2718,15,14,0.7058823529411765,True
pair_star_isolated,pair_star_isolated_024,ring12,canonical,31415,14,14,0.6470588235294118,True
pair_star_isolated,pair_star_isolated_024,ring12,canonical,57721,13,14,0.8,True
pair_star_isolated,pair_star_isolated_024,ring12,canonical,65537,14,14,0.75,True
pair_star_isolated,pair_star_isolated_024,ring12,reuse,1729,9,9,1.0,True
pair_star_isolated,pair_star_isolated_024,ring12,reuse,2718,11,9,0.6666666666666666,True
pair_star_isolated,pair_star_isolated_024,ring12,reuse,31415,8,9,0.5454545454545454,True
pair_star_isolated,pair_star_isolated_024,ring12,reuse,57721,8,9,0.7,True
pair_star_isolated,pair_star_isolated_024,ring12,reuse,65537,10,9,0.46153846153846156,True
pair_star_isolated,pair_star_isolated_025,grid12,canonical,1729,12,12,1.0,True
pair_star_isolated,pair_star_isolated_025,grid12,canonical,2718,12,12,0.3333333333333333,True
pair_star_isolated,pair_star_isolated_025,grid12,canonical,31415,15,12,0.5,True
pair_star_isolated,pair_star_isolated_025,grid12,canonical,57721,11,12,0.5333333333333333,True
pair_star_isolated,pair_star_isolated_025,grid12,canonical,65537,13,12,0.6666666666666666,True
pair_star_isolated,pair_star_isolated_025,grid12,reuse,1729,10,10,1.0,True
pair_star_isolated,pair_star_isolated_025,grid12,reuse,2718,7,10,0.3076923076923077,True
pair_star_isolated,pair_star_isolated_025,grid12,reuse,31415,11,10,0.4,True
pair_star_isolated,pair_star_isolated_025,grid12,reuse,57721,7,10,0.21428571428571427,True
pair_star_isolated,pair_star_isolated_025,grid12,reuse,65537,8,10,0.2857142857142857,True
pair_star_isolated,pair_star_isolated_025,line12,canonical,1729,7,7,1.0,True
pair_star_isolated,pair_star_isolated_025,line12,canonical,2718,8,7,0.6666666666666666,True
pair_star_isolated,pair_star_isolated_025,line12,canonical,31415,10,7,0.7,True
pair_star_isolated,pair_star_isolated_025,line12,canonical,57721,8,7,0.6666666666666666,True
pair_star_isolated,pair_star_isolated_025,line12,canonical,65537,9,7,0.6,True
pair_star_isolated,pair_star_isolated_025,line12,reuse,1729,9,9,1.0,True
pair_star_isolated,pair_star_isolated_025,line12,reuse,2718,9,9,0.5,True
pair_star_isolated,pair_star_isolated_025,line12,reuse,31415,8,9,0.7,True
pair_star_isolated,pair_star_isolated_025,line12,reuse,57721,5,9,0.5555555555555556,True
pair_star_isolated,pair_star_isolated_025,line12,reuse,65537,8,9,0.7,True
pair_star_isolated,pair_star_isolated_025,ring12,canonical,1729,11,11,1.0,True
pair_star_isolated,pair_star_isolated_025,ring12,canonical,2718,10,11,0.5,True
pair_star_isolated,pair_star_isolated_025,ring12,canonical,31415,12,11,0.9166666666666666,True
pair_star_isolated,pair_star_isolated_025,ring12,canonical,57721,8,11,0.7272727272727273,True
pair_star_isolated,pair_star_isolated_025,ring12,canonical,65537,10,11,0.9090909090909091,True
pair_star_isolated,pair_star_isolated_025,ring12,reuse,1729,11,11,1.0,True
pair_star_isolated,pair_star_isolated_025,ring12,reuse,2718,12,11,0.7692307692307693,True
pair_star_isolated,pair_star_isolated_025,ring12,reuse,31415,11,11,0.8333333333333334,True
pair_star_isolated,pair_star_isolated_025,ring12,reuse,57721,9,11,0.8181818181818182,True
pair_star_isolated,pair_star_isolated_025,ring12,reuse,65537,9,11,0.6666666666666666,True
pair_star_isolated,pair_star_isolated_026,grid12,canonical,1729,12,12,1.0,True
pair_star_isolated,pair_star_isolated_026,grid12,canonical,2718,11,12,0.5333333333333333,True
pair_star_isolated,pair_star_isolated_026,grid12,canonical,31415,10,12,0.5714285714285714,True
pair_star_isolated,pair_star_isolated_026,grid12,canonical,57721,11,12,0.6428571428571429,True
pair_star_isolated,pair_star_isolated_026,grid12,canonical,65537,12,12,0.6,True
pair_star_isolated,pair_star_isolated_026,grid12,reuse,1729,3,3,1.0,True
pair_star_isolated,pair_star_isolated_026,grid12,reuse,2718,4,3,0.75,True
pair_star_isolated,pair_star_isolated_026,grid12,reuse,31415,6,3,0.2857142857142857,True
pair_star_isolated,pair_star_isolated_026,grid12,reuse,57721,9,3,0.3333333333333333,True
pair_star_isolated,pair_star_isolated_026,grid12,reuse,65537,4,3,0.4,True
pair_star_isolated,pair_star_isolated_026,line12,canonical,1729,15,15,1.0,True
pair_star_isolated,pair_star_isolated_026,line12,canonical,2718,13,15,0.5555555555555556,True
pair_star_isolated,pair_star_isolated_026,line12,canonical,31415,13,15,0.6470588235294118,True
pair_star_isolated,pair_star_isolated_026,line12,canonical,57721,14,15,0.6111111111111112,True
pair_star_isolated,pair_star_isolated_026,line12,canonical,65537,15,15,0.7647058823529411,True
pair_star_isolated,pair_star_isolated_026,line12,reuse,1729,4,4,1.0,True
pair_star_isolated,pair_star_isolated_026,line12,reuse,2718,4,4,0.6,True
pair_star_isolated,pair_star_isolated_026,line12,reuse,31415,5,4,0.8,True
pair_star_isolated,pair_star_isolated_026,line12,reuse,57721,4,4,1.0,True
pair_star_isolated,pair_star_isolated_026,line12,reuse,65537,4,4,1.0,True
pair_star_isolated,pair_star_isolated_026,ring12,canonical,1729,12,12,1.0,True
pair_star_isolated,pair_star_isolated_026,ring12,canonical,2718,12,12,0.7142857142857143,True
pair_star_isolated,pair_star_isolated_026,ring12,canonical,31415,10,12,0.4666666666666667,True
pair_star_isolated,pair_star_isolated_026,ring12,canonical,57721,12,12,0.8461538461538461,True
pair_star_isolated,pair_star_isolated_026,ring12,canonical,65537,12,12,0.7142857142857143,True
pair_star_isolated,pair_star_isolated_026,ring12,reuse,1729,8,8,1.0,True
pair_star_isolated,pair_star_isolated_026,ring12,reuse,2718,9,8,0.5454545454545454,True
pair_star_isolated,pair_star_isolated_026,ring12,reuse,31415,9,8,0.8888888888888888,True
pair_star_isolated,pair_star_isolated_026,ring12,reuse,57721,8,8,1.0,True
pair_star_isolated,pair_star_isolated_026,ring12,reuse,65537,8,8,0.7777777777777778,True
pair_star_isolated,pair_star_isolated_027,grid12,canonical,1729,13,13,1.0,True
pair_star_isolated,pair_star_isolated_027,grid12,canonical,2718,16,13,0.5263157894736842,True
pair_star_isolated,pair_star_isolated_027,grid12,canonical,31415,17,13,0.5,True
pair_star_isolated,pair_star_isolated_027,grid12,canonical,57721,12,13,0.3888888888888889,True
pair_star_isolated,pair_star_isolated_027,grid12,canonical,65537,13,13,0.4444444444444444,True
pair_star_isolated,pair_star_isolated_027,grid12,reuse,1729,13,13,1.0,True
pair_star_isolated,pair_star_isolated_027,grid12,reuse,2718,12,13,0.5625,True
pair_star_isolated,pair_star_isolated_027,grid12,reuse,31415,16,13,0.6111111111111112,True
pair_star_isolated,pair_star_isolated_027,grid12,reuse,57721,13,13,0.5294117647058824,True
pair_star_isolated,pair_star_isolated_027,grid12,reuse,65537,13,13,0.5294117647058824,True
pair_star_isolated,pair_star_isolated_027,line12,canonical,1729,17,17,1.0,True
pair_star_isolated,pair_star_isolated_027,line12,canonical,2718,11,17,0.47368421052631576,True
pair_star_isolated,pair_star_isolated_027,line12,canonical,31415,12,17,0.45,True
pair_star_isolated,pair_star_isolated_027,line12,canonical,57721,9,17,0.3684210526315789,True
pair_star_isolated,pair_star_isolated_027,line12,canonical,65537,10,17,0.5,True
pair_star_isolated,pair_star_isolated_027,line12,reuse,1729,4,4,1.0,True
pair_star_isolated,pair_star_isolated_027,line12,reuse,2718,6,4,0.6666666666666666,True
pair_star_isolated,pair_star_isolated_027,line12,reuse,31415,4,4,1.0,True
pair_star_isolated,pair_star_isolated_027,line12,reuse,57721,4,4,1.0,True
pair_star_isolated,pair_star_isolated_027,line12,reuse,65537,4,4,0.6,True
pair_star_isolated,pair_star_isolated_027,ring12,canonical,1729,10,10,1.0,True
pair_star_isolated,pair_star_isolated_027,ring12,canonical,2718,13,10,0.5333333333333333,True
pair_star_isolated,pair_star_isolated_027,ring12,canonical,31415,13,10,0.5333333333333333,True
pair_star_isolated,pair_star_isolated_027,ring12,canonical,57721,12,10,0.4666666666666667,True
pair_star_isolated,pair_star_isolated_027,ring12,canonical,65537,10,10,0.6666666666666666,True
pair_star_isolated,pair_star_isolated_027,ring12,reuse,1729,9,9,1.0,True
pair_star_isolated,pair_star_isolated_027,ring12,reuse,2718,9,9,0.8,True
pair_star_isolated,pair_star_isolated_027,ring12,reuse,31415,11,9,0.42857142857142855,True
pair_star_isolated,pair_star_isolated_027,ring12,reuse,57721,9,9,0.8,True
pair_star_isolated,pair_star_isolated_027,ring12,reuse,65537,9,9,0.6363636363636364,True
pair_star_isolated,pair_star_isolated_028,grid12,canonical,1729,14,14,1.0,True
pair_star_isolated,pair_star_isolated_028,grid12,canonical,2718,14,14,1.0,True
pair_star_isolated,pair_star_isolated_028,grid12,canonical,31415,14,14,0.75,True
pair_star_isolated,pair_star_isolated_028,grid12,canonical,57721,14,14,0.5555555555555556,True
pair_star_isolated,pair_star_isolated_028,grid12,canonical,65537,15,14,0.8125,True
pair_star_isolated,pair_star_isolated_028,grid12,reuse,1729,13,13,1.0,True
pair_star_isolated,pair_star_isolated_028,grid12,reuse,2718,14,13,0.6875,True
pair_star_isolated,pair_star_isolated_028,grid12,reuse,31415,12,13,0.5625,True
pair_star_isolated,pair_star_isolated_028,grid12,reuse,57721,12,13,0.5625,True
pair_star_isolated,pair_star_isolated_028,grid12,reuse,65537,16,13,0.45,True
pair_star_isolated,pair_star_isolated_028,line12,canonical,1729,5,5,1.0,True
pair_star_isolated,pair_star_isolated_028,line12,canonical,2718,7,5,0.5,True
pair_star_isolated,pair_star_isolated_028,line12,canonical,31415,7,5,0.7142857142857143,True
pair_star_isolated,pair_star_isolated_028,line12,canonical,57721,10,5,0.5,True
pair_star_isolated,pair_star_isolated_028,line12,canonical,65537,8,5,0.4444444444444444,True
pair_star_isolated,pair_star_isolated_028,line12,reuse,1729,3,3,1.0,True
pair_star_isolated,pair_star_isolated_028,line12,reuse,2718,3,3,1.0,True
pair_star_isolated,pair_star_isolated_028,line12,reuse,31415,3,3,1.0,True
pair_star_isolated,pair_star_isolated_028,line12,reuse,57721,3,3,1.0,True
pair_star_isolated,pair_star_isolated_028,line12,reuse,65537,3,3,1.0,True
pair_star_isolated,pair_star_isolated_028,ring12,canonical,1729,7,7,1.0,True
pair_star_isolated,pair_star_isolated_028,ring12,canonical,2718,9,7,0.7777777777777778,True
pair_star_isolated,pair_star_isolated_028,ring12,canonical,31415,9,7,0.6,True
pair_star_isolated,pair_star_isolated_028,ring12,canonical,57721,9,7,0.6,True
pair_star_isolated,pair_star_isolated_028,ring12,canonical,65537,11,7,0.5,True
pair_star_isolated,pair_star_isolated_028,ring12,reuse,1729,10,10,1.0,True
pair_star_isolated,pair_star_isolated_028,ring12,reuse,2718,9,10,0.5833333333333334,True
pair_star_isolated,pair_star_isolated_028,ring12,reuse,31415,10,10,0.6666666666666666,True
pair_star_isolated,pair_star_isolated_028,ring12,reuse,57721,7,10,0.7,True
pair_star_isolated,pair_star_isolated_028,ring12,reuse,65537,12,10,0.6923076923076923,True
pair_star_isolated,pair_star_isolated_029,grid12,canonical,1729,14,14,1.0,True
pair_star_isolated,pair_star_isolated_029,grid12,canonical,2718,20,14,0.6190476190476191,True
pair_star_isolated,pair_star_isolated_029,grid12,canonical,31415,17,14,0.47619047619047616,True
pair_star_isolated,pair_star_isolated_029,grid12,canonical,57721,16,14,0.5,True
pair_star_isolated,pair_star_isolated_029,grid12,canonical,65537,21,14,0.5217391304347826,True
pair_star_isolated,pair_star_isolated_029,grid12,reuse,1729,7,7,1.0,True
pair_star_isolated,pair_star_isolated_029,grid12,reuse,2718,6,7,0.4444444444444444,True
pair_star_isolated,pair_star_isolated_029,grid12,reuse,31415,12,7,0.26666666666666666,True
pair_star_isolated,pair_star_isolated_029,grid12,reuse,57721,14,7,0.3125,True
pair_star_isolated,pair_star_isolated_029,grid12,reuse,65537,13,7,0.3333333333333333,True
pair_star_isolated,pair_star_isolated_029,line12,canonical,1729,5,5,1.0,True
pair_star_isolated,pair_star_isolated_029,line12,canonical,2718,6,5,0.5714285714285714,True
pair_star_isolated,pair_star_isolated_029,line12,canonical,31415,5,5,0.6666666666666666,True
pair_star_isolated,pair_star_isolated_029,line12,canonical,57721,4,5,0.8,True
pair_star_isolated,pair_star_isolated_029,line12,canonical,65537,7,5,0.7142857142857143,True
pair_star_isolated,pair_star_isolated_029,line12,reuse,1729,4,4,1.0,True
pair_star_isolated,pair_star_isolated_029,line12,reuse,2718,5,4,0.8,True
pair_star_isolated,pair_star_isolated_029,line12,reuse,31415,7,4,0.5714285714285714,True
pair_star_isolated,pair_star_isolated_029,line12,reuse,57721,6,4,0.6666666666666666,True
pair_star_isolated,pair_star_isolated_029,line12,reuse,65537,4,4,1.0,True
pair_star_isolated,pair_star_isolated_029,ring12,canonical,1729,9,9,1.0,True
pair_star_isolated,pair_star_isolated_029,ring12,canonical,2718,12,9,0.75,True
pair_star_isolated,pair_star_isolated_029,ring12,canonical,31415,11,9,0.8181818181818182,True
pair_star_isolated,pair_star_isolated_029,ring12,canonical,57721,12,9,0.6153846153846154,True
pair_star_isolated,pair_star_isolated_029,ring12,canonical,65537,12,9,0.6153846153846154,True
pair_star_isolated,pair_star_isolated_029,ring12,reuse,1729,7,7,1.0,True
pair_star_isolated,pair_star_isolated_029,ring12,reuse,2718,7,7,0.75,True
pair_star_isolated,pair_star_isolated_029,ring12,reuse,31415,10,7,0.5454545454545454,True
pair_star_isolated,pair_star_isolated_029,ring12,reuse,57721,6,7,0.8571428571428571,True
pair_star_isolated,pair_star_isolated_029,ring12,reuse,65537,8,7,0.6666666666666666,True
