family,instance_id,topology,synthesis,seed,frontier_count,baseline_frontier_count,jaccard_vs_1729,complete
max3sat,max3sat_000,grid12,canonical,1729,4,4,1.0,True
max3sat,max3sat_000,grid12,canonical,2718,7,4,0.5714285714285714,True
max3sat,max3sat_000,grid12,canonical,31415,4,4,0.3333333333333333,True
max3sat,max3sat_000,grid12,canonical,57721,6,4,0.25,True
max3sat,max3sat_000,grid12,canonical,65537,4,4,0.3333333333333333,True
max3sat,max3sat_000,grid12,reuse,1729,1,1,1.0,True
max3sat,max3sat_000,grid12,reuse,2718,1,1,1.0,True
max3sat,max3sat_000,grid12,reuse,31415,2,1,0.5,True
max3sat,max3sat_000,grid12,reuse,57721,1,1,1.0,True
max3sat,max3sat_000,grid12,reuse,65537,2,1,0.5,True
max3sat,max3sat_000,line12,canonical,1729,2,2,1.0,True
max3sat,max3sat_000,line12,canonical,2718,1,2,0.5,True
max3sat,max3sat_000,line12,canonical,31415,3,2,0.6666666666666666,True
max3sat,max3sat_000,line12,canonical,57721,4,2,0.5,True
max3sat,max3sat_000,line12,canonical,65537,4,2,0.5,True
max3sat,max3sat_000,line12,reuse,1729,1,1,1.0,True
max3sat,max3sat_000,line12,reuse,2718,2,1,0.5,True
max3sat,max3sat_000,line12,reuse,31415,2,1,0.5,True
max3sat,max3sat_000,line12,reuse,57721,2,1,0.5,True
max3sat,max3sat_000,line12,reuse,65537,2,1,0.5,True
max3sat,max3sat_000,ring12,canonical,1729,6,6,1.0,True
max3sat,max3sat_000,ring12,canonical,2718,4,6,0.25,True
max3sat,max3sat_000,ring12,canonical,31415,7,6,0.3,True
max3sat,max3sat_000,ring12,canonical,57721,8,6,0.4,True
max3sat,max3sat_000,ring12,canonical,65537,4,6,0.42857142857142855,True
max3sat,max3sat_000,ring12,reuse,1729,1,1,1.0,True
max3sat,max3sat_000,ring12,reuse,2718,2,1,0.5,True
max3sat,max3sat_000,ring12,reuse,31415,2,1,0.5,True
max3sat,max3sat_000,ring12,reuse,57721,2,1,0.5,True
max3sat,max3sat_000,ring12,reuse,65537,2,1,0.5,True
max3sat,max3sat_001,grid12,canonical,1729,6,6,1.0,True
max3sat,max3sat_001,grid12,canonical,2718,6,6,0.3333333333333333,True
max3sat,max3sat_001,grid12,canonical,31415,5,6,0.5714285714285714,True
max3sat,max3sat_001,grid12,canonical,57721,7,6,0.3,True
max3sat,max3sat_001,grid12,canonical,65537,5,6,0.2222222222222222,True
max3sat,max3sat_001,grid12,reuse,1729,2,2,1.0,True
max3sat,max3sat_001,grid12,reuse,2718,4,2,0.5,True
max3sat,max3sat_001,grid12,reuse,31415,3,2,0.6666666666666666,True
max3sat,max3sat_001,grid12,reuse,57721,5,2,0.4,True
max3sat,max3sat_001,grid12,reuse,65537,2,2,1.0,True
max3sat,max3sat_001,line12,canonical,1729,5,5,1.0,True
max3sat,max3sat_001,line12,canonical,2718,5,5,0.6666666666666666,True
max3sat,max3sat_001,line12,canonical,31415,7,5,0.3333333333333333,True
max3sat,max3sat_001,line12,canonical,57721,8,5,0.625,True
max3sat,max3sat_001,line12,canonical,65537,5,5,0.6666666666666666,True
max3sat,max3sat_001,line12,reuse,1729,1,1,1.0,True
max3sat,max3sat_001,line12,reuse,2718,1,1,1.0,True
max3sat,max3sat_001,line12,reuse,31415,1,1,1.0,True
max3sat,max3sat_001,line12,reuse,57721,1,1,1.0,True
max3sat,max3sat_001,line12,reuse,65537,1,1,1.0,True
max3sat,max3sat_001,ring12,canonical,1729,4,4,1.0,True
max3sat,max3sat_001,ring12,canonical,2718,3,4,0.75,True
max3sat,max3sat_001,ring12,canonical,31415,4,4,0.6,True
max3sat,max3sat_001,ring12,canonical,57721,6,4,0.6666666666666666,True
max3sat,max3sat_001,ring12,canonical,65537,5,4,0.8,True
max3sat,max3sat_001,ring12,reuse,1729,1,1,1.0,True
max3sat,max3sat_001,ring12,reuse,2718,1,1,1.0,True
max3sat,max3sat_001,ring12,reuse,31415,1,1,1.0,True
max3sat,max3sat_001,ring12,reuse,57721,1,1,1.0,True
max3sat,max3sat_001,ring12,reuse,65537,1,1,1.0,True
max3sat,max3sat_002,grid12,canonical,1729,6,6,1.0,True
max3sat,max3sat_002,grid12,canonical,2718,5,6,0.5714285714285714,True
max3sat,max3sat_002,grid12,canonical,31415,6,6,0.7142857142857143,True
max3sat,max3sat_002,grid12,canonical,57721,7,6,0.625,True
max3sat,max3sat_002,grid12,canonical,65537,4,6,0.6666666666666666,True
max3sat,max3sat_002,grid12,reuse,1729,4,4,1.0,True
max3sat,max3sat_002,grid12,reuse,2718,4,4,0.6,True
max3sat,max3sat_002,grid12,reuse,31415,4,4,1.0,True
max3sat,max3sat_002,grid12,reuse,57721,4,4,1.0,True
max3sat,max3sat_002,grid12,reuse,65537,4,4,1.0,True
max3sat,max3sat_002,line12,canonical,1729,1,1,1.0,True
max3sat,max3sat_002,line12,canonical,2718,1,1,1.0,True
max3sat,max3sat_002,line12,canonical,31415,4,1,0.25,True
max3sat,max3sat_002,line12,canonical,57721,2,1,0.5,True
max3sat,max3sat_002,line12,canonical,65537,4,1,0.25,True
max3sat,max3sat_002,line12,reuse,1729,1,1,1.0,True
max3sat,max3sat_002,line12,reuse,2718,2,1,0.5,True
max3sat,max3sat_002,line12,reuse,31415,3,1,0.3333333333333333,True
max3sat,max3sat_002,line12,reuse,57721,2,1,0.5,True
max3sat,max3sat_002,line12,reuse,65537,1,1,1.0,True
max3sat,max3sat_002,ring12,canonical,1729,2,2,1.0,True
max3sat,max3sat_002,ring12,canonical,2718,3,2,0.6666666666666666,True
max3sat,max3sat_002,ring12,canonical,31415,3,2,0.25,True
max3sat,max3sat_002,ring12,canonical,57721,2,2,1.0,True
max3sat,max3sat_002,ring12,canonical,65537,4,2,0.2,True
max3sat,max3sat_002,ring12,reuse,1729,1,1,1.0,True
max3sat,max3sat_002,ring12,reuse,2718,2,1,0.5,True
max3sat,max3sat_002,ring12,reuse,31415,2,1,0.5,True
max3sat,max3sat_002,ring12,reuse,57721,2,1,0.5,True
max3sat,max3sat_002,ring12,reuse,65537,1,1,1.0,True
max3sat,max3sat_003,grid12,canonical,1729,5,5,1.0,True
max3sat,max3sat_003,grid12,canonical,2718,4,5,0.5,True
max3sat,max3sat_003,grid12,canonical,31415,3,5,0.6,True
max3sat,max3sat_003,grid12,canonical,57721,4,5,0.8,True
max3sat,max3sat_003,grid12,canonical,65537,4,5,0.8,True
max3sat,max3sat_003,grid12,reuse,1729,1,1,1.0,True
max3sat,max3sat_003,grid12,reuse,2718,2,1,0.5,True
max3sat,max3sat_003,grid12,reuse,31415,1,1,1.0,True
max3sat,max3sat_003,grid12,reuse,57721,2,1,0.5,True
max3sat,max3sat_003,grid12,reuse,65537,2,1,0.5,True
max3sat,max3sat_003,line12,canonical,1729,6,6,1.0,True
max3sat,max3sat_003,line12,canonical,2718,5,6,0.5714285714285714,True
max3sat,max3sat_003,line12,canonical,31415,5,6,0.8333333333333334,True
max3sat,max3sat_003,line12,canonical,57721,5,6,0.5714285714285714,True
max3sat,max3sat_003,line12,canonical,65537,5,6,0.8333333333333334,True
max3sat,max3sat_003,line12,reuse,1729,3,3,1.0,True
max3sat,max3sat_003,line12,reuse,2718,3,3,1.0,True
max3sat,max3sat_003,line12,reuse,31415,3,3,1.0,True
max3sat,max3sat_003,line12,reuse,57721,3,3,1.0,True
max3sat,max3sat_003,line12,reuse,65537,3,3,1.0,True
max3sat,max3sat_003,ring12,canonical,1729,5,5,1.0,True
max3sat,max3sat_003,ring12,canonical,2718,5,5,0.6666666666666666,True
max3sat,max3sat_003,ring12,canonical,31415,5,5,0.6666666666666666,True
max3sat,max3sat_003,ring12,canonical,57721,5,5,0.42857142857142855,True
max3sat,max3sat_003,ring12,canonical,65537,5,5,0.6666666666666666,True
max3sat,max3sat_003,ring12,reuse,1729,3,3,1.0,True
max3sat,max3sat_003,ring12,reuse,2718,3,3,1.0,True
max3sat,max3sat_003,ring12,reuse,31415,3,3,1.0,True
max3sat,max3sat_003,ring12,reuse,57721,3,3,1.0,True
max3sat,max3sat_003,ring12,reuse,65537,3,3,1.0,True
max3sat,max3sat_004,grid12,canonical,1729,2,2,1.0,True
max3sat,max3sat_004,grid12,canonical,2718,3,2,0.6666666666666666,True
max3sat,max3sat_004,grid12,canonical,31415,2,2,1.0,True
max3sat,max3sat_004,grid12,canonical,57721,2,2,1.0,True
max3sat,max3sat_004,grid12,canonical,65537,2,2,1.0,True
max3sat,max3sat_004,grid12,reuse,1729,5,5,1.0,True
max3sat,max3sat_004,grid12,reuse,2718,2,5,0.4,True
max3sat,max3sat_004,grid12,reuse,31415,2,5,0.4,True
max3sat,max3sat_004,grid12,reuse,57721,3,5,0.6,True
max3sat,max3sat_004,grid12,reuse,65537,2,5,0.4,True
max3sat,max3sat_004,line12,canonical,1729,2,2,1.0,True
max3sat,max3sat_004,line12,canonical,2718,2,2,1.0,True
max3sat,max3sat_004,line12,canonical,31415,2,2,1.0,True
max3sat,max3sat_004,line12,canonical,57721,2,2,1.0,True
max3sat,max3sat_004,line12,canonical,65537,2,2,1.0,True
max3sat,max3sat_004,line12,reuse,1729,3,3,1.0,True
max3sat,max3sat_004,line12,reuse,2718,4,3,0.75,True
max3sat,max3sat_004,line12,reuse,31415,4,3,0.75,True
max3sat,max3sat_004,line12,reuse,57721,3,3,1.0,True
max3sat,max3sat_004,line12,reuse,65537,4,3,0.75,True
max3sat,max3sat_004,ring12,canonical,1729,1,1,1.0,True
max3sat,max3sat_004,ring12,canonical,2718,2,1,0.5,True
max3sat,max3sat_004,ring12,canonical,31415,1,1,1.0,True
max3sat,max3sat_004,ring12,canonical,57721,1,1,1.0,True
max3sat,max3sat_004,ring12,canonical,65537,1,1,1.0,True
max3sat,max3sat_004,ring12,reuse,1729,5,5,1.0,True
max3sat,max3sat_004,ring12,reuse,2718,5,5,1.0,True
max3sat,max3sat_004,ring12,reuse,31415,5,5,1.0,True
max3sat,max3sat_004,ring12,reuse,57721,5,5,1.0,True
max3sat,max3sat_004,ring12,reuse,65537,5,5,1.0,True
max3sat,max3sat_005,grid12,canonical,1729,1,1,1.0,True
max3sat,max3sat_005,grid12,canonical,2718,1,1,1.0,True
max3sat,max3sat_005,grid12,canonical,31415,1,1,1.0,True
max3sat,max3sat_005,grid12,canonical,57721,1,1,1.0,True
max3sat,max3sat_005,grid12,canonical,65537,1,1,1.0,True
max3sat,max3sat_005,grid12,reuse,1729,2,2,1.0,True
max3sat,max3sat_005,grid12,reuse,2718,2,2,1.0,True
max3sat,max3sat_005,grid12,reuse,31415,2,2,1.0,True
max3sat,max3sat_005,grid12,reuse,57721,2,2,1.0,True
max3sat,max3sat_005,grid12,reuse,65537,2,2,1.0,True
max3sat,max3sat_005,line12,canonical,1729,2,2,1.0,True
max3sat,max3sat_005,line12,canonical,2718,1,2,0.5,True
max3sat,max3sat_005,line12,canonical,31415,2,2,1.0,True
max3sat,max3sat_005,line12,canonical,57721,1,2,0.5,True
max3sat,max3sat_005,line12,canonical,65537,2,2,1.0,True
max3sat,max3sat_005,line12,reuse,1729,1,1,1.0,True
max3sat,max3sat_005,line12,reuse,2718,1,1,1.0,True
max3sat,max3sat_005,line12,reuse,31415,1,1,1.0,True
max3sat,max3sat_005,line12,reuse,57721,1,1,1.0,True
max3sat,max3sat_005,line12,reuse,65537,1,1,1.0,True
max3sat,max3sat_005,ring12,canonical,1729,3,3,1.0,True
max3sat,max3sat_005,ring12,canonical,2718,2,3,0.25,True
max3sat,max3sat_005,ring12,canonical,31415,2,3,0.6666666666666666,True
max3sat,max3sat_005,ring12,canonical,57721,2,3,0.25,True
max3sat,max3sat_005,ring12,canonical,65537,3,3,0.5,True
max3sat,max3sat_005,ring12,reuse,1729,1,1,1.0,True
max3sat,max3sat_005,ring12,reuse,2718,1,1,1.0,True
max3sat,max3sat_005,ring12,reuse,31415,1,1,1.0,True
max3sat,max3sat_005,ring12,reuse,57721,1,1,1.0,True
max3sat,max3sat_005,ring12,reuse,65537,1,1,1.0,True
max3sat,max3sat_006,grid12,canonical,1729,6,6,1.0,True
max3sat,max3sat_006,grid12,canonical,2718,6,6,0.7142857142857143,True
max3sat,max3sat_006,grid12,canonical,31415,6,6,0.7142857142857143,True
max3sat,max3sat_006,grid12,canonical,57721,7,6,0.4444444444444444,True
max3sat,max3sat_006,grid12,canonical,65537,6,6,0.7142857142857143,True
max3sat,max3sat_006,grid12,reuse,1729,3,3,1.0,True
max3sat,max3sat_006,grid12,reuse,2718,3,3,1.0,True
max3sat,max3sat_006,grid12,reuse,31415,4,3,0.75,True
max3sat,max3sat_006,grid12,reuse,57721,5,3,0.6,True
max3sat,max3sat_006,grid12,reuse,65537,3,3,1.0,True
max3sat,max3sat_006,line12,canonical,1729,6,6,1.0,True
max3sat,max3sat_006,line12,canonical,2718,6,6,0.7142857142857143,True
max3sat,max3sat_006,line12,canonical,31415,5,6,0.5714285714285714,True
max3sat,max3sat_006,line12,canonical,57721,7,6,0.4444444444444444,True
max3sat,max3sat_006,line12,canonical,65537,5,6,0.5714285714285714,True
max3sat,max3sat_006,line12,reuse,1729,3,3,1.0,True
max3sat,max3sat_006,line12,reuse,2718,3,3,0.5,True
max3sat,max3sat_006,line12,reuse,31415,3,3,1.0,True
max3sat,max3sat_006,line12,reuse,57721,3,3,1.0,True
max3sat,max3sat_006,line12,reuse,65537,3,3,0.5,True
max3sat,max3sat_006,ring12,canonical,1729,6,6,1.0,True
max3sat,max3sat_006,ring12,canonical,2718,7,6,0.4444444444444444,True
max3sat,max3sat_006,ring12,canonical,31415,8,6,0.4,True
max3sat,max3sat_006,ring12,canonical,57721,9,6,0.5,True
max3sat,max3sat_006,ring12,canonical,65537,5,6,0.5714285714285714,True
max3sat,max3sat_006,ring12,reuse,1729,3,3,1.0,True
max3sat,max3sat_006,ring12,reuse,2718,3,3,0.5,True
max3sat,max3sat_006,ring12,reuse,31415,3,3,1.0,True
max3sat,max3sat_006,ring12,reuse,57721,3,3,1.0,True
max3sat,max3sat_006,ring12,reuse,65537,3,3,0.5,True
max3sat,max3sat_007,grid12,canonical,1729,5,5,1.0,True
max3sat,max3sat_007,grid12,canonical,2718,5,5,0.42857142857142855,True
max3sat,max3sat_007,grid12,canonical,31415,5,5,1.0,True
max3sat,max3sat_007,grid12,canonical,57721,3,5,0.6,True
max3sat,max3sat_007,grid12,canonical,65537,5,5,0.42857142857142855,True
max3sat,max3sat_007,grid12,reuse,1729,3,3,1.0,True
max3sat,max3sat_007,grid12,reuse,2718,1,3,0.3333333333333333,True
max3sat,max3sat_007,grid12,reuse,31415,2,3,0.6666666666666666,True
max3sat,max3sat_007,grid12,reuse,57721,1,3,0.3333333333333333,True
max3sat,max3sat_007,grid12,reuse,65537,1,3,0.3333333333333333,True
max3sat,max3sat_007,line12,canonical,1729,2,2,1.0,True
max3sat,max3sat_007,line12,canonical,2718,3,2,0.25,True
max3sat,max3sat_007,line12,canonical,31415,2,2,0.3333333333333333,True
max3sat,max3sat_007,line12,canonical,57721,2,2,0.3333333333333333,True
max3sat,max3sat_007,line12,canonical,65537,3,2,0.6666666666666666,True
max3sat,max3sat_007,line12,reuse,1729,2,2,1.0,True
max3sat,max3sat_007,line12,reuse,2718,2,2,0.3333333333333333,True
max3sat,max3sat_007,line12,reuse,31415,1,2,0.5,True
max3sat,max3sat_007,line12,reuse,57721,2,2,0.3333333333333333,True
max3sat,max3sat_007,line12,reuse,65537,2,2,0.3333333333333333,True
max3sat,max3sat_007,ring12,canonical,1729,2,2,1.0,True
max3sat,max3sat_007,ring12,canonical,2718,3,2,0.25,True
max3sat,max3sat_007,ring12,canonical,31415,3,2,0.25,True
max3sat,max3sat_007,ring12,canonical,57721,2,2,0.3333333333333333,True
max3sat,max3sat_007,ring12,canonical,65537,3,2,0.6666666666666666,True
max3sat,max3sat_007,ring12,reuse,1729,2,2,1.0,True
max3sat,max3sat_007,ring12,reuse,2718,2,2,0.3333333333333333,True
max3sat,max3sat_007,ring12,reuse,31415,2,2,1.0,True
max3sat,max3sat_007,ring12,reuse,57721,2,2,0.3333333333333333,True
max3sat,max3sat_007,ring12,reuse,65537,2,2,0.3333333333333333,True
max3sat,max3sat_008,grid12,canonical,1729,4,4,1.0,True
max3sat,max3sat_008,grid12,canonical,2718,4,4,0.3333333333333333,True
max3sat,max3sat_008,grid12,canonical,31415,8,4,0.5,True
max3sat,max3sat_008,grid12,canonical,57721,7,4,0.5714285714285714,True
max3sat,max3sat_008,grid12,canonical,65537,3,4,0.75,True
max3sat,max3sat_008,grid12,reuse,1729,4,4,1.0,True
max3sat,max3sat_008,grid12,reuse,2718,2,4,0.5,True
max3sat,max3sat_008,grid12,reuse,31415,5,4,0.8,True
max3sat,max3sat_008,grid12,reuse,57721,5,4,0.8,True
max3sat,max3sat_008,grid12,reuse,65537,4,4,0.6,True
max3sat,max3sat_008,line12,canonical,1729,4,4,1.0,True
max3sat,max3sat_008,line12,canonical,2718,5,4,0.8,True
max3sat,max3sat_008,line12,canonical,31415,6,4,0.6666666666666666,True
max3sat,max3sat_008,line12,canonical,57721,4,4,0.6,True
max3sat,max3sat_008,line12,canonical,65537,4,4,0.6,True
max3sat,max3sat_008,line12,reuse,1729,2,2,1.0,True
max3sat,max3sat_008,line12,reuse,2718,2,2,1.0,True
max3sat,max3sat_008,line12,reuse,31415,2,2,1.0,True
max3sat,max3sat_008,line12,reuse,57721,2,2,1.0,True
max3sat,max3sat_008,line12,reuse,65537,2,2,1.0,True
max3sat,max3sat_008,ring12,canonical,1729,5,5,1.0,True
max3sat,max3sat_008,ring12,canonical,2718,7,5,0.7142857142857143,True
max3sat,max3sat_008,ring12,canonical,31415,7,5,0.7142857142857143,True
max3sat,max3sat_008,ring12,canonical,57721,5,5,0.6666666666666666,True
max3sat,max3sat_008,ring12,canonical,65537,5,5,0.6666666666666666,True
max3sat,max3sat_008,ring12,reuse,1729,2,2,1.0,True
max3sat,max3sat_008,ring12,reuse,2718,2,2,1.0,True
max3sat,max3sat_008,ring12,reuse,31415,2,2,1.0,True
max3sat,max3sat_008,ring12,reuse,57721,2,2,1.0,True
max3sat,max3sat_008,ring12,reuse,65537,2,2,1.0,True
max3sat,max3sat_009,grid12,canonical,1729,4,4,1.0,True
max3sat,max3sat_009,grid12,canonical,2718,5,4,0.5,True
max3sat,max3sat_009,grid12,canonical,31415,6,4,0.42857142857142855,True
max3sat,max3sat_009,grid12,canonical,57721,4,4,0.6,True
max3sat,max3sat_009,grid12,canonical,65537,5,4,0.5,True
max3sat,max3sat_009,grid12,reuse,1729,2,2,1.0,True
max3sat,max3sat_009,grid12,reuse,2718,3,2,0.6666666666666666,True
max3sat,max3sat_009,grid12,reuse,31415,4,2,0.5,True
max3sat,max3sat_009,grid12,reuse,57721,1,2,0.5,True
max3sat,max3sat_009,grid12,reuse,65537,2,2,1.0,True
max3sat,max3sat_009,line12,canonical,1729,5,5,1.0,True
max3sat,max3sat_009,line12,canonical,2718,4,5,0.5,True
max3sat,max3sat_009,line12,canonical,31415,4,5,0.5,True
max3sat,max3sat_009,line12,canonical,57721,4,5,0.5,True
max3sat,max3sat_009,line12,canonical,65537,3,5,0.6,True
max3sat,max3sat_009,line12,reuse,1729,3,3,1.0,True
max3sat,max3sat_009,line12,reuse,2718,3,3,1.0,True
max3sat,max3sat_009,line12,reuse,31415,3,3,1.0,True
max3sat,max3sat_009,line12,reuse,57721,4,3,0.75,True
max3sat,max3sat_009,line12,reuse,65537,3,3,1.0,True
max3sat,max3sat_009,ring12,canonical,1729,6,6,1.0,True
max3sat,max3sat_009,ring12,canonical,2718,6,6,0.3333333333333333,True
max3sat,max3sat_009,ring12,canonical,31415,4,6,0.42857142857142855,True
max3sat,max3sat_009,ring12,canonical,57721,7,6,0.4444444444444444,True
max3sat,max3sat_009,ring12,canonical,65537,3,6,0.5,True
max3sat,max3sat_009,ring12,reuse,1729,4,4,1.0,True
max3sat,max3sat_009,ring12,reuse,2718,4,4,1.0,True
max3sat,max3sat_009,ring12,reuse,31415,4,4,0.6,True
max3sat,max3sat_009,ring12,reuse,57721,5,4,0.8,True
max3sat,max3sat_009,ring12,reuse,65537,4,4,1.0,True
max3sat,max3sat_010,grid12,canonical,1729,4,4,1.0,True
max3sat,max3sat_010,grid12,canonical,2718,3,4,0.75,True
max3sat,max3sat_010,grid12,canonical,31415,3,4,0.75,True
max3sat,max3sat_010,grid12,canonical,57721,3,4,0.75,True
max3sat,max3sat_010,grid12,canonical,65537,3,4,0.4,True
max3sat,max3sat_010,grid12,reuse,1729,4,4,1.0,True
max3sat,max3sat_010,grid12,reuse,2718,2,4,0.5,True
max3sat,max3sat_010,grid12,reuse,31415,2,4,0.5,True
max3sat,max3sat_010,grid12,reuse,57721,2,4,0.5,True
max3sat,max3sat_010,grid12,reuse,65537,1,4,0.25,True
max3sat,max3sat_010,line12,canonical,1729,6,6,1.0,True
max3sat,max3sat_010,line12,canonical,2718,5,6,0.8333333333333334,True
max3sat,max3sat_010,line12,canonical,31415,5,6,0.8333333333333334,True
max3sat,max3sat_010,line12,canonical,57721,5,6,0.8333333333333334,True
max3sat,max3sat_010,line12,canonical,65537,5,6,0.8333333333333334,True
max3sat,max3sat_010,line12,reuse,1729,1,1,1.0,True
max3sat,max3sat_010,line12,reuse,2718,1,1,1.0,True
max3sat,max3sat_010,line12,reuse,31415,1,1,1.0,True
max3sat,max3sat_010,line12,reuse,57721,1,1,1.0,True
max3sat,max3sat_010,line12,reuse,65537,1,1,1.0,True
max3sat,max3sat_010,ring12,canonical,1729,7,7,1.0,True
max3sat,max3sat_010,ring12,canonical,2718,8,7,0.875,True
max3sat,max3sat_010,ring12,canonical,31415,8,7,0.875,True
max3sat,max3sat_010,ring12,canonical,57721,8,7,0.875,True
max3sat,max3sat_010,ring12,canonical,65537,8,7,0.875,True
max3sat,max3sat_010,ring12,reuse,1729,1,1,1.0,True
max3sat,max3sat_010,ring12,reuse,2718,1,1,1.0,True
max3sat,max3sat_010,ring12,reuse,31415,1,1,1.0,True
max3sat,max3sat_010,ring12,reuse,57721,1,1,1.0,True
max3sat,max3sat_010,ring12,reuse,65537,1,1,1.0,True
max3sat,max3sat_011,grid12,canonical,1729,7,7,1.0,True
max3sat,max3sat_011,grid12,canonical,2718,7,7,0.5555555555555556,True
max3sat,max3sat_011,grid12,canonical,31415,8,7,0.5,True
max3sat,max3sat_011,grid12,canonical,57721,7,7,0.5555555555555556,True
max3sat,max3sat_011,grid12,canonical,65537,6,7,0.625,True
max3sat,max3sat_011,grid12,reuse,1729,2,2,1.0,True
max3sat,max3sat_011,grid12,reuse,2718,2,2,1.0,True
max3sat,max3sat_011,grid12,reuse,31415,2,2,1.0,True
max3sat,max3sat_011,grid12,reuse,57721,2,2,1.0,True
max3sat,max3sat_011,grid12,reuse,65537,3,2,0.6666666666666666,True
max3sat,max3sat_011,line12,canonical,1729,6,6,1.0,True
max3sat,max3sat_011,line12,canonical,2718,5,6,0.8333333333333334,True
max3sat,max3sat_011,line12,canonical,31415,7,6,0.4444444444444444,True
max3sat,max3sat_011,line12,canonical,57721,2,6,0.3333333333333333,True
max3sat,max3sat_011,line12,canonical,65537,6,6,0.7142857142857143,True
max3sat,max3sat_011,line12,reuse,1729,3,3,1.0,True
max3sat,max3sat_011,line12,reuse,2718,3,3,1.0,True
max3sat,max3sat_011,line12,reuse,31415,3,3,1.0,True
max3sat,max3sat_011,line12,reuse,57721,3,3,1.0,True
max3sat,max3sat_011,line12,reuse,65537,3,3,1.0,True
max3sat,max3sat_011,ring12,canonical,1729,8,8,1.0,True
max3sat,max3sat_011,ring12,canonical,2718,8,8,0.6,True
max3sat,max3sat_011,ring12,canonical,31415,6,8,0.5555555555555556,True
max3sat,max3sat_011,ring12,canonical,57721,2,8,0.25,True
max3sat,max3sat_011,ring12,canonical,65537,5,8,0.625,True
max3sat,max3sat_011,ring12,reuse,1729,3,3,1.0,True
max3sat,max3sat_011,ring12,reuse,2718,4,3,0.75,True
max3sat,max3sat_011,ring12,reuse,31415,3,3,1.0,True
max3sat,max3sat_011,ring12,reuse,57721,3,3,1.0,True
max3sat,max3sat_011,ring12,reuse,65537,3,3,1.0,True
max3sat,max3sat_012,grid12,canonical,1729,3,3,1.0,True
max3sat,max3sat_012,grid12,canonical,2718,3,3,1.0,True
max3sat,max3sat_012,grid12,canonical,31415,4,3,0.75,True
max3sat,max3sat_012,grid12,canonical,57721,3,3,0.5,True
max3sat,max3sat_012,grid12,canonical,65537,3,3,0.5,True
max3sat,max3sat_012,grid12,reuse,1729,2,2,1.0,True
max3sat,max3sat_012,grid12,reuse,2718,3,2,0.6666666666666666,True
max3sat,max3sat_012,grid12,reuse,31415,4,2,0.5,True
max3sat,max3sat_012,grid12,reuse,57721,3,2,0.6666666666666666,True
max3sat,max3sat_012,grid12,reuse,65537,4,2,0.5,True
max3sat,max3sat_012,line12,canonical,1729,4,4,1.0,True
max3sat,max3sat_012,line12,canonical,2718,6,4,0.42857142857142855,True
max3sat,max3sat_012,line12,canonical,31415,5,4,0.5,True
max3sat,max3sat_012,line12,canonical,57721,5,4,0.5,True
max3sat,max3sat_012,line12,canonical,65537,4,4,0.3333333333333333,True
max3sat,max3sat_012,line12,reuse,1729,1,1,1.0,True
max3sat,max3sat_012,line12,reuse,2718,1,1,1.0,True
max3sat,max3sat_012,line12,reuse,31415,1,1,1.0,True
max3sat,max3sat_012,line12,reuse,57721,1,1,1.0,True
max3sat,max3sat_012,line12,reuse,65537,1,1,1.0,True
max3sat,max3sat_012,ring12,canonical,1729,4,4,1.0,True
max3sat,max3sat_012,ring12,canonical,2718,5,4,0.8,True
max3sat,max3sat_012,ring12,canonical,31415,5,4,0.8,True
max3sat,max3sat_012,ring12,canonical,57721,5,4,0.8,True
max3sat,max3sat_012,ring12,canonical,65537,3,4,0.75,True
max3sat,max3sat_012,ring12,reuse,1729,1,1,1.0,True
max3sat,max3sat_012,ring12,reuse,2718,1,1,1.0,True
max3sat,max3sat_012,ring12,reuse,31415,1,1,1.0,True
max3sat,max3sat_012,ring12,reuse,57721,1,1,1.0,True
max3sat,max3sat_012,ring12,reuse,65537,1,1,1.0,True
max3sat,max3sat_013,grid12,canonical,1729,4,4,1.0,True
max3sat,max3sat_013,grid12,canonical,2718,4,4,0.6,True
max3sat,max3sat_013,grid12,canonical,31415,4,4,0.6,True
max3sat,max3sat_013,grid12,canonical,57721,5,4,0.5,True
max3sat,max3sat_013,grid12,canonical,65537,4,4,0.6,True
max3sat,max3sat_013,grid12,reuse,1729,3,3,1.0,True
max3sat,max3sat_013,grid12,reuse,2718,2,3,0.6666666666666666,True
max3sat,max3sat_013,grid12,reuse,31415,2,3,0.6666666666666666,True
max3sat,max3sat_013,grid12,reuse,57721,4,3,0.75,True
max3sat,max3sat_013,grid12,reuse,65537,2,3,0.6666666666666666,True
max3sat,max3sat_013,line12,canonical,1729,9,9,1.0,True
max3sat,max3sat_013,line12,canonical,2718,8,9,0.7,True
max3sat,max3sat_013,line12,canonical,31415,8,9,0.7,True
max3sat,max3sat_013,line12,canonical,57721,8,9,0.7,True
max3sat,max3sat_013,line12,canonical,65537,9,9,0.6363636363636364,True
max3sat,max3sat_013,line12,reuse,1729,4,4,1.0,True
max3sat,max3sat_013,line12,reuse,2718,5,4,0.8,True
max3sat,max3sat_013,line12,reuse,31415,4,4,0.6,True
max3sat,max3sat_013,line12,reuse,57721,6,4,0.6666666666666666,True
max3sat,max3sat_013,line12,reuse,65537,4,4,0.6,True
max3sat,max3sat_013,ring12,canonical,1729,8,8,1.0,True
max3sat,max3sat_013,ring12,canonical,2718,8,8,0.7777777777777778,True
max3sat,max3sat_013,ring12,canonical,31415,8,8,1.0,True
