family,instance_id,topology,synthesis,seed,selected_candidate_id,selected_category,baseline_selected_candidate_id,baseline_selected_feasible,baseline_budget_cells,retained_baseline_budget_cells,baseline_coverage_retention,baseline_resource_task_id,current_resource_task_id,budget_set_definition
max3sat,max3sat_016,line12,canonical,2718,f5d91c5d176ea53a1a4cc646,native,f5d91c5d176ea53a1a4cc646,TRUE,9800,9800,1.0,6c76410ba0f7f877f4dedd30,a2eb7ad332226e4bd72b41ae,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_016,line12,canonical,31415,f5d91c5d176ea53a1a4cc646,native,f5d91c5d176ea53a1a4cc646,TRUE,9800,9800,1.0,6c76410ba0f7f877f4dedd30,49a8fef99ba1be6c40d1bc68,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_016,line12,canonical,57721,f5d91c5d176ea53a1a4cc646,native,f5d91c5d176ea53a1a4cc646,TRUE,9800,9800,1.0,6c76410ba0f7f877f4dedd30,1ec07fc6a5a6a0450e2a2e2c,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_016,line12,canonical,65537,f5d91c5d176ea53a1a4cc646,native,f5d91c5d176ea53a1a4cc646,TRUE,9800,9800,1.0,6c76410ba0f7f877f4dedd30,730fee2bb487b507dfcabdb3,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_016,line12,reuse,1729,509d7f4f3aa84a246ae2dd27,native,509d7f4f3aa84a246ae2dd27,TRUE,14112,14112,1.0,d859e76e5c6df4b4c780d3b4,d859e76e5c6df4b4c780d3b4,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_016,line12,reuse,2718,509d7f4f3aa84a246ae2dd27,native,509d7f4f3aa84a246ae2dd27,FALSE,14112,13818,0.9791666666666666,d859e76e5c6df4b4c780d3b4,a52c148a97ea39329fb747a8,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_016,line12,reuse,31415,509d7f4f3aa84a246ae2dd27,native,509d7f4f3aa84a246ae2dd27,FALSE,14112,13818,0.9791666666666666,d859e76e5c6df4b4c780d3b4,cffe260ddd874e745f92eecb,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_016,line12,reuse,57721,509d7f4f3aa84a246ae2dd27,native,509d7f4f3aa84a246ae2dd27,TRUE,14112,14112,1.0,d859e76e5c6df4b4c780d3b4,162dce5af6afc0155910b295,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_016,line12,reuse,65537,509d7f4f3aa84a246ae2dd27,native,509d7f4f3aa84a246ae2dd27,FALSE,14112,13818,0.9791666666666666,d859e76e5c6df4b4c780d3b4,b5dc982200b268f1f638b066,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_016,ring12,canonical,1729,ad1e97507bbfe4657b7118e5,native,ad1e97507bbfe4657b7118e5,TRUE,9800,9800,1.0,640db0fdaf94c894c8130d28,640db0fdaf94c894c8130d28,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_016,ring12,canonical,2718,ad1e97507bbfe4657b7118e5,native,ad1e97507bbfe4657b7118e5,TRUE,9800,9800,1.0,640db0fdaf94c894c8130d28,39a8954aed0e58bc6b1a9cf9,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_016,ring12,canonical,31415,ad1e97507bbfe4657b7118e5,native,ad1e97507bbfe4657b7118e5,TRUE,9800,9800,1.0,640db0fdaf94c894c8130d28,ede97ae8492bdd2b30680192,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_016,ring12,canonical,57721,ad1e97507bbfe4657b7118e5,native,ad1e97507bbfe4657b7118e5,TRUE,9800,9800,1.0,640db0fdaf94c894c8130d28,158d2aaad04cfdf0569a0bcc,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_016,ring12,canonical,65537,ad1e97507bbfe4657b7118e5,native,ad1e97507bbfe4657b7118e5,TRUE,9800,9800,1.0,640db0fdaf94c894c8130d28,8be5301ba5033f24bfdb52d5,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_016,ring12,reuse,1729,730903732ab0a535f08daeb6,native,730903732ab0a535f08daeb6,TRUE,14112,14112,1.0,7a328625c13f3315cff767c0,7a328625c13f3315cff767c0,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_016,ring12,reuse,2718,730903732ab0a535f08daeb6,native,730903732ab0a535f08daeb6,FALSE,14112,13818,0.9791666666666666,7a328625c13f3315cff767c0,f7b0c0fa309cb9f3bde58c58,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_016,ring12,reuse,31415,730903732ab0a535f08daeb6,native,730903732ab0a535f08daeb6,FALSE,14112,13818,0.9791666666666666,7a328625c13f3315cff767c0,6f99b87e714f8036ad301001,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_016,ring12,reuse,57721,730903732ab0a535f08daeb6,native,730903732ab0a535f08daeb6,TRUE,14112,14112,1.0,7a328625c13f3315cff767c0,71cd7759739dfecc689cffe8,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_016,ring12,reuse,65537,730903732ab0a535f08daeb6,native,730903732ab0a535f08daeb6,FALSE,14112,13818,0.9791666666666666,7a328625c13f3315cff767c0,bf558198347789400d3818d1,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,grid12,canonical,1729,675f94f625a35ab01cfb603c,native,675f94f625a35ab01cfb603c,TRUE,12096,12096,1.0,bcd85a6b6c65458aa64a189f,bcd85a6b6c65458aa64a189f,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,grid12,canonical,2718,675f94f625a35ab01cfb603c,native,675f94f625a35ab01cfb603c,TRUE,12096,12096,1.0,bcd85a6b6c65458aa64a189f,7f07d93b2a691f809b787826,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,grid12,canonical,31415,675f94f625a35ab01cfb603c,native,675f94f625a35ab01cfb603c,TRUE,12096,12096,1.0,bcd85a6b6c65458aa64a189f,0cd9b8472d2ff51b345eb722,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,grid12,canonical,57721,675f94f625a35ab01cfb603c,native,675f94f625a35ab01cfb603c,TRUE,12096,12096,1.0,bcd85a6b6c65458aa64a189f,277552210d5d5f74dad43246,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,grid12,canonical,65537,675f94f625a35ab01cfb603c,native,675f94f625a35ab01cfb603c,FALSE,12096,11844,0.9791666666666666,bcd85a6b6c65458aa64a189f,6a7d1d8cd2dbb41a7f81f276,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,grid12,reuse,1729,f4cc0d8aa19457f5bb32562f,native,f4cc0d8aa19457f5bb32562f,TRUE,12740,12740,1.0,45a052781bbc9640e12d2257,45a052781bbc9640e12d2257,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,grid12,reuse,2718,f4cc0d8aa19457f5bb32562f,native,f4cc0d8aa19457f5bb32562f,TRUE,12740,12740,1.0,45a052781bbc9640e12d2257,beace2e4cdb8b094d8a8af20,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,grid12,reuse,31415,f4cc0d8aa19457f5bb32562f,native,f4cc0d8aa19457f5bb32562f,FALSE,12740,10920,0.8571428571428571,45a052781bbc9640e12d2257,7282ad23ec7fcf15a91b0b97,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,grid12,reuse,57721,f4cc0d8aa19457f5bb32562f,native,f4cc0d8aa19457f5bb32562f,TRUE,12740,12740,1.0,45a052781bbc9640e12d2257,16db63019e56563af4cd2f02,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,grid12,reuse,65537,f4cc0d8aa19457f5bb32562f,native,f4cc0d8aa19457f5bb32562f,TRUE,12740,12740,1.0,45a052781bbc9640e12d2257,f3490cae7a372b031c2d8db4,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,line12,canonical,1729,52026d0739cd69abf45225a6,native,52026d0739cd69abf45225a6,TRUE,10290,10290,1.0,8d180f0e0ba306be6182e657,8d180f0e0ba306be6182e657,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,line12,canonical,2718,52026d0739cd69abf45225a6,native,52026d0739cd69abf45225a6,TRUE,10290,10290,1.0,8d180f0e0ba306be6182e657,25dc606c7443e4506506814e,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,line12,canonical,31415,52026d0739cd69abf45225a6,native,52026d0739cd69abf45225a6,TRUE,10290,10290,1.0,8d180f0e0ba306be6182e657,480b70b493356dfc6757e89c,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,line12,canonical,57721,52026d0739cd69abf45225a6,native,52026d0739cd69abf45225a6,TRUE,10290,10290,1.0,8d180f0e0ba306be6182e657,fab38e01ba22ff570f01b3d5,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,line12,canonical,65537,52026d0739cd69abf45225a6,native,52026d0739cd69abf45225a6,TRUE,10290,10290,1.0,8d180f0e0ba306be6182e657,df3d4cf4311f5de8663f51de,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,line12,reuse,1729,c72fe59a435ab88c7e907b46,native,c72fe59a435ab88c7e907b46,TRUE,14700,14700,1.0,defa757d2aa4b7d286f0ed3d,defa757d2aa4b7d286f0ed3d,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,line12,reuse,2718,c72fe59a435ab88c7e907b46,native,c72fe59a435ab88c7e907b46,TRUE,14700,14700,1.0,defa757d2aa4b7d286f0ed3d,b6576ba7a8af8ebe6ed5ce17,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,line12,reuse,31415,c72fe59a435ab88c7e907b46,native,c72fe59a435ab88c7e907b46,TRUE,14700,14700,1.0,defa757d2aa4b7d286f0ed3d,d4775e58ae545002cb403705,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,line12,reuse,57721,c72fe59a435ab88c7e907b46,native,c72fe59a435ab88c7e907b46,TRUE,14700,14700,1.0,defa757d2aa4b7d286f0ed3d,e9dfabe143a299ed75094ab1,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,line12,reuse,65537,c72fe59a435ab88c7e907b46,native,c72fe59a435ab88c7e907b46,TRUE,14700,14700,1.0,defa757d2aa4b7d286f0ed3d,ef5dc1c50391b98a0d120665,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,ring12,canonical,1729,57d71894dd7936fa72f4144f,native,57d71894dd7936fa72f4144f,TRUE,10290,10290,1.0,19ddf260505e119575010401,19ddf260505e119575010401,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,ring12,canonical,2718,57d71894dd7936fa72f4144f,native,57d71894dd7936fa72f4144f,TRUE,10290,10290,1.0,19ddf260505e119575010401,8f3b168106bde3ad66666995,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,ring12,canonical,31415,57d71894dd7936fa72f4144f,native,57d71894dd7936fa72f4144f,TRUE,10290,10290,1.0,19ddf260505e119575010401,efaddd363669bb4b49a338c7,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,ring12,canonical,57721,57d71894dd7936fa72f4144f,native,57d71894dd7936fa72f4144f,TRUE,10290,10290,1.0,19ddf260505e119575010401,3ca3fc31df2ba8e02b7c9d32,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,ring12,canonical,65537,57d71894dd7936fa72f4144f,native,57d71894dd7936fa72f4144f,TRUE,10290,10290,1.0,19ddf260505e119575010401,50540ab812b052c33d8fc6fc,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,ring12,reuse,1729,5e1bbdf614b8fe90ca2592c1,native,5e1bbdf614b8fe90ca2592c1,TRUE,14700,14700,1.0,6eaf60dbcdc521246fb3fa96,6eaf60dbcdc521246fb3fa96,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,ring12,reuse,2718,5e1bbdf614b8fe90ca2592c1,native,5e1bbdf614b8fe90ca2592c1,TRUE,14700,14700,1.0,6eaf60dbcdc521246fb3fa96,954808b7176d7b6fe6b3bd22,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,ring12,reuse,31415,5e1bbdf614b8fe90ca2592c1,native,5e1bbdf614b8fe90ca2592c1,TRUE,14700,14700,1.0,6eaf60dbcdc521246fb3fa96,201905bb267a4bb72bdf80f3,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,ring12,reuse,57721,5e1bbdf614b8fe90ca2592c1,native,5e1bbdf614b8fe90ca2592c1,TRUE,14700,14700,1.0,6eaf60dbcdc521246fb3fa96,a880071f98e9126c48232a1c,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_017,ring12,reuse,65537,5e1bbdf614b8fe90ca2592c1,native,5e1bbdf614b8fe90ca2592c1,TRUE,14700,14700,1.0,6eaf60dbcdc521246fb3fa96,2c00903782625c6d057a7987,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,grid12,canonical,1729,9e847688998da921c9d885c3,native,9e847688998da921c9d885c3,TRUE,14112,14112,1.0,032e3058c8aa5790e3801c04,032e3058c8aa5790e3801c04,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,grid12,canonical,2718,9e847688998da921c9d885c3,native,9e847688998da921c9d885c3,TRUE,14112,14112,1.0,032e3058c8aa5790e3801c04,6f39ffeb22818f700007b25e,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,grid12,canonical,31415,9e847688998da921c9d885c3,native,9e847688998da921c9d885c3,TRUE,14112,14112,1.0,032e3058c8aa5790e3801c04,0df68a8d7b7b4a163957444c,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,grid12,canonical,57721,9e847688998da921c9d885c3,native,9e847688998da921c9d885c3,TRUE,14112,14112,1.0,032e3058c8aa5790e3801c04,7987a8130e1dfd4164c44c47,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,grid12,canonical,65537,9e847688998da921c9d885c3,native,9e847688998da921c9d885c3,TRUE,14112,14112,1.0,032e3058c8aa5790e3801c04,849d35857462c21fcd56f296,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,grid12,reuse,1729,2c07bc7b632d700075181662,native,2c07bc7b632d700075181662,TRUE,14700,14700,1.0,6c93f6fb753d699a904dcc1c,6c93f6fb753d699a904dcc1c,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,grid12,reuse,2718,2c07bc7b632d700075181662,native,2c07bc7b632d700075181662,TRUE,14700,14700,1.0,6c93f6fb753d699a904dcc1c,b9dbe4ab613b98509a06109b,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,grid12,reuse,31415,2c07bc7b632d700075181662,native,2c07bc7b632d700075181662,FALSE,14700,10500,0.7142857142857143,6c93f6fb753d699a904dcc1c,d53bb8ff47a04420e494af29,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,grid12,reuse,57721,2c07bc7b632d700075181662,native,2c07bc7b632d700075181662,TRUE,14700,14700,1.0,6c93f6fb753d699a904dcc1c,bf24932aa027d1fd0162712b,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,grid12,reuse,65537,2c07bc7b632d700075181662,native,2c07bc7b632d700075181662,TRUE,14700,14700,1.0,6c93f6fb753d699a904dcc1c,69bf221ba301e2ab6242ec71,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,line12,canonical,1729,f5a3e4535bb659fea5913703,native,f5a3e4535bb659fea5913703,TRUE,10535,10535,1.0,70d6d6b3ec7cce2c648c8bf8,70d6d6b3ec7cce2c648c8bf8,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,line12,canonical,2718,f5a3e4535bb659fea5913703,native,f5a3e4535bb659fea5913703,FALSE,10535,10045,0.9534883720930233,70d6d6b3ec7cce2c648c8bf8,38609e2acf8ffd6bcc3a9255,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,line12,canonical,31415,f5a3e4535bb659fea5913703,native,f5a3e4535bb659fea5913703,TRUE,10535,10535,1.0,70d6d6b3ec7cce2c648c8bf8,8aac506356edc7e84a0d2480,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,line12,canonical,57721,f5a3e4535bb659fea5913703,native,f5a3e4535bb659fea5913703,TRUE,10535,10535,1.0,70d6d6b3ec7cce2c648c8bf8,eae439b44a6f12ef3d52171f,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,line12,canonical,65537,f5a3e4535bb659fea5913703,native,f5a3e4535bb659fea5913703,TRUE,10535,10535,1.0,70d6d6b3ec7cce2c648c8bf8,3696c79a4bac21f678e81c8b,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,line12,reuse,1729,20c547839126c306d4d1cb12,native,20c547839126c306d4d1cb12,TRUE,12054,12054,1.0,dcf1617cd8b33e649f0a105b,dcf1617cd8b33e649f0a105b,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,line12,reuse,2718,20c547839126c306d4d1cb12,native,20c547839126c306d4d1cb12,TRUE,12054,12054,1.0,dcf1617cd8b33e649f0a105b,d59fdda17e96af8229b2b98a,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,line12,reuse,31415,20c547839126c306d4d1cb12,native,20c547839126c306d4d1cb12,TRUE,12054,12054,1.0,dcf1617cd8b33e649f0a105b,0552281ffa33e073dbc924b2,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,line12,reuse,57721,20c547839126c306d4d1cb12,native,20c547839126c306d4d1cb12,FALSE,12054,10045,0.8333333333333334,dcf1617cd8b33e649f0a105b,59171c8765db04f828f2fc0d,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,line12,reuse,65537,20c547839126c306d4d1cb12,native,20c547839126c306d4d1cb12,TRUE,12054,12054,1.0,dcf1617cd8b33e649f0a105b,0ef542615edc4af8efa4df20,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,ring12,canonical,1729,123bb98107f678b96e83cdc9,native,123bb98107f678b96e83cdc9,TRUE,10535,10535,1.0,b97161377c97c1ac5d990975,b97161377c97c1ac5d990975,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,ring12,canonical,2718,123bb98107f678b96e83cdc9,native,123bb98107f678b96e83cdc9,FALSE,10535,10045,0.9534883720930233,b97161377c97c1ac5d990975,1168230bda5f30233809914f,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,ring12,canonical,31415,123bb98107f678b96e83cdc9,native,123bb98107f678b96e83cdc9,TRUE,10535,10535,1.0,b97161377c97c1ac5d990975,faff4fd9c32e49eebecc7d37,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,ring12,canonical,57721,123bb98107f678b96e83cdc9,native,123bb98107f678b96e83cdc9,TRUE,10535,10535,1.0,b97161377c97c1ac5d990975,3a7747452a4c34287bd91cc5,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,ring12,canonical,65537,123bb98107f678b96e83cdc9,native,123bb98107f678b96e83cdc9,TRUE,10535,10535,1.0,b97161377c97c1ac5d990975,052033426211339658371497,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,ring12,reuse,1729,3b95d2987f22855e1f050b66,native,3b95d2987f22855e1f050b66,TRUE,12054,12054,1.0,4e02cd06dfcab2896bb2c67b,4e02cd06dfcab2896bb2c67b,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,ring12,reuse,2718,3b95d2987f22855e1f050b66,native,3b95d2987f22855e1f050b66,TRUE,12054,12054,1.0,4e02cd06dfcab2896bb2c67b,4a106a086108a00b1ef9875e,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,ring12,reuse,31415,3b95d2987f22855e1f050b66,native,3b95d2987f22855e1f050b66,TRUE,12054,12054,1.0,4e02cd06dfcab2896bb2c67b,b1f9b8416dcc5e94480b35ca,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,ring12,reuse,57721,3b95d2987f22855e1f050b66,native,3b95d2987f22855e1f050b66,FALSE,12054,10045,0.8333333333333334,4e02cd06dfcab2896bb2c67b,b40c409c1a1b78423cb99ef1,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_018,ring12,reuse,65537,3b95d2987f22855e1f050b66,native,3b95d2987f22855e1f050b66,TRUE,12054,12054,1.0,4e02cd06dfcab2896bb2c67b,36cc046bae107b5e48fcbbde,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_019,grid12,canonical,1729,e1bad5a81cfe41b7c7e2f871,native,e1bad5a81cfe41b7c7e2f871,TRUE,8610,8610,1.0,39e0a5147fd61b76c8f787c5,39e0a5147fd61b76c8f787c5,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_019,grid12,canonical,2718,e1bad5a81cfe41b7c7e2f871,native,e1bad5a81cfe41b7c7e2f871,TRUE,8610,8610,1.0,39e0a5147fd61b76c8f787c5,3fd683e44b66fdc6d09334af,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_019,grid12,canonical,31415,e1bad5a81cfe41b7c7e2f871,native,e1bad5a81cfe41b7c7e2f871,TRUE,8610,8610,1.0,39e0a5147fd61b76c8f787c5,4bb3341edc0b64b688c6d7d8,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_019,grid12,canonical,57721,e1bad5a81cfe41b7c7e2f871,native,e1bad5a81cfe41b7c7e2f871,TRUE,8610,8610,1.0,39e0a5147fd61b76c8f787c5,a850def602ac888be3b14428,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_019,grid12,canonical,65537,e1bad5a81cfe41b7c7e2f871,native,e1bad5a81cfe41b7c7e2f871,TRUE,8610,8610,1.0,39e0a5147fd61b76c8f787c5,17f96e8d4b2dbc729b289df9,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_019,grid12,reuse,1729,07931342f14417a843f8fff2,native,07931342f14417a843f8fff2,TRUE,14112,14112,1.0,a99f630afdcd672a7acd0ae3,a99f630afdcd672a7acd0ae3,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_019,grid12,reuse,2718,07931342f14417a843f8fff2,native,07931342f14417a843f8fff2,FALSE,14112,10080,0.7142857142857143,a99f630afdcd672a7acd0ae3,45f33c15233f48c2ad6d82b2,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_019,grid12,reuse,31415,07931342f14417a843f8fff2,native,07931342f14417a843f8fff2,FALSE,14112,13818,0.9791666666666666,a99f630afdcd672a7acd0ae3,28576cdbb47784a56233ed5d,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_019,grid12,reuse,57721,07931342f14417a843f8fff2,native,07931342f14417a843f8fff2,FALSE,14112,11844,0.8392857142857143,a99f630afdcd672a7acd0ae3,25595e35cf91bbfebb601115,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_019,grid12,reuse,65537,07931342f14417a843f8fff2,native,07931342f14417a843f8fff2,FALSE,14112,11844,0.8392857142857143,a99f630afdcd672a7acd0ae3,71bb8b96b27cc9434ac07525,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_019,line12,canonical,1729,f85f588b4fb2473248ed8a52,native,f85f588b4fb2473248ed8a52,TRUE,8575,8575,1.0,2f68e4b79c71ef4aef4c5cd6,2f68e4b79c71ef4aef4c5cd6,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_019,line12,canonical,2718,f85f588b4fb2473248ed8a52,native,f85f588b4fb2473248ed8a52,TRUE,8575,8575,1.0,2f68e4b79c71ef4aef4c5cd6,438767a8ce54a07b8360fdcc,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_019,line12,canonical,31415,f85f588b4fb2473248ed8a52,native,f85f588b4fb2473248ed8a52,TRUE,8575,8575,1.0,2f68e4b79c71ef4aef4c5cd6,62063e7816f060533d726314,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_019,line12,canonical,57721,f85f588b4fb2473248ed8a52,native,f85f588b4fb2473248ed8a52,TRUE,8575,8575,1.0,2f68e4b79c71ef4aef4c5cd6,3364e7d58f6706081b996fce,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_019,line12,canonical,65537,f85f588b4fb2473248ed8a52,native,f85f588b4fb2473248ed8a52,TRUE,8575,8575,1.0,2f68e4b79c71ef4aef4c5cd6,ed3eed3b5117e7778e9962ad,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_019,line12,reuse,1729,cf7412e72a9578c197d9bdc7,native,cf7412e72a9578c197d9bdc7,TRUE,10290,10290,1.0,da55938a12d3f47606453452,da55938a12d3f47606453452,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_019,line12,reuse,2718,cf7412e72a9578c197d9bdc7,native,cf7412e72a9578c197d9bdc7,TRUE,10290,10290,1.0,da55938a12d3f47606453452,ba54ad58a1b877ff07bb3564,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_019,line12,reuse,31415,cf7412e72a9578c197d9bdc7,native,cf7412e72a9578c197d9bdc7,TRUE,10290,10290,1.0,da55938a12d3f47606453452,8906737da00752b1e4a50227,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_019,line12,reuse,57721,cf7412e72a9578c197d9bdc7,native,cf7412e72a9578c197d9bdc7,TRUE,10290,10290,1.0,da55938a12d3f47606453452,2251ded356ff7deec9b784b9,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_019,line12,reuse,65537,cf7412e72a9578c197d9bdc7,native,cf7412e72a9578c197d9bdc7,TRUE,10290,10290,1.0,da55938a12d3f47606453452,6a50db1702e6d0592e78d6f4,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_019,ring12,canonical,1729,8b33232ea27ceba0a725f4cb,native,8b33232ea27ceba0a725f4cb,TRUE,8575,8575,1.0,55f22c96245268e23ac7f9df,55f22c96245268e23ac7f9df,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_019,ring12,canonical,2718,8b33232ea27ceba0a725f4cb,native,8b33232ea27ceba0a725f4cb,TRUE,8575,8575,1.0,55f22c96245268e23ac7f9df,9302d5a7adbb611089aca4c4,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_019,ring12,canonical,31415,8b33232ea27ceba0a725f4cb,native,8b33232ea27ceba0a725f4cb,TRUE,8575,8575,1.0,55f22c96245268e23ac7f9df,4b1dd188ccb99cd8f1aca626,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_019,ring12,canonical,57721,8b33232ea27ceba0a725f4cb,native,8b33232ea27ceba0a725f4cb,TRUE,8575,8575,1.0,55f22c96245268e23ac7f9df,f8367c62efbf2ca443a73981,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_019,ring12,canonical,65537,8b33232ea27ceba0a725f4cb,native,8b33232ea27ceba0a725f4cb,TRUE,8575,8575,1.0,55f22c96245268e23ac7f9df,c92cd0097f5e701396113633,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_019,ring12,reuse,1729,2ed963f24f1a5ba7de12757c,native,2ed963f24f1a5ba7de12757c,TRUE,10290,10290,1.0,1a12df4bf558037ceeba9bc7,1a12df4bf558037ceeba9bc7,all complete grid tuples feasible for the fixed baseline J winner
max3sat,max3sat_019,ring12,reuse,2718,2ed963f24f1a5ba7de12757c,native,2ed963f24f1a5ba7de12757c,TRUE,10290,10290,1.0,1a12df4bf558037ceeba9bc7,920c7b926d9d843fa64c385d,all complete grid tuples feasible for the fixed baseline J winner
