ci95_high,ci95_low,df,dz,family,favorable_direction,losses,mean,metric,n_instances,noise_level,representation,sd,ties,wins
1.869700422909398,0.27300429352578715,8,1.0315229148680627,max3sat,lower,7,1.0713523582175926,original_objective_mean,9,noiseless,fully_quadratized,1.0386122719868267,0,2
0.010769131036297529,-0.1290959539529642,8,-0.6502984476608383,max3sat,higher,5,-0.059163411458333336,optimum_hit_rate,9,noiseless,fully_quadratized,0.09097886004671793,3,1
30.235592721527812,16.94801911296292,8,2.729507714236857,max3sat,lower,9,23.591805917245367,encoded_energy_mean,9,noiseless,fully_quadratized,8.643245737754363,0,0
0.9010044303832279,0.7374142617464017,8,7.698507212118217,max3sat,lower,9,0.8192093460648148,auxiliary_inconsistency_rate,9,noiseless,fully_quadratized,0.1064114539991984,0,0
0.0791512914730765,-0.21369990258418664,8,-0.3531596249840662,max3sat,lower,4,-0.06727430555555507,original_objective_mean,9,realistic_high,fully_quadratized,0.19049262938420647,1,4
0.0011256054436316431,-0.0012341123880760829,8,-0.035345675547171176,max3sat,higher,0,-5.425347222221986e-05,optimum_hit_rate,9,realistic_high,fully_quadratized,0.0015349394623909497,9,0
28.33199637111363,15.57324089740489,8,2.6451289053219202,max3sat,lower,9,21.95261863425926,encoded_energy_mean,9,realistic_high,fully_quadratized,8.299262311977026,0,0
0.9032555181478459,0.738147114954006,8,7.641608353965543,max3sat,lower,9,0.8207013165509259,auxiliary_inconsistency_rate,9,realistic_high,fully_quadratized,0.10739902891320392,0,0
0.3822791372314106,-0.20047575181474417,8,0.23980314104909228,max3sat,lower,7,0.09090169270833323,original_objective_mean,9,realistic_low,fully_quadratized,0.3790679818064765,0,2
0.0036781000882838005,-0.019737127866061577,8,-0.5271809231029604,max3sat,higher,2,-0.008029513888888888,optimum_hit_rate,9,realistic_low,fully_quadratized,0.015231040307049757,7,0
28.800898158152595,15.856961361523329,8,2.6519806233025065,max3sat,lower,9,22.328929759837962,encoded_energy_mean,9,realistic_low,fully_quadratized,8.419718290411861,0,0
0.9018931565465214,0.7371946617405156,8,7.649823578907525,max3sat,lower,9,0.8195439091435185,auxiliary_inconsistency_rate,9,realistic_low,fully_quadratized,0.10713239340619643,0,0
1.1280013120910657,-0.2285619313040287,8,0.5096484176856284,max3sat,lower,6,0.44971969039351856,original_objective_mean,9,noiseless,matched_random_selective,0.8824116288553331,0,3
0.01382665788749124,-0.09152124700786161,8,-0.5668963990394016,max3sat,higher,5,-0.03884729456018519,optimum_hit_rate,9,noiseless,matched_random_selective,0.06852626798478771,4,0
14.199049730475586,5.147908458181821,8,1.643040151678015,max3sat,lower,9,9.673479094328703,encoded_energy_mean,9,noiseless,matched_random_selective,5.887548812759875,0,0
0.8108121838256147,0.6667702814521631,8,7.88500017215297,max3sat,lower,9,0.7387912326388889,auxiliary_inconsistency_rate,9,noiseless,matched_random_selective,0.09369577888508336,0,0
0.005162512875035052,-0.12249107190281217,8,-0.7064957420152622,max3sat,lower,1,-0.058664279513888556,original_objective_mean,9,realistic_high,matched_random_selective,0.08303557406666047,0,8
