ci95_high,ci95_low,df,family,mean,metric,n_instances,noise_level,representation,sd
0.9485215559989977,0.7994168120565579,8,cubic_spin_glass,0.8739691840277778,auxiliary_inconsistency_rate,9,noiseless,fully_quadratized,0.09698903505819514
-0.0010957747954194706,-0.06285098446383978,8,cubic_spin_glass,-0.03197337962962963,original_objective_mean,9,realistic_high,fully_quadratized,0.040170272502321025
0.07888574195078904,0.0011742985584702187,8,cubic_spin_glass,0.04003002025462963,optimum_hit_rate,9,realistic_high,fully_quadratized,0.05054941719701546
67.63150574217002,35.571782018246644,8,cubic_spin_glass,51.601643880208336,encoded_energy_mean,9,realistic_high,fully_quadratized,20.854076040773183
0.9465088498516699,0.7970711559353673,8,cubic_spin_glass,0.8717900028935186,auxiliary_inconsistency_rate,9,realistic_high,fully_quadratized,0.09720561097545816
-0.10541760598267226,-0.24469813475806845,8,cubic_spin_glass,-0.17505787037037035,original_objective_mean,9,realistic_low,fully_quadratized,0.09059862034661839
0.08910187222676955,0.0023875664306378525,8,cubic_spin_glass,0.0457447193287037,optimum_hit_rate,9,realistic_low,fully_quadratized,0.05640556177176215
68.83068251786518,36.13917063606999,8,cubic_spin_glass,52.48492657696759,encoded_energy_mean,9,realistic_low,fully_quadratized,21.265038979798366
0.9470245784231381,0.7981287780583435,8,cubic_spin_glass,0.8725766782407408,auxiliary_inconsistency_rate,9,realistic_low,fully_quadratized,0.09685312230691989
-2.337745654876753,-3.568012446975099,8,cubic_spin_glass,-2.952879050925926,original_objective_mean,9,noiseless,matched_random_selective,0.8002588373433833
0.3820750541128992,0.009877347507471157,8,cubic_spin_glass,0.19597620081018519,optimum_hit_rate,9,noiseless,matched_random_selective,0.24210561958021484
3.6348442944993344,-5.780710179916001,8,cubic_spin_glass,-1.0729329427083332,encoded_energy_mean,9,noiseless,matched_random_selective,6.124590800168956
0.271847334388741,-0.10739059249059284,8,cubic_spin_glass,0.08222837094907408,auxiliary_inconsistency_rate,9,noiseless,matched_random_selective,0.24668511284722225
-0.017241950765162176,-0.23006707701261558,8,cubic_spin_glass,-0.12365451388888887,original_objective_mean,9,realistic_high,matched_random_selective,0.1384376049017431
0.08080449872695873,0.0015667396989671872,8,cubic_spin_glass,0.04118561921296296,optimum_hit_rate,9,realistic_high,matched_random_selective,0.05154224865753077
6.184701135901151,-2.580404260901152,8,cubic_spin_glass,1.8021484374999999,encoded_energy_mean,9,realistic_high,matched_random_selective,5.701489383512924
0.2712554391171387,-0.1071567701356572,8,cubic_spin_glass,0.08204933449074074,auxiliary_inconsistency_rate,9,realistic_high,matched_random_selective,0.2461480034722222
-0.3880467602836886,-1.1500898137903854,8,cubic_spin_glass,-0.769068287037037,original_objective_mean,9,realistic_low,matched_random_selective,0.49569060298274015
0.12568639513045954,0.0048185238510219455,8,cubic_spin_glass,0.06525245949074074,optimum_hit_rate,9,realistic_low,matched_random_selective,0.07862163131078016
5.405694842336938,-3.1738263527536055,8,cubic_spin_glass,1.1159342447916667,encoded_energy_mean,9,realistic_low,matched_random_selective,5.580771342153909
0.27124946037702147,-0.10715440829368815,8,cubic_spin_glass,0.08204752604166667,auxiliary_inconsistency_rate,9,realistic_low,matched_random_selective,0.24614257812499998
-2.177901113998832,-3.668127531834501,8,cubic_spin_glass,-2.9230143229166665,original_objective_mean,9,noiseless,selective,0.9693562958661366
0.3316457647605331,0.018271046582059497,8,cubic_spin_glass,0.17495840567129628,optimum_hit_rate,9,noiseless,selective,0.20384268618238738
9.179554496323693,-8.045620757897765,8,cubic_spin_glass,0.5669668692129629,encoded_energy_mean,9,noiseless,selective,11.204560515258832
0.2781907776530849,-0.10989650681975156,8,cubic_spin_glass,0.08414713541666667,auxiliary_inconsistency_rate,9,noiseless,selective,0.25244140625
-0.024078391847311448,-0.2223408789860219,8,cubic_spin_glass,-0.12320963541666667,original_objective_mean,9,realistic_high,selective,0.12896495984892736
0.08022407754886432,0.0008306099511356801,8,cubic_spin_glass,0.04052734375,optimum_hit_rate,9,realistic_high,selective,0.05164353332178614
11.9687153644114,-4.875833419966957,8,cubic_spin_glass,3.546440972222222,encoded_energy_mean,9,realistic_high,selective,10.956972188746963
0.2743643839780801,-0.1083849279595616,8,cubic_spin_glass,0.08298972800925926,auxiliary_inconsistency_rate,9,realistic_high,selective,0.2489691840277778
-0.36202361386946835,-1.0958395227046056,8,cubic_spin_glass,-0.728931568287037,original_objective_mean,9,realistic_low,selective,0.4773295270588279
0.1174295707577345,0.005400290353376608,8,cubic_spin_glass,0.06141493055555555,optimum_hit_rate,9,realistic_low,selective,0.07287234139832052
11.212576597650752,-5.481113200660012,8,cubic_spin_glass,2.8657316984953702,encoded_energy_mean,9,realistic_low,selective,10.858842061551265
0.27615800601323864,-0.10909348055027568,8,cubic_spin_glass,0.08353226273148148,auxiliary_inconsistency_rate,9,realistic_low,selective,0.2505967881944445
11.361630976959406,4.543841389938743,8,max3sat,7.952736183449074,original_objective_mean,9,noiseless,all_native,4.434807476884926
0.2594831640213118,-0.0022674522157562216,8,max3sat,0.1286078559027778,optimum_hit_rate,9,noiseless,all_native,0.17026245459045558
