auxiliary_inconsistency_rate,budget_key,contrast,depth_stratum,draw_count,encoded_energy_mean,family,instance_id,optimum_hit_rate,original_objective_mean,representation,statevector_norm,study,zero_depth_draw_count
-0.025578156310195665,equal_layer_p2,original_only_minus_cold,all_scheduled,1,-2.8179924459397974,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,0.0023614023101571936,-0.09992589062364643,fully_quadratized,6.661338147750939e-16,original_e4,0
-0.043179289040872315,equal_layer_p2,independence_minus_cold,all_scheduled,1,-3.0383321820476397,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,0.002322433268525541,0.07266761182530007,fully_quadratized,-4.440892098500626e-16,original_e4,0
0.04005898662786178,equal_layer_p2,pair_minus_original_only,all_scheduled,1,5.907046253562484,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.005281670101427117,-0.019737745090800396,fully_quadratized,0.0,original_e4,0
0.05766011935853843,equal_layer_p2,pair_minus_independence,all_scheduled,1,6.127385989670326,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.005242701059795464,-0.1923312475397469,fully_quadratized,1.1102230246251565e-15,original_e4,0
0.014480830317666116,equal_layer_p2,pair_minus_cold,positive_depth_only,1,3.0890538076226868,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.0029202677912699235,-0.11966363571444683,fully_quadratized,6.661338147750939e-16,original_e4,0
-0.025578156310195665,equal_layer_p2,original_only_minus_cold,positive_depth_only,1,-2.8179924459397974,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,0.0023614023101571936,-0.09992589062364643,fully_quadratized,6.661338147750939e-16,original_e4,0
-0.043179289040872315,equal_layer_p2,independence_minus_cold,positive_depth_only,1,-3.0383321820476397,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,0.002322433268525541,0.07266761182530007,fully_quadratized,-4.440892098500626e-16,original_e4,0
0.04005898662786178,equal_layer_p2,pair_minus_original_only,positive_depth_only,1,5.907046253562484,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.005281670101427117,-0.019737745090800396,fully_quadratized,0.0,original_e4,0
0.05766011935853843,equal_layer_p2,pair_minus_independence,positive_depth_only,1,6.127385989670326,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.005242701059795464,-0.1923312475397469,fully_quadratized,1.1102230246251565e-15,original_e4,0
-0.03891135758300668,equal_2q_budget_128,pair_minus_cold,all_scheduled,1,-4.283698680307335,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.0048641468725919255,0.085480337369367,fully_quadratized,-8.881784197001252e-16,original_e4,0
-0.0012434143722571678,equal_2q_budget_128,original_only_minus_cold,all_scheduled,1,-2.1843052685590543,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.006320579815699803,0.11665570513390178,fully_quadratized,5.551115123125783e-16,original_e4,0
0.004062983711279222,equal_2q_budget_128,independence_minus_cold,all_scheduled,1,-1.5805583857670733,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.0069442589607761965,-0.08861994365614845,fully_quadratized,3.3306690738754696e-16,original_e4,0
-0.03766794321074951,equal_2q_budget_128,pair_minus_original_only,all_scheduled,1,-2.099393411748281,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,0.001456432943107877,-0.031175367764534778,fully_quadratized,-1.4432899320127035e-15,original_e4,0
-0.0429743412942859,equal_2q_budget_128,pair_minus_independence,all_scheduled,1,-2.703140294540262,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,0.002080112088184271,0.17410028102551545,fully_quadratized,-1.2212453270876722e-15,original_e4,0
-0.03891135758300668,equal_2q_budget_128,pair_minus_cold,positive_depth_only,1,-4.283698680307335,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.0048641468725919255,0.085480337369367,fully_quadratized,-8.881784197001252e-16,original_e4,0
-0.0012434143722571678,equal_2q_budget_128,original_only_minus_cold,positive_depth_only,1,-2.1843052685590543,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.006320579815699803,0.11665570513390178,fully_quadratized,5.551115123125783e-16,original_e4,0
0.004062983711279222,equal_2q_budget_128,independence_minus_cold,positive_depth_only,1,-1.5805583857670733,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.0069442589607761965,-0.08861994365614845,fully_quadratized,3.3306690738754696e-16,original_e4,0
-0.03766794321074951,equal_2q_budget_128,pair_minus_original_only,positive_depth_only,1,-2.099393411748281,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,0.001456432943107877,-0.031175367764534778,fully_quadratized,-1.4432899320127035e-15,original_e4,0
-0.0429743412942859,equal_2q_budget_128,pair_minus_independence,positive_depth_only,1,-2.703140294540262,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,0.002080112088184271,0.17410028102551545,fully_quadratized,-1.2212453270876722e-15,original_e4,0
-0.03356778691565632,equal_2q_budget_256,pair_minus_cold,all_scheduled,1,0.44159496557974975,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,0.014086559014925122,-0.18702109187243232,fully_quadratized,9.992007221626409e-16,original_e4,0
-0.036978450309814725,equal_2q_budget_256,original_only_minus_cold,all_scheduled,1,-0.21436672470603568,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.010573876751117848,-0.17269323246945145,fully_quadratized,3.1086244689504383e-15,original_e4,0
0.013235226988254412,equal_2q_budget_256,independence_minus_cold,all_scheduled,1,1.2588958490098356,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.005980682661962552,-0.14249002929611665,fully_quadratized,3.3306690738754696e-15,original_e4,0
0.0034106633941584086,equal_2q_budget_256,pair_minus_original_only,all_scheduled,1,0.6559616902857854,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,0.02466043576604297,-0.01432785940298087,fully_quadratized,-2.1094237467877974e-15,original_e4,0
-0.04680301390391073,equal_2q_budget_256,pair_minus_independence,all_scheduled,1,-0.8173008834300859,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,0.020067241676887674,-0.04453106257631567,fully_quadratized,-2.3314683517128287e-15,original_e4,0
-0.03356778691565632,equal_2q_budget_256,pair_minus_cold,positive_depth_only,1,0.44159496557974975,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,0.014086559014925122,-0.18702109187243232,fully_quadratized,9.992007221626409e-16,original_e4,0
-0.036978450309814725,equal_2q_budget_256,original_only_minus_cold,positive_depth_only,1,-0.21436672470603568,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.010573876751117848,-0.17269323246945145,fully_quadratized,3.1086244689504383e-15,original_e4,0
0.013235226988254412,equal_2q_budget_256,independence_minus_cold,positive_depth_only,1,1.2588958490098356,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.005980682661962552,-0.14249002929611665,fully_quadratized,3.3306690738754696e-15,original_e4,0
0.0034106633941584086,equal_2q_budget_256,pair_minus_original_only,positive_depth_only,1,0.6559616902857854,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,0.02466043576604297,-0.01432785940298087,fully_quadratized,-2.1094237467877974e-15,original_e4,0
-0.04680301390391073,equal_2q_budget_256,pair_minus_independence,positive_depth_only,1,-0.8173008834300859,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,0.020067241676887674,-0.04453106257631567,fully_quadratized,-2.3314683517128287e-15,original_e4,0
0.0,equal_layer_p1,original_only_minus_cold,all_scheduled,1,-0.17132018883708944,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.0014945092117752135,-0.17132018883708944,selective,-4.440892098500626e-16,original_e4,0
0.0,equal_layer_p1,original_only_minus_cold,positive_depth_only,1,-0.17132018883708944,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.0014945092117752135,-0.17132018883708944,selective,-4.440892098500626e-16,original_e4,0
0.0,equal_layer_p2,original_only_minus_cold,all_scheduled,1,-0.2653807447705221,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.02213743699534402,-0.2653807447705221,selective,0.0,original_e4,0
0.0,equal_layer_p2,original_only_minus_cold,positive_depth_only,1,-0.2653807447705221,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.02213743699534402,-0.2653807447705221,selective,0.0,original_e4,0
0.0,equal_2q_budget_128,original_only_minus_cold,all_scheduled,1,0.8848258928026982,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.02062920540695591,0.8848258928026982,selective,7.771561172376096e-16,original_e4,0
0.0,equal_2q_budget_128,original_only_minus_cold,positive_depth_only,1,0.8848258928026982,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.02062920540695591,0.8848258928026982,selective,7.771561172376096e-16,original_e4,0
0.0,equal_2q_budget_256,original_only_minus_cold,all_scheduled,1,0.1314052104781478,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.0519416771812833,0.1314052104781478,selective,2.4424906541753444e-15,original_e4,0
0.0,equal_2q_budget_256,original_only_minus_cold,positive_depth_only,1,0.1314052104781478,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.0519416771812833,0.1314052104781478,selective,2.4424906541753444e-15,original_e4,0
0.0,equal_layer_p1,original_only_minus_cold,all_scheduled,5,-0.039229840625953916,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.015341154189229184,-0.039229840625953916,matched_random_selective,-2.220446049250313e-16,original_e4,0
0.0,equal_layer_p1,original_only_minus_cold,positive_depth_only,5,-0.039229840625953916,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.015341154189229184,-0.039229840625953916,matched_random_selective,-2.220446049250313e-16,original_e4,0
0.0,equal_layer_p2,original_only_minus_cold,all_scheduled,5,0.12720423227462874,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.022071198532770633,0.12720423227462874,matched_random_selective,-4.440892098500626e-16,original_e4,0
0.0,equal_layer_p2,original_only_minus_cold,positive_depth_only,5,0.12720423227462874,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.022071198532770633,0.12720423227462874,matched_random_selective,-4.440892098500626e-16,original_e4,0
0.0,equal_2q_budget_128,original_only_minus_cold,all_scheduled,5,0.3942873864350678,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.029811104876017416,0.3942873864350678,matched_random_selective,2.220446049250313e-16,original_e4,0
0.0,equal_2q_budget_128,original_only_minus_cold,positive_depth_only,5,0.3942873864350678,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.029811104876017416,0.3942873864350678,matched_random_selective,2.220446049250313e-16,original_e4,0
0.0,equal_2q_budget_256,original_only_minus_cold,all_scheduled,5,0.37973315375635686,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.012995266317380363,0.37973315375635686,matched_random_selective,1.3322676295501878e-15,original_e4,0
0.0,equal_2q_budget_256,original_only_minus_cold,positive_depth_only,5,0.37973315375635686,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,-0.012995266317380363,0.37973315375635686,matched_random_selective,1.3322676295501878e-15,original_e4,0
0.0,equal_layer_p1,original_only_minus_cold,all_scheduled,1,0.7259535449301218,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.03676078067373849,0.7259535449301218,all_native,8.881784197001252e-16,original_e4,0
0.0,equal_layer_p1,original_only_minus_cold,positive_depth_only,1,0.7259535449301218,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.03676078067373849,0.7259535449301218,all_native,8.881784197001252e-16,original_e4,0
0.0,equal_layer_p2,original_only_minus_cold,all_scheduled,1,-1.233544379138874,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.11552065020976754,-1.233544379138874,all_native,4.440892098500626e-16,original_e4,0
0.0,equal_layer_p2,original_only_minus_cold,positive_depth_only,1,-1.233544379138874,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.11552065020976754,-1.233544379138874,all_native,4.440892098500626e-16,original_e4,0
0.0,equal_2q_budget_128,original_only_minus_cold,all_scheduled,1,-1.030545595311767,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.03981584950287548,-1.030545595311767,all_native,7.771561172376096e-16,original_e4,0
0.0,equal_2q_budget_128,original_only_minus_cold,positive_depth_only,1,-1.030545595311767,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.03981584950287548,-1.030545595311767,all_native,7.771561172376096e-16,original_e4,0
0.0,equal_2q_budget_256,original_only_minus_cold,all_scheduled,1,-0.2691072534343757,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.09164187362908634,-0.2691072534343757,all_native,-1.1102230246251565e-16,original_e4,0
0.0,equal_2q_budget_256,original_only_minus_cold,positive_depth_only,1,-0.2691072534343757,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.09164187362908634,-0.2691072534343757,all_native,-1.1102230246251565e-16,original_e4,0
0.0010827957130001842,equal_layer_p1,pair_minus_cold,all_scheduled,1,-5.556461534063885,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.01926872281763841,-0.048000968734792815,fully_quadratized,8.881784197001252e-16,original_e4,0
0.0010827957130001842,equal_layer_p1,original_only_minus_cold,all_scheduled,1,-5.556461534063885,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.01926872281763841,-0.048000968734792815,fully_quadratized,8.881784197001252e-16,original_e4,0
0.00256624547254225,equal_layer_p1,independence_minus_cold,all_scheduled,1,0.8641131550418422,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.02387896788713694,-0.4928334173059799,fully_quadratized,-5.551115123125783e-16,original_e4,0
0.0,equal_layer_p1,pair_minus_original_only,all_scheduled,1,0.0,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.0,0.0,fully_quadratized,0.0,original_e4,0
-0.001483449759542066,equal_layer_p1,pair_minus_independence,all_scheduled,1,-6.420574689105727,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,-0.004610245069498531,0.4448324485711871,fully_quadratized,1.4432899320127035e-15,original_e4,0
0.0010827957130001842,equal_layer_p1,pair_minus_cold,positive_depth_only,1,-5.556461534063885,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.01926872281763841,-0.048000968734792815,fully_quadratized,8.881784197001252e-16,original_e4,0
0.0010827957130001842,equal_layer_p1,original_only_minus_cold,positive_depth_only,1,-5.556461534063885,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.01926872281763841,-0.048000968734792815,fully_quadratized,8.881784197001252e-16,original_e4,0
0.00256624547254225,equal_layer_p1,independence_minus_cold,positive_depth_only,1,0.8641131550418422,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.02387896788713694,-0.4928334173059799,fully_quadratized,-5.551115123125783e-16,original_e4,0
0.0,equal_layer_p1,pair_minus_original_only,positive_depth_only,1,0.0,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.0,0.0,fully_quadratized,0.0,original_e4,0
-0.001483449759542066,equal_layer_p1,pair_minus_independence,positive_depth_only,1,-6.420574689105727,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,-0.004610245069498531,0.4448324485711871,fully_quadratized,1.4432899320127035e-15,original_e4,0
0.010339799116953596,equal_layer_p2,pair_minus_cold,all_scheduled,1,-2.0108050706279457,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,-0.0026569112166436835,0.1312319469735846,fully_quadratized,1.4432899320127035e-15,original_e4,0
0.010339799116953596,equal_layer_p2,original_only_minus_cold,all_scheduled,1,-2.0108050706279457,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,-0.0026569112166436835,0.1312319469735846,fully_quadratized,1.4432899320127035e-15,original_e4,0
0.01707496823533472,equal_layer_p2,independence_minus_cold,all_scheduled,1,4.53696172639976,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.017831001913950713,0.034302559665749854,fully_quadratized,-8.881784197001252e-16,original_e4,0
0.0,equal_layer_p2,pair_minus_original_only,all_scheduled,1,0.0,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.0,0.0,fully_quadratized,0.0,original_e4,0
-0.0067351691183811235,equal_layer_p2,pair_minus_independence,all_scheduled,1,-6.547766797027705,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,-0.020487913130594396,0.09692938730783474,fully_quadratized,2.3314683517128287e-15,original_e4,0
0.010339799116953596,equal_layer_p2,pair_minus_cold,positive_depth_only,1,-2.0108050706279457,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,-0.0026569112166436835,0.1312319469735846,fully_quadratized,1.4432899320127035e-15,original_e4,0
0.010339799116953596,equal_layer_p2,original_only_minus_cold,positive_depth_only,1,-2.0108050706279457,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,-0.0026569112166436835,0.1312319469735846,fully_quadratized,1.4432899320127035e-15,original_e4,0
0.01707496823533472,equal_layer_p2,independence_minus_cold,positive_depth_only,1,4.53696172639976,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.017831001913950713,0.034302559665749854,fully_quadratized,-8.881784197001252e-16,original_e4,0
0.0,equal_layer_p2,pair_minus_original_only,positive_depth_only,1,0.0,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.0,0.0,fully_quadratized,0.0,original_e4,0
-0.0067351691183811235,equal_layer_p2,pair_minus_independence,positive_depth_only,1,-6.547766797027705,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,-0.020487913130594396,0.09692938730783474,fully_quadratized,2.3314683517128287e-15,original_e4,0
0.009438009956518556,equal_2q_budget_128,pair_minus_cold,all_scheduled,1,6.541416788266389,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.01970969547219722,-0.18996301877970848,fully_quadratized,7.771561172376096e-16,original_e4,0
0.009438009956518556,equal_2q_budget_128,original_only_minus_cold,all_scheduled,1,6.541416788266389,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.01970969547219722,-0.18996301877970848,fully_quadratized,7.771561172376096e-16,original_e4,0
0.007407243254271445,equal_2q_budget_128,independence_minus_cold,all_scheduled,1,0.4072511896507649,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.013414052301288403,-0.24157160950527948,fully_quadratized,-3.3306690738754696e-16,original_e4,0
0.0,equal_2q_budget_128,pair_minus_original_only,all_scheduled,1,0.0,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.0,0.0,fully_quadratized,0.0,original_e4,0
