auxiliary_inconsistency_rate,budget_key,depth_stratum,depths,draw_count,draw_ids,encoded_energy_mean,family,instance_id,optimum_hit_rate,original_objective_mean,policy,representation,restart_count,statevector_norm,study,zero_depth_draw_count
0.0,equal_layer_p1,all_scheduled,"[1, 1, 1, 1, 1]",5,"[""2026082711"", ""2026082712"", ""2026082713"", ""2026082714"", ""2026082715""]",-1.9319797371464364,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,0.044479779964159874,-1.9319797371464364,original_only,matched_random_selective,15,0.9999999999999998,original_e4,0
0.0,equal_layer_p1,positive_depth_only,"[1, 1, 1, 1, 1]",5,"[""2026082711"", ""2026082712"", ""2026082713"", ""2026082714"", ""2026082715""]",-1.9319797371464364,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,0.044479779964159874,-1.9319797371464364,original_only,matched_random_selective,15,0.9999999999999998,original_e4,0
0.0,equal_layer_p2,all_scheduled,"[2, 2, 2, 2, 2]",5,"[""2026082711"", ""2026082712"", ""2026082713"", ""2026082714"", ""2026082715""]",-2.2626455089266146,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,0.07308058696964245,-2.2626455089266146,cold,matched_random_selective,15,1.0000000000000004,original_e4,0
0.0,equal_layer_p2,positive_depth_only,"[2, 2, 2, 2, 2]",5,"[""2026082711"", ""2026082712"", ""2026082713"", ""2026082714"", ""2026082715""]",-2.2626455089266146,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,0.07308058696964245,-2.2626455089266146,cold,matched_random_selective,15,1.0000000000000004,original_e4,0
0.0,equal_layer_p2,all_scheduled,"[2, 2, 2, 2, 2]",5,"[""2026082711"", ""2026082712"", ""2026082713"", ""2026082714"", ""2026082715""]",-2.135441276651986,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,0.05100938843687182,-2.135441276651986,original_only,matched_random_selective,15,1.0,original_e4,0
0.0,equal_layer_p2,positive_depth_only,"[2, 2, 2, 2, 2]",5,"[""2026082711"", ""2026082712"", ""2026082713"", ""2026082714"", ""2026082715""]",-2.135441276651986,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,0.05100938843687182,-2.135441276651986,original_only,matched_random_selective,15,1.0,original_e4,0
0.0,equal_2q_budget_128,all_scheduled,"[4, 4, 4, 4, 4]",5,"[""2026082711"", ""2026082712"", ""2026082713"", ""2026082714"", ""2026082715""]",-2.629140696887107,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,0.09541735633661852,-2.629140696887107,cold,matched_random_selective,15,1.0000000000000002,original_e4,0
0.0,equal_2q_budget_128,positive_depth_only,"[4, 4, 4, 4, 4]",5,"[""2026082711"", ""2026082712"", ""2026082713"", ""2026082714"", ""2026082715""]",-2.629140696887107,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,0.09541735633661852,-2.629140696887107,cold,matched_random_selective,15,1.0000000000000002,original_e4,0
0.0,equal_2q_budget_128,all_scheduled,"[4, 4, 4, 4, 4]",5,"[""2026082711"", ""2026082712"", ""2026082713"", ""2026082714"", ""2026082715""]",-2.2348533104520394,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,0.0656062514606011,-2.2348533104520394,original_only,matched_random_selective,15,1.0000000000000004,original_e4,0
0.0,equal_2q_budget_128,positive_depth_only,"[4, 4, 4, 4, 4]",5,"[""2026082711"", ""2026082712"", ""2026082713"", ""2026082714"", ""2026082715""]",-2.2348533104520394,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,0.0656062514606011,-2.2348533104520394,original_only,matched_random_selective,15,1.0000000000000004,original_e4,0
0.0,equal_2q_budget_256,all_scheduled,"[9, 9, 9, 9, 9]",5,"[""2026082711"", ""2026082712"", ""2026082713"", ""2026082714"", ""2026082715""]",-2.165496200434831,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,0.09148693067876239,-2.165496200434831,cold,matched_random_selective,15,1.0,original_e4,0
0.0,equal_2q_budget_256,positive_depth_only,"[9, 9, 9, 9, 9]",5,"[""2026082711"", ""2026082712"", ""2026082713"", ""2026082714"", ""2026082715""]",-2.165496200434831,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,0.09148693067876239,-2.165496200434831,cold,matched_random_selective,15,1.0,original_e4,0
0.0,equal_2q_budget_256,all_scheduled,"[9, 9, 9, 9, 9]",5,"[""2026082711"", ""2026082712"", ""2026082713"", ""2026082714"", ""2026082715""]",-1.7857630466784742,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,0.07849166436138202,-1.7857630466784742,original_only,matched_random_selective,15,1.0000000000000013,original_e4,0
0.0,equal_2q_budget_256,positive_depth_only,"[9, 9, 9, 9, 9]",5,"[""2026082711"", ""2026082712"", ""2026082713"", ""2026082714"", ""2026082715""]",-1.7857630466784742,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,0.07849166436138202,-1.7857630466784742,original_only,matched_random_selective,15,1.0000000000000013,original_e4,0
0.0,equal_layer_p1,all_scheduled,[1],1,"[""""]",-2.4682666092311876,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.05502398267507638,-2.4682666092311876,cold,all_native,3,1.0,original_e4,0
0.0,equal_layer_p1,positive_depth_only,[1],1,"[""""]",-2.4682666092311876,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.05502398267507638,-2.4682666092311876,cold,all_native,3,1.0,original_e4,0
0.0,equal_layer_p1,all_scheduled,[1],1,"[""""]",-1.7423130643010658,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.09178476334881487,-1.7423130643010658,original_only,all_native,3,1.0000000000000009,original_e4,0
0.0,equal_layer_p1,positive_depth_only,[1],1,"[""""]",-1.7423130643010658,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.09178476334881487,-1.7423130643010658,original_only,all_native,3,1.0000000000000009,original_e4,0
0.0,equal_layer_p2,all_scheduled,[2],1,"[""""]",-1.4437284344116763,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.049288507290250694,-1.4437284344116763,cold,all_native,3,1.0000000000000002,original_e4,0
0.0,equal_layer_p2,positive_depth_only,[2],1,"[""""]",-1.4437284344116763,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.049288507290250694,-1.4437284344116763,cold,all_native,3,1.0000000000000002,original_e4,0
0.0,equal_layer_p2,all_scheduled,[2],1,"[""""]",-2.6772728135505504,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.16480915750001823,-2.6772728135505504,original_only,all_native,3,1.0000000000000007,original_e4,0
0.0,equal_layer_p2,positive_depth_only,[2],1,"[""""]",-2.6772728135505504,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.16480915750001823,-2.6772728135505504,original_only,all_native,3,1.0000000000000007,original_e4,0
0.0,equal_2q_budget_128,all_scheduled,[1],1,"[""""]",-0.8192542829492809,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.028391659231842437,-0.8192542829492809,cold,all_native,3,0.9999999999999997,original_e4,0
0.0,equal_2q_budget_128,positive_depth_only,[1],1,"[""""]",-0.8192542829492809,cubic_spin_glass,inst_26a052729d9fe21627fd092781c37a97ef6dd9c8af4c37f19bcf581ae13425de,0.028391659231842437,-0.8192542829492809,cold,all_native,3,0.9999999999999997,original_e4,0
