actual_2q_gates,budget,design_id,initial_depth_provenance,initial_p_reconstructed,instance_id,noise_level,random_rep_seed,realised_depth_provenance,realised_p,reduction,representation,restart_id,source_row,source_sha256
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,noiseless,,archived_p_column,3,0,all_native,2,260,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_low,,archived_p_column,3,0,all_native,2,261,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_high,,archived_p_column,3,0,all_native,2,262,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
190,256,design_56984a90ff61fc0ca6c3,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,noiseless,,archived_p_column,2,1,fully_quadratized,0,263,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
190,256,design_56984a90ff61fc0ca6c3,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_low,,archived_p_column,2,1,fully_quadratized,0,264,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
190,256,design_56984a90ff61fc0ca6c3,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_high,,archived_p_column,2,1,fully_quadratized,0,265,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
190,256,design_56984a90ff61fc0ca6c3,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,noiseless,,archived_p_column,2,1,fully_quadratized,1,266,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
190,256,design_56984a90ff61fc0ca6c3,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_low,,archived_p_column,2,1,fully_quadratized,1,267,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
190,256,design_56984a90ff61fc0ca6c3,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_high,,archived_p_column,2,1,fully_quadratized,1,268,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
190,256,design_56984a90ff61fc0ca6c3,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,noiseless,,archived_p_column,2,1,fully_quadratized,2,269,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
190,256,design_56984a90ff61fc0ca6c3,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_low,,archived_p_column,2,1,fully_quadratized,2,270,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
190,256,design_56984a90ff61fc0ca6c3,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_high,,archived_p_column,2,1,fully_quadratized,2,271,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,noiseless,,archived_p_column,3,0,selective,0,272,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_low,,archived_p_column,3,0,selective,0,273,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_high,,archived_p_column,3,0,selective,0,274,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,noiseless,,archived_p_column,3,0,selective,1,275,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_low,,archived_p_column,3,0,selective,1,276,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_high,,archived_p_column,3,0,selective,1,277,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,noiseless,,archived_p_column,3,0,selective,2,278,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_low,,archived_p_column,3,0,selective,2,279,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_high,,archived_p_column,3,0,selective,2,280,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,noiseless,2026082711,archived_p_column,3,0,matched_random_selective,0,281,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_low,2026082711,archived_p_column,3,0,matched_random_selective,0,282,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_high,2026082711,archived_p_column,3,0,matched_random_selective,0,283,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,noiseless,2026082711,archived_p_column,3,0,matched_random_selective,1,284,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_low,2026082711,archived_p_column,3,0,matched_random_selective,1,285,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_high,2026082711,archived_p_column,3,0,matched_random_selective,1,286,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,noiseless,2026082711,archived_p_column,3,0,matched_random_selective,2,287,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_low,2026082711,archived_p_column,3,0,matched_random_selective,2,288,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_high,2026082711,archived_p_column,3,0,matched_random_selective,2,289,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,noiseless,2026082712,archived_p_column,3,0,matched_random_selective,0,290,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_low,2026082712,archived_p_column,3,0,matched_random_selective,0,291,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_high,2026082712,archived_p_column,3,0,matched_random_selective,0,292,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,noiseless,2026082712,archived_p_column,3,0,matched_random_selective,1,293,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_low,2026082712,archived_p_column,3,0,matched_random_selective,1,294,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_high,2026082712,archived_p_column,3,0,matched_random_selective,1,295,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,noiseless,2026082712,archived_p_column,3,0,matched_random_selective,2,296,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_low,2026082712,archived_p_column,3,0,matched_random_selective,2,297,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_high,2026082712,archived_p_column,3,0,matched_random_selective,2,298,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,noiseless,2026082713,archived_p_column,3,0,matched_random_selective,0,299,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_low,2026082713,archived_p_column,3,0,matched_random_selective,0,300,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_high,2026082713,archived_p_column,3,0,matched_random_selective,0,301,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,noiseless,2026082713,archived_p_column,3,0,matched_random_selective,1,302,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_low,2026082713,archived_p_column,3,0,matched_random_selective,1,303,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_high,2026082713,archived_p_column,3,0,matched_random_selective,1,304,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,noiseless,2026082713,archived_p_column,3,0,matched_random_selective,2,305,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_low,2026082713,archived_p_column,3,0,matched_random_selective,2,306,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_high,2026082713,archived_p_column,3,0,matched_random_selective,2,307,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,noiseless,2026082714,archived_p_column,3,0,matched_random_selective,0,308,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_low,2026082714,archived_p_column,3,0,matched_random_selective,0,309,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_high,2026082714,archived_p_column,3,0,matched_random_selective,0,310,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,noiseless,2026082714,archived_p_column,3,0,matched_random_selective,1,311,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_low,2026082714,archived_p_column,3,0,matched_random_selective,1,312,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_high,2026082714,archived_p_column,3,0,matched_random_selective,1,313,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,noiseless,2026082714,archived_p_column,3,0,matched_random_selective,2,314,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_low,2026082714,archived_p_column,3,0,matched_random_selective,2,315,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_high,2026082714,archived_p_column,3,0,matched_random_selective,2,316,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,noiseless,2026082715,archived_p_column,3,0,matched_random_selective,0,317,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_low,2026082715,archived_p_column,3,0,matched_random_selective,0,318,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_high,2026082715,archived_p_column,3,0,matched_random_selective,0,319,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,noiseless,2026082715,archived_p_column,3,0,matched_random_selective,1,320,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_low,2026082715,archived_p_column,3,0,matched_random_selective,1,321,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_high,2026082715,archived_p_column,3,0,matched_random_selective,1,322,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,noiseless,2026082715,archived_p_column,3,0,matched_random_selective,2,323,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_low,2026082715,archived_p_column,3,0,matched_random_selective,2,324,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
217,256,design_e8e67f77c7df82f43ac7,floor(recorded_budget/recorded_per_layer_gates),3,inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,realistic_high,2026082715,archived_p_column,3,0,matched_random_selective,2,325,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
158,256,design_5bf50ca6b5fc9b89a962,floor(recorded_budget/recorded_per_layer_gates),1,inst_3419a0a271f895203877dd111ea5b69937d12be4625e682c969accdb8084cbdd,noiseless,,archived_p_column,1,0,all_native,0,326,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
158,256,design_5bf50ca6b5fc9b89a962,floor(recorded_budget/recorded_per_layer_gates),1,inst_3419a0a271f895203877dd111ea5b69937d12be4625e682c969accdb8084cbdd,realistic_low,,archived_p_column,1,0,all_native,0,327,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
158,256,design_5bf50ca6b5fc9b89a962,floor(recorded_budget/recorded_per_layer_gates),1,inst_3419a0a271f895203877dd111ea5b69937d12be4625e682c969accdb8084cbdd,realistic_high,,archived_p_column,1,0,all_native,0,328,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
158,256,design_5bf50ca6b5fc9b89a962,floor(recorded_budget/recorded_per_layer_gates),1,inst_3419a0a271f895203877dd111ea5b69937d12be4625e682c969accdb8084cbdd,noiseless,,archived_p_column,1,0,all_native,1,329,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
158,256,design_5bf50ca6b5fc9b89a962,floor(recorded_budget/recorded_per_layer_gates),1,inst_3419a0a271f895203877dd111ea5b69937d12be4625e682c969accdb8084cbdd,realistic_low,,archived_p_column,1,0,all_native,1,330,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
158,256,design_5bf50ca6b5fc9b89a962,floor(recorded_budget/recorded_per_layer_gates),1,inst_3419a0a271f895203877dd111ea5b69937d12be4625e682c969accdb8084cbdd,realistic_high,,archived_p_column,1,0,all_native,1,331,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
158,256,design_5bf50ca6b5fc9b89a962,floor(recorded_budget/recorded_per_layer_gates),1,inst_3419a0a271f895203877dd111ea5b69937d12be4625e682c969accdb8084cbdd,noiseless,,archived_p_column,1,0,all_native,2,332,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
158,256,design_5bf50ca6b5fc9b89a962,floor(recorded_budget/recorded_per_layer_gates),1,inst_3419a0a271f895203877dd111ea5b69937d12be4625e682c969accdb8084cbdd,realistic_low,,archived_p_column,1,0,all_native,2,333,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
158,256,design_5bf50ca6b5fc9b89a962,floor(recorded_budget/recorded_per_layer_gates),1,inst_3419a0a271f895203877dd111ea5b69937d12be4625e682c969accdb8084cbdd,realistic_high,,archived_p_column,1,0,all_native,2,334,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
117,256,design_052411766ed6577c2944,floor(recorded_budget/recorded_per_layer_gates),2,inst_3419a0a271f895203877dd111ea5b69937d12be4625e682c969accdb8084cbdd,noiseless,,archived_p_column,1,1,fully_quadratized,0,335,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
117,256,design_052411766ed6577c2944,floor(recorded_budget/recorded_per_layer_gates),2,inst_3419a0a271f895203877dd111ea5b69937d12be4625e682c969accdb8084cbdd,realistic_low,,archived_p_column,1,1,fully_quadratized,0,336,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
117,256,design_052411766ed6577c2944,floor(recorded_budget/recorded_per_layer_gates),2,inst_3419a0a271f895203877dd111ea5b69937d12be4625e682c969accdb8084cbdd,realistic_high,,archived_p_column,1,1,fully_quadratized,0,337,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
117,256,design_052411766ed6577c2944,floor(recorded_budget/recorded_per_layer_gates),2,inst_3419a0a271f895203877dd111ea5b69937d12be4625e682c969accdb8084cbdd,noiseless,,archived_p_column,1,1,fully_quadratized,1,338,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
117,256,design_052411766ed6577c2944,floor(recorded_budget/recorded_per_layer_gates),2,inst_3419a0a271f895203877dd111ea5b69937d12be4625e682c969accdb8084cbdd,realistic_low,,archived_p_column,1,1,fully_quadratized,1,339,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
117,256,design_052411766ed6577c2944,floor(recorded_budget/recorded_per_layer_gates),2,inst_3419a0a271f895203877dd111ea5b69937d12be4625e682c969accdb8084cbdd,realistic_high,,archived_p_column,1,1,fully_quadratized,1,340,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
117,256,design_052411766ed6577c2944,floor(recorded_budget/recorded_per_layer_gates),2,inst_3419a0a271f895203877dd111ea5b69937d12be4625e682c969accdb8084cbdd,noiseless,,archived_p_column,1,1,fully_quadratized,2,341,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
117,256,design_052411766ed6577c2944,floor(recorded_budget/recorded_per_layer_gates),2,inst_3419a0a271f895203877dd111ea5b69937d12be4625e682c969accdb8084cbdd,realistic_low,,archived_p_column,1,1,fully_quadratized,2,342,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
117,256,design_052411766ed6577c2944,floor(recorded_budget/recorded_per_layer_gates),2,inst_3419a0a271f895203877dd111ea5b69937d12be4625e682c969accdb8084cbdd,realistic_high,,archived_p_column,1,1,fully_quadratized,2,343,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
133,256,design_d9d110f4ea3bc74dd99f,floor(recorded_budget/recorded_per_layer_gates),1,inst_3419a0a271f895203877dd111ea5b69937d12be4625e682c969accdb8084cbdd,noiseless,,archived_p_column,1,0,selective,0,344,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
133,256,design_d9d110f4ea3bc74dd99f,floor(recorded_budget/recorded_per_layer_gates),1,inst_3419a0a271f895203877dd111ea5b69937d12be4625e682c969accdb8084cbdd,realistic_low,,archived_p_column,1,0,selective,0,345,eeca4da12aedd27f188b848963b293786e4cea91f5f528cacda8e99d7697e202
