auxiliary_inconsistency_rate,budget_key,encoded_energy_mean,family,instance_id,optimum_hit_rate,original_objective_mean,representation
0.0,equal_2q_budget_256,-3.154841770428061,cubic_spin_glass,inst_afdec9931581f1401d0b64eac7696464cbd188be6cf8c292ebc7f1d853f0ce57,0.06057846898865103,-3.154841770428061,matched_random_selective
0.0,equal_layer_p1,-2.6190109793119154,cubic_spin_glass,inst_afdec9931581f1401d0b64eac7696464cbd188be6cf8c292ebc7f1d853f0ce57,0.04426642565275642,-2.6190109793119154,matched_random_selective
0.0,equal_layer_p2,-3.4901380789623224,cubic_spin_glass,inst_afdec9931581f1401d0b64eac7696464cbd188be6cf8c292ebc7f1d853f0ce57,0.05712959193602666,-3.4901380789623224,matched_random_selective
0.0,equal_2q_budget_128,-2.5670461598092738,cubic_spin_glass,inst_afdec9931581f1401d0b64eac7696464cbd188be6cf8c292ebc7f1d853f0ce57,0.05051578278018062,-2.5670461598092738,selective
0.0,equal_2q_budget_256,-2.8785138276855875,cubic_spin_glass,inst_afdec9931581f1401d0b64eac7696464cbd188be6cf8c292ebc7f1d853f0ce57,0.0511723142345491,-2.8785138276855875,selective
0.0,equal_layer_p1,-3.8110202677065996,cubic_spin_glass,inst_afdec9931581f1401d0b64eac7696464cbd188be6cf8c292ebc7f1d853f0ce57,0.052760293493868744,-3.8110202677065996,selective
0.0,equal_layer_p2,-3.356982825056867,cubic_spin_glass,inst_afdec9931581f1401d0b64eac7696464cbd188be6cf8c292ebc7f1d853f0ce57,0.060682408364505475,-3.356982825056867,selective
0.0,equal_2q_budget_128,-3.342398575357155,cubic_spin_glass,inst_b1f9b7e0ac3bdb4a518d06f4c72df0221c8ecb3cd602913bd3240c52f03270bb,0.04795151137066803,-3.342398575357155,all_native
0.0,equal_2q_budget_256,-3.578287375509382,cubic_spin_glass,inst_b1f9b7e0ac3bdb4a518d06f4c72df0221c8ecb3cd602913bd3240c52f03270bb,0.06532884573827409,-3.578287375509382,all_native
0.0,equal_layer_p1,-2.59072015975584,cubic_spin_glass,inst_b1f9b7e0ac3bdb4a518d06f4c72df0221c8ecb3cd602913bd3240c52f03270bb,0.03568489654716975,-2.59072015975584,all_native
0.0,equal_layer_p2,-4.843580672820224,cubic_spin_glass,inst_b1f9b7e0ac3bdb4a518d06f4c72df0221c8ecb3cd602913bd3240c52f03270bb,0.09198321210728212,-4.843580672820224,all_native
0.984375,equal_2q_budget_128,88.5,cubic_spin_glass,inst_b1f9b7e0ac3bdb4a518d06f4c72df0221c8ecb3cd602913bd3240c52f03270bb,0.015625,0.0,fully_quadratized
0.984119804500604,equal_2q_budget_256,89.73866022236784,cubic_spin_glass,inst_b1f9b7e0ac3bdb4a518d06f4c72df0221c8ecb3cd602913bd3240c52f03270bb,0.014614928601735478,-0.11420897955871241,fully_quadratized
0.9892343716764772,equal_layer_p1,100.34281048335833,cubic_spin_glass,inst_b1f9b7e0ac3bdb4a518d06f4c72df0221c8ecb3cd602913bd3240c52f03270bb,0.02208954430824021,-0.42654889661449774,fully_quadratized
0.9798207505100877,equal_layer_p2,87.95299821027045,cubic_spin_glass,inst_b1f9b7e0ac3bdb4a518d06f4c72df0221c8ecb3cd602913bd3240c52f03270bb,0.017258819771354735,-0.23267133740156817,fully_quadratized
0.8749999999999998,equal_2q_budget_128,33.64999999999999,cubic_spin_glass,inst_b1f9b7e0ac3bdb4a518d06f4c72df0221c8ecb3cd602913bd3240c52f03270bb,0.015624999999999997,1.3877787807814457e-17,matched_random_selective
0.859531567935085,equal_2q_budget_256,34.550213847905276,cubic_spin_glass,inst_b1f9b7e0ac3bdb4a518d06f4c72df0221c8ecb3cd602913bd3240c52f03270bb,0.030231945215537414,-0.8875393653633458,matched_random_selective
0.8809087482764717,equal_layer_p1,35.662425971802364,cubic_spin_glass,inst_b1f9b7e0ac3bdb4a518d06f4c72df0221c8ecb3cd602913bd3240c52f03270bb,0.03983008681554596,-0.6987743901587644,matched_random_selective
0.87847691477575,equal_layer_p2,35.03492564706,cubic_spin_glass,inst_b1f9b7e0ac3bdb4a518d06f4c72df0221c8ecb3cd602913bd3240c52f03270bb,0.0470661298769716,-0.9908151578093541,matched_random_selective
0.8749999999999999,equal_2q_budget_128,31.24999999999999,cubic_spin_glass,inst_b1f9b7e0ac3bdb4a518d06f4c72df0221c8ecb3cd602913bd3240c52f03270bb,0.015624999999999998,1.3877787807814457e-17,selective
0.8822231606220923,equal_2q_budget_256,31.864717043778,cubic_spin_glass,inst_b1f9b7e0ac3bdb4a518d06f4c72df0221c8ecb3cd602913bd3240c52f03270bb,0.029997512521878003,-1.2389150249454766,selective
0.9026145244597233,equal_layer_p1,30.510375563543107,cubic_spin_glass,inst_b1f9b7e0ac3bdb4a518d06f4c72df0221c8ecb3cd602913bd3240c52f03270bb,0.036609662110326256,-1.0930192725639782,selective
0.9124422324409563,equal_layer_p2,28.896528958986405,cubic_spin_glass,inst_b1f9b7e0ac3bdb4a518d06f4c72df0221c8ecb3cd602913bd3240c52f03270bb,0.06660623117469121,-1.7236940762179522,selective
0.0,equal_2q_budget_128,-2.8348313903056135,cubic_spin_glass,inst_f464a6017aeb643faf87ab97342075e0e3183e3dbc6b4c602ebe7274fdf6ba78,0.5629374983747216,-2.8348313903056135,all_native
0.0,equal_2q_budget_256,-2.238431433009852,cubic_spin_glass,inst_f464a6017aeb643faf87ab97342075e0e3183e3dbc6b4c602ebe7274fdf6ba78,0.4102417507514204,-2.238431433009852,all_native
0.0,equal_layer_p1,-1.4860863440183045,cubic_spin_glass,inst_f464a6017aeb643faf87ab97342075e0e3183e3dbc6b4c602ebe7274fdf6ba78,0.29284322220181985,-1.4860863440183045,all_native
0.0,equal_layer_p2,-2.6162001995582167,cubic_spin_glass,inst_f464a6017aeb643faf87ab97342075e0e3183e3dbc6b4c602ebe7274fdf6ba78,0.4937734626886246,-2.6162001995582167,all_native
0.8676444594981233,equal_2q_budget_128,40.39267977434436,cubic_spin_glass,inst_f464a6017aeb643faf87ab97342075e0e3183e3dbc6b4c602ebe7274fdf6ba78,0.19806728386620884,-0.4766781370350426,fully_quadratized
0.8768740621062232,equal_2q_budget_256,41.68561384769705,cubic_spin_glass,inst_f464a6017aeb643faf87ab97342075e0e3183e3dbc6b4c602ebe7274fdf6ba78,0.1525405443404738,-0.3932961456902664,fully_quadratized
0.8825230953730108,equal_layer_p1,40.95840744995417,cubic_spin_glass,inst_f464a6017aeb643faf87ab97342075e0e3183e3dbc6b4c602ebe7274fdf6ba78,0.16163319342251972,-0.33613503675548095,fully_quadratized
0.8931752595912629,equal_layer_p2,37.8169528407793,cubic_spin_glass,inst_f464a6017aeb643faf87ab97342075e0e3183e3dbc6b4c602ebe7274fdf6ba78,0.1876966958446178,-0.4102283297532095,fully_quadratized
0.0,equal_2q_budget_128,-2.4761796470832294,cubic_spin_glass,inst_f464a6017aeb643faf87ab97342075e0e3183e3dbc6b4c602ebe7274fdf6ba78,0.49982436428684196,-2.4761796470832294,matched_random_selective
0.0,equal_2q_budget_256,-2.3222402047049764,cubic_spin_glass,inst_f464a6017aeb643faf87ab97342075e0e3183e3dbc6b4c602ebe7274fdf6ba78,0.49880168859553564,-2.3222402047049764,matched_random_selective
0.0,equal_layer_p1,-2.1053453022622213,cubic_spin_glass,inst_f464a6017aeb643faf87ab97342075e0e3183e3dbc6b4c602ebe7274fdf6ba78,0.3653205899822238,-2.1053453022622213,matched_random_selective
0.0,equal_layer_p2,-2.286078191877833,cubic_spin_glass,inst_f464a6017aeb643faf87ab97342075e0e3183e3dbc6b4c602ebe7274fdf6ba78,0.41708885214039515,-2.286078191877833,matched_random_selective
0.0,equal_2q_budget_128,-2.2855816212818376,cubic_spin_glass,inst_f464a6017aeb643faf87ab97342075e0e3183e3dbc6b4c602ebe7274fdf6ba78,0.43944181054536696,-2.2855816212818376,selective
0.0,equal_2q_budget_256,-1.625150571485784,cubic_spin_glass,inst_f464a6017aeb643faf87ab97342075e0e3183e3dbc6b4c602ebe7274fdf6ba78,0.3659644788556636,-1.625150571485784,selective
0.0,equal_layer_p1,-1.8851139755308808,cubic_spin_glass,inst_f464a6017aeb643faf87ab97342075e0e3183e3dbc6b4c602ebe7274fdf6ba78,0.34348416388473496,-1.8851139755308808,selective
0.0,equal_layer_p2,-1.673989562477974,cubic_spin_glass,inst_f464a6017aeb643faf87ab97342075e0e3183e3dbc6b4c602ebe7274fdf6ba78,0.3283253324223761,-1.673989562477974,selective
0.0,equal_2q_budget_128,-3.4767501965066643,cubic_spin_glass,inst_fb5096b47436e44ba8bef4d03307537a82350020c40b1ec2439a544f1ab23349,0.05984880639418557,-3.4767501965066643,all_native
0.0,equal_2q_budget_256,-2.7876883334912077,cubic_spin_glass,inst_fb5096b47436e44ba8bef4d03307537a82350020c40b1ec2439a544f1ab23349,0.03675836940829144,-2.7876883334912077,all_native
0.0,equal_layer_p1,-2.595784508455321,cubic_spin_glass,inst_fb5096b47436e44ba8bef4d03307537a82350020c40b1ec2439a544f1ab23349,0.01694041433045865,-2.595784508455321,all_native
0.0,equal_layer_p2,-2.8468037850841608,cubic_spin_glass,inst_fb5096b47436e44ba8bef4d03307537a82350020c40b1ec2439a544f1ab23349,0.03833052446398155,-2.8468037850841608,all_native
0.8011157066603808,equal_2q_budget_128,37.173684157054105,cubic_spin_glass,inst_fb5096b47436e44ba8bef4d03307537a82350020c40b1ec2439a544f1ab23349,0.015164771248031334,-1.349160888125735,fully_quadratized
0.7928912036582232,equal_2q_budget_256,32.08416512603827,cubic_spin_glass,inst_fb5096b47436e44ba8bef4d03307537a82350020c40b1ec2439a544f1ab23349,0.008330944161924097,-1.3395251217700557,fully_quadratized
0.6755044661376433,equal_layer_p1,29.450152659081738,cubic_spin_glass,inst_fb5096b47436e44ba8bef4d03307537a82350020c40b1ec2439a544f1ab23349,0.013157642532689808,-1.1133446517283143,fully_quadratized
0.8061287452503367,equal_layer_p2,35.88555763926004,cubic_spin_glass,inst_fb5096b47436e44ba8bef4d03307537a82350020c40b1ec2439a544f1ab23349,0.026259856402632068,-1.6748146159867796,fully_quadratized
0.0,equal_2q_budget_128,-3.2099503109842713,cubic_spin_glass,inst_fb5096b47436e44ba8bef4d03307537a82350020c40b1ec2439a544f1ab23349,0.03746677953172155,-3.2099503109842713,matched_random_selective
0.0,equal_2q_budget_256,-2.976343264706963,cubic_spin_glass,inst_fb5096b47436e44ba8bef4d03307537a82350020c40b1ec2439a544f1ab23349,0.042617605050972604,-2.976343264706963,matched_random_selective
0.0,equal_layer_p1,-2.4444697733399576,cubic_spin_glass,inst_fb5096b47436e44ba8bef4d03307537a82350020c40b1ec2439a544f1ab23349,0.02079686144666567,-2.4444697733399576,matched_random_selective
0.0,equal_layer_p2,-2.7567032422176045,cubic_spin_glass,inst_fb5096b47436e44ba8bef4d03307537a82350020c40b1ec2439a544f1ab23349,0.028911970812459175,-2.7567032422176045,matched_random_selective
0.0,equal_2q_budget_128,-3.5328343077409072,cubic_spin_glass,inst_fb5096b47436e44ba8bef4d03307537a82350020c40b1ec2439a544f1ab23349,0.04668571819991372,-3.5328343077409072,selective
0.0,equal_2q_budget_256,-2.6329670070826663,cubic_spin_glass,inst_fb5096b47436e44ba8bef4d03307537a82350020c40b1ec2439a544f1ab23349,0.04031200574911524,-2.6329670070826663,selective
