budget_key,ci95_high,ci95_low,ci_method,ci_status,ci_unit,contrast,depth_stratum,df,family,mean,metric,multiplicity,n_instances,representation,scope,sd,study,zero_depth_instance_count
equal_2q_budget_128,5.750389562586465e-16,-4.0671150228515864e-18,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,independence_minus_cold,all_scheduled,6,cubic_spin_glass,2.854859206178974e-16,statevector_norm,unadjusted_exploratory,7,fully_quadratized,all_designs_diagnostic,3.130825179953953e-16,original_e4,2
equal_2q_budget_128,0.3111861169383347,-0.2737065013389704,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,original_only_minus_cold,all_scheduled,6,cubic_spin_glass,0.018739807799682134,original_objective_mean,unadjusted_exploratory,7,fully_quadratized,all_designs_diagnostic,0.3162109029213847,original_e4,2
equal_2q_budget_128,2.6420888925967425,-6.82354145922155,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,original_only_minus_cold,all_scheduled,6,cubic_spin_glass,-2.090726283312404,encoded_energy_mean,unadjusted_exploratory,7,fully_quadratized,all_designs_diagnostic,5.117410318981737,original_e4,2
equal_2q_budget_128,0.038186185173455484,-0.014692775941776898,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,original_only_minus_cold,all_scheduled,6,cubic_spin_glass,0.011746704615839293,optimum_hit_rate,unadjusted_exploratory,7,fully_quadratized,all_designs_diagnostic,0.02858798951684637,original_e4,2
equal_2q_budget_128,0.012733105321290836,-0.02631041356797731,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,original_only_minus_cold,all_scheduled,6,cubic_spin_glass,-0.006788654123343237,auxiliary_inconsistency_rate,unadjusted_exploratory,7,fully_quadratized,all_designs_diagnostic,0.021108124765818515,original_e4,2
equal_2q_budget_128,9.981125933706937e-16,3.0243437833306114e-16,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,original_only_minus_cold,all_scheduled,6,cubic_spin_glass,6.502734858518774e-16,statevector_norm,unadjusted_exploratory,7,fully_quadratized,all_designs_diagnostic,3.761049971321251e-16,original_e4,2
equal_2q_budget_128,0.28433845688852205,-0.3026157415983248,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_cold,all_scheduled,6,cubic_spin_glass,-0.009138642354901371,original_objective_mean,unadjusted_exploratory,7,fully_quadratized,all_designs_diagnostic,0.3173254564635787,original_e4,2
equal_2q_budget_128,3.0495356907276148,-5.638717940050064,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_cold,all_scheduled,6,cubic_spin_glass,-1.2945911246612245,encoded_energy_mean,unadjusted_exploratory,7,fully_quadratized,all_designs_diagnostic,4.697136601740576,original_e4,2
equal_2q_budget_128,0.03866548933249603,-0.013792424870439583,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_cold,all_scheduled,6,cubic_spin_glass,0.012436532231028221,optimum_hit_rate,unadjusted_exploratory,7,fully_quadratized,all_designs_diagnostic,0.028360358631878524,original_e4,2
equal_2q_budget_128,0.006593189250346153,-0.022776908951676743,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_cold,all_scheduled,6,cubic_spin_glass,-0.008091859850665295,auxiliary_inconsistency_rate,unadjusted_exploratory,7,fully_quadratized,all_designs_diagnostic,0.015878376613308945,original_e4,2
equal_2q_budget_128,7.364104272939928e-16,-3.874831909832294e-16,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_cold,all_scheduled,6,cubic_spin_glass,1.7446361815538174e-16,statevector_norm,unadjusted_exploratory,7,fully_quadratized,all_designs_diagnostic,6.076113883429604e-16,original_e4,2
