instance_id,candidate_id,topology,synthesis,seed,task_id,repetition,input_hash,semantic
max3sat_003,3fc706c70a1385965f0dc875,line12,reuse,1729,50fdbce387b5922e06df88ca,repeat_a,8dcb91ae226e5d338c499d162add00fc99043366c744823d728cae8f2cab72c8,False
max3sat_003,03af7cf45558f610fc375a5a,line12,reuse,1729,823075197967527e65b66fae,repeat_a,dd04dfa21a251236096c68ca6e40cfe7482e1de59aab1577a04d27b95dba4cc8,False
max3sat_003,682da53d5b9c4292aafd8bbb,line12,reuse,1729,ad921bce711af1fda0086ae9,repeat_a,3cc0deaa5f851ceed8773dce8eca8d000d799e3a113fe3807762f875e3633e0a,False
max3sat_003,805fef22fafb0236acde0aaf,line12,reuse,1729,d12abd5128bf2b088f54c174,repeat_a,25f59289cda19c9e23ec0369f8addf89e5e3e79ff5b6d7315ee72da4b4e11e29,False
max3sat_003,09fb910c1b4896746f58e8bc,line12,reuse,1729,5b6eca7b0f8c9112302fe964,repeat_a,b209e9bf3a6cd51e11e0a65e6db069125879f6f8e5db3ccbb839f0dcf05a1f66,True
max3sat_003,7d462ae03db3bd0e644b91d3,line12,reuse,1729,c62eaed5ba0cded50a510080,repeat_a,d26271b3a25f9b9353e670b02a70f57507623ce1090148b2a2e29417f046040a,False
max3sat_003,3055750fecdc84e847250662,line12,reuse,1729,794f96b69afe8b988ca1bf74,repeat_a,17181a6d6500df448b6b792567e80abbba105d2d1fba43a9a6c8eced80ac4659,True
max3sat_003,6b89f616221ca2ee26873c5d,line12,reuse,1729,4bdb920bfcc1338e63ad72cf,repeat_a,56fce2967019456a9e658329e9889e46e09d59d17752c2d32d8dbf51d030014c,False
max3sat_003,bf96534abeb755130f0dea65,line12,reuse,1729,3eed0ac1f4a69aa976d5e4e5,repeat_a,695bf3a11526023af50ff078a4cd2dfecacb6fffb55bd1b46b2775f592116725,False
max3sat_003,259818444a5db48563dacf15,line12,reuse,1729,0c7f129d8d24b958bf7557ab,repeat_a,776b39c473472cef3db895ea6782746d15e26f237f20476419292c8a2ff2ffd4,True
max3sat_003,f4f6ff52e84bd457abbceb36,line12,reuse,1729,06222ae8b0d039214111753c,repeat_a,6429b7943e704cf7c9d046722031a0e85d27830e6b3c05c38e0154be10024be7,False
max3sat_003,31e6dc58aa7db9056b0604fd,line12,reuse,1729,f64d5a0d51f5a475948ea37e,repeat_a,ada2def8d9cab53d8aaff494c134fb0d39b7a1b31d65805d9d8eab2e7f3e4c21,False
max3sat_003,d13878052788b500db940ed5,line12,reuse,1729,2ebc57760585fb8c4d6031e3,repeat_a,3bc2e12b6a8de0184f0cf2f694aecfa6cbb10ab45346fb0ca7475063d6449b21,False
max3sat_003,a65de759ee33cb97d895a9f8,line12,reuse,1729,ac93827e695eaa2a1c6d92b3,repeat_a,34d126aeb6ddcd4cd41ea4f1c144ede058fb43c11ed617de9749193cecf7bc3b,False
max3sat_003,971087634a019d771710ccfa,line12,reuse,1729,863f157e293482f2f122b6a4,repeat_a,fbfd8f2786fe97c6aa228bcecc82f10811c6e76073f994b2b86b4c258be3393e,False
max3sat_003,283f275269486e4454bcc14f,line12,reuse,1729,982626ec71f2fa6ef8eef764,repeat_a,c50cb783ce8a6d783c3a109b15434c41c5b9780104411f5ac59aedc6743eb460,False
max3sat_003,c02faf324ba78f0a77193729,line12,reuse,1729,dfc0d84c521bd78cdbdbd3f0,repeat_a,6df956d8ee77ef4e3f55fc16251300e40c5b84d247870541e08859b6f10a39b2,False
max3sat_003,c9057325bf443401fe3a4d25,line12,reuse,1729,e730a6809b3cf949e9e7b6b0,repeat_a,5ab2b9e6e1726bd4517e7f76a9805c0412e6c076a67524412459a7031e9634a0,False
