instance_id,family,representation,random_rep_seed,design_id,n_original,n_aux,n_qubits,topology_id,transpiler_seed_count,compiled_2q_gates_by_seed_json,compiled_2q_gates_per_layer,config_hash,manifest_hash,code_commit
inst_6d175f46adaeddca794682ee19d5e6aeba5357c0cdcd37b731fcaa351e5b2594,max3sat,matched_random_selective,2026082711,design_e8e67f77c7df82f43ac7,8,0,8,device_sparse_v1,5,"[130,133,137,132,134]",133,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,62d74e366b6d82534156c3e137a8315981034aba
inst_6d175f46adaeddca794682ee19d5e6aeba5357c0cdcd37b731fcaa351e5b2594,max3sat,matched_random_selective,2026082712,design_e8e67f77c7df82f43ac7,8,0,8,device_sparse_v1,5,"[130,133,137,132,134]",133,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,62d74e366b6d82534156c3e137a8315981034aba
inst_6d175f46adaeddca794682ee19d5e6aeba5357c0cdcd37b731fcaa351e5b2594,max3sat,matched_random_selective,2026082713,design_e8e67f77c7df82f43ac7,8,0,8,device_sparse_v1,5,"[130,133,137,132,134]",133,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,62d74e366b6d82534156c3e137a8315981034aba
inst_6d175f46adaeddca794682ee19d5e6aeba5357c0cdcd37b731fcaa351e5b2594,max3sat,matched_random_selective,2026082714,design_e8e67f77c7df82f43ac7,8,0,8,device_sparse_v1,5,"[130,133,137,132,134]",133,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,62d74e366b6d82534156c3e137a8315981034aba
inst_6d175f46adaeddca794682ee19d5e6aeba5357c0cdcd37b731fcaa351e5b2594,max3sat,matched_random_selective,2026082715,design_e8e67f77c7df82f43ac7,8,0,8,device_sparse_v1,5,"[130,133,137,132,134]",133,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,62d74e366b6d82534156c3e137a8315981034aba
inst_6e1b06d7ea43e3f3ea56b4d65c888b171b0b8e082d901f1993a38fcee8467025,max3sat,all_native,,design_d5c26fe4843ee025cbcf,6,0,6,device_sparse_v1,5,"[140,158,144,156,154]",154,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,62d74e366b6d82534156c3e137a8315981034aba
inst_6e1b06d7ea43e3f3ea56b4d65c888b171b0b8e082d901f1993a38fcee8467025,max3sat,fully_quadratized,,design_b57edee8f7951f2cb0a5,6,6,12,device_sparse_v1,5,"[153,152,152,149,142]",152,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,62d74e366b6d82534156c3e137a8315981034aba
inst_6e1b06d7ea43e3f3ea56b4d65c888b171b0b8e082d901f1993a38fcee8467025,max3sat,selective,,design_d5c26fe4843ee025cbcf,6,0,6,device_sparse_v1,5,"[140,158,144,156,154]",154,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,62d74e366b6d82534156c3e137a8315981034aba
inst_6e1b06d7ea43e3f3ea56b4d65c888b171b0b8e082d901f1993a38fcee8467025,max3sat,matched_random_selective,2026082711,design_d5c26fe4843ee025cbcf,6,0,6,device_sparse_v1,5,"[140,158,144,156,154]",154,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,62d74e366b6d82534156c3e137a8315981034aba
inst_6e1b06d7ea43e3f3ea56b4d65c888b171b0b8e082d901f1993a38fcee8467025,max3sat,matched_random_selective,2026082712,design_d5c26fe4843ee025cbcf,6,0,6,device_sparse_v1,5,"[140,158,144,156,154]",154,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,62d74e366b6d82534156c3e137a8315981034aba
inst_6e1b06d7ea43e3f3ea56b4d65c888b171b0b8e082d901f1993a38fcee8467025,max3sat,matched_random_selective,2026082713,design_d5c26fe4843ee025cbcf,6,0,6,device_sparse_v1,5,"[140,158,144,156,154]",154,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,62d74e366b6d82534156c3e137a8315981034aba
inst_6e1b06d7ea43e3f3ea56b4d65c888b171b0b8e082d901f1993a38fcee8467025,max3sat,matched_random_selective,2026082714,design_d5c26fe4843ee025cbcf,6,0,6,device_sparse_v1,5,"[140,158,144,156,154]",154,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,62d74e366b6d82534156c3e137a8315981034aba
inst_6e1b06d7ea43e3f3ea56b4d65c888b171b0b8e082d901f1993a38fcee8467025,max3sat,matched_random_selective,2026082715,design_d5c26fe4843ee025cbcf,6,0,6,device_sparse_v1,5,"[140,158,144,156,154]",154,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,62d74e366b6d82534156c3e137a8315981034aba
inst_76b4fceaa4971ac39515576d3b4ae8be7e9cc630ca02f37f35038b1a211ddd14,max3sat,all_native,,design_abc223721d7e256793a8,6,0,6,device_sparse_v1,5,"[75,80,77,81,79]",79,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,62d74e366b6d82534156c3e137a8315981034aba
inst_76b4fceaa4971ac39515576d3b4ae8be7e9cc630ca02f37f35038b1a211ddd14,max3sat,fully_quadratized,,design_28c2c5ec17c677fa467e,6,2,8,device_sparse_v1,5,"[59,61,56,61,62]",61,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,62d74e366b6d82534156c3e137a8315981034aba
inst_76b4fceaa4971ac39515576d3b4ae8be7e9cc630ca02f37f35038b1a211ddd14,max3sat,selective,,design_abc223721d7e256793a8,6,0,6,device_sparse_v1,5,"[75,80,77,81,79]",79,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,62d74e366b6d82534156c3e137a8315981034aba
inst_76b4fceaa4971ac39515576d3b4ae8be7e9cc630ca02f37f35038b1a211ddd14,max3sat,matched_random_selective,2026082711,design_abc223721d7e256793a8,6,0,6,device_sparse_v1,5,"[75,80,77,81,79]",79,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,62d74e366b6d82534156c3e137a8315981034aba
inst_76b4fceaa4971ac39515576d3b4ae8be7e9cc630ca02f37f35038b1a211ddd14,max3sat,matched_random_selective,2026082712,design_abc223721d7e256793a8,6,0,6,device_sparse_v1,5,"[75,80,77,81,79]",79,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,62d74e366b6d82534156c3e137a8315981034aba
inst_76b4fceaa4971ac39515576d3b4ae8be7e9cc630ca02f37f35038b1a211ddd14,max3sat,matched_random_selective,2026082713,design_abc223721d7e256793a8,6,0,6,device_sparse_v1,5,"[75,80,77,81,79]",79,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,62d74e366b6d82534156c3e137a8315981034aba
inst_76b4fceaa4971ac39515576d3b4ae8be7e9cc630ca02f37f35038b1a211ddd14,max3sat,matched_random_selective,2026082714,design_abc223721d7e256793a8,6,0,6,device_sparse_v1,5,"[75,80,77,81,79]",79,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,62d74e366b6d82534156c3e137a8315981034aba
inst_76b4fceaa4971ac39515576d3b4ae8be7e9cc630ca02f37f35038b1a211ddd14,max3sat,matched_random_selective,2026082715,design_abc223721d7e256793a8,6,0,6,device_sparse_v1,5,"[75,80,77,81,79]",79,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,62d74e366b6d82534156c3e137a8315981034aba
inst_acbf81eed080cb0966307b9d199008aead5fdef8c6ff8f37b637df67070c0e62,max3sat,all_native,,design_5bf50ca6b5fc9b89a962,6,0,6,device_sparse_v1,5,"[102,109,106,105,109]",106,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,62d74e366b6d82534156c3e137a8315981034aba
inst_acbf81eed080cb0966307b9d199008aead5fdef8c6ff8f37b637df67070c0e62,max3sat,fully_quadratized,,design_74b62628888d5acabaea,6,5,11,device_sparse_v1,5,"[118,124,124,119,119]",119,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,62d74e366b6d82534156c3e137a8315981034aba
inst_acbf81eed080cb0966307b9d199008aead5fdef8c6ff8f37b637df67070c0e62,max3sat,selective,,design_5bf50ca6b5fc9b89a962,6,0,6,device_sparse_v1,5,"[102,109,106,105,109]",106,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,62d74e366b6d82534156c3e137a8315981034aba
inst_acbf81eed080cb0966307b9d199008aead5fdef8c6ff8f37b637df67070c0e62,max3sat,matched_random_selective,2026082711,design_5bf50ca6b5fc9b89a962,6,0,6,device_sparse_v1,5,"[102,109,106,105,109]",106,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,62d74e366b6d82534156c3e137a8315981034aba
inst_acbf81eed080cb0966307b9d199008aead5fdef8c6ff8f37b637df67070c0e62,max3sat,matched_random_selective,2026082712,design_5bf50ca6b5fc9b89a962,6,0,6,device_sparse_v1,5,"[102,109,106,105,109]",106,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,62d74e366b6d82534156c3e137a8315981034aba
