instance_id,family,n_original,active_auxiliary_count,median_abs_single_margin,mean_active_pair_dependence,relaxation_objective,moment_sha256,screening_source,config_hash
inst_cdd5d795413d0e2f75303c59987674ae51f886f6648ddd9cb93a3d8ac4ab9b85,cubic_spin_glass,10,2,0.0,0.25,-67.999999999,a662c3e2d988019b83d875a6e6f85bf5d87150962f736fdbd8019dfbd9c52c73,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_6b00aee9203529edaca1fc5300e52279f8da9b67def8ab94e986d728ce8d9340,cubic_spin_glass,6,4,0.16666666664999985,0.11111111112222226,-29.999999998999982,704a14fae20b5e151d42b949829f340135ef93d96c5dc61347027f699553ec00,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_36510271648216d34f9b0fc9cd284889cf3b19266b27fe79179d30354079ab6f,cubic_spin_glass,8,4,0.0,0.25,-63.999999998999996,8d65a112f4015cbe4557b66d170c9f549ef379c158869fc058d060b2895767fa,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_decdeac9e0c84fe8999f3fd14d0bb9fab767cad86ebb1130bcfd6e3b3ed78933,cubic_spin_glass,10,2,0.0,0.25,-103.99999999899998,9973b8dc827a3dae0b13ba9f1193b501f77240ef74ad80026d1b66365830a69e,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_af59c2c836554f89da6a8cfd5d90b4c966fc380091bff00459e8480b46376514,cubic_spin_glass,6,3,2.08332240347886e-11,0.2499999999861112,-39.999999999,da8c1e5435ab15b8eb2ce0def9f2eb2e0a6bdf64cab673fbbcdce5c3b6da8592,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_6e8089ef7f9ed599679e3b15a111d586fb13d21bc3210fc025e4aa5619c37a1b,cubic_spin_glass,8,4,0.0,0.24999999999305553,-71.999999999,64d223922a842b63dbee533577b7932be906a30a5d9456aff3ca6d2cfff2967a,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_cff8c30e2d12596a19257084e321bb4e69e780eb53a95b806d8f137418ab50d2,cubic_spin_glass,6,3,6.249978312666826e-11,0.24999999991666697,-31.999999998999996,c9672c4251404ca3a2e690527257e3e311706641aa4e81bcf29c1ed3bf5fa9d3,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_b6b9d43977641eea092b42af01585e8c90286f9e62a7f0a868d2da10908993a2,cubic_spin_glass,8,4,0.0,0.25,-87.999999999,ac9820455abc2d69cca9b0db9b4535a159bba3af6f6665f3773baa74f684dff5,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_5230a7de0a024d48330cc0931676b363df83a611958fee11e8ba9c4ee0585287,cubic_spin_glass,10,1,0.0,0.24999999987499955,-63.999999998999996,4b269bc34b222474322fc2481bd98311ca64350dc5a8a1e13c55aa7bfa57eb4f,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_1e07f24c00cd5930451bacc92c1246f6c77868be4769df30c59ae1cf6444d9c9,cubic_spin_glass,10,2,0.0,0.25,-38.999999999,5d4b1ad9961b37473a332bd1ff32590a5b1af6571b7fc7701ca868346673cc9b,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_e069559081a64af5464ca33e14242c4af1cfb95bd7b187a57e47eeb90732386e,cubic_spin_glass,6,4,0.0,0.24999999995312516,-39.99999999900001,d8da1f266a8ef4741c048085602087591a0c5eb8e847cbddc669f32070da774d,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_697d56ea740c9687c1c16c853efd78398f8e179c45a6c5d9d8776f6d8f4d7080,cubic_spin_glass,8,4,0.0,0.24999999998749994,-79.99999999899998,4d503bcfd4b298ba99f73baecfb70ad43b6877103f86a70572fa9cf4710b8fc4,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_810c6f2bd24fd3e34905181bc72443f26725aeaffda567056890ed7a8748b4d2,cubic_spin_glass,10,2,0.0,0.2,-35.999999998999996,43196f2912d7bf5bc298609077105c72774f6cf36836b325f887d4c8f1632159,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_67a002c3cb78c4a7d0fe52467e694088c1ad084c775797130af8766e909855d4,cubic_spin_glass,6,4,0.0,0.2499999999895834,-43.999999999,bf39b7b1fdd23c88a6f6b71ce74beb557ec7fe9cedda28a122647d8732ae083e,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_99e6c7eaa5afc3479458f07611523d3742003bd6ea7062df85ef4e6633ea7ce7,cubic_spin_glass,8,4,4.166678113648459e-11,0.2500000000312501,-75.99999999899998,20d8e3ecc745f35f04ea6689e82d9da9a1ef8b0df68a4bf9e99ee230deeabacf,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_3141412d947d22c843612dbff6441869a4d5ca25f958eaa4f28e48162ee11b82,cubic_spin_glass,6,4,0.16666666664999985,0.11111111112222222,-29.99999999899999,54c2f82c06722449f855abf0eece928141a1f7fff65b85f00621599c3250d455,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_bb20340e5c6e1aa5c528f1d39e2dd855fe36b4e4c8376533c09afc2f6ca86aa6,cubic_spin_glass,8,4,2.7777669053818954e-11,0.24999999997222233,-63.999999998999996,9d9767214c6bbebc90a64f8803d50f9af004cd49ab806da5524c8963c9e15d81,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_9322b8859f0d103ab90739a067f842a262dec82052fea441282e6752eeade99b,max3sat,6,2,0.0,0.225,-5.499999999,280c29a34f812e61203bdbfdb14655eda3c3c13c45994538e6078a3c79f356c6,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_e2d4ca64392656f925610c87232c4b9f30abd9c58045e592bf19558de6d4cb0f,max3sat,8,4,0.0,0.23749999974999997,-11.499999999,2a1c3f8cb2c21210b07f3628b1e8aac9c70ceb2668164ba82dae24543ea924f7,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_106d68eeaf91ba3372df31ffee9a4ec7e60fe60367e84d0db84965c516e02b0e,max3sat,10,2,0.0,0.25,-16.499999999,04e311a32b9053a2ac514f9d7c1caa19108545be4680167c93c011c895193884,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_b4f0120fd142a311e8ba996be7ffcf8f39401312945d5664fd6f233ec76222e8,max3sat,8,2,0.0,0.224999999875,-7.499999999,ff99abe3410940214e29e427c73870c1a50f742bcd7613a2db47d0be54226a86,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_c3868a54f6fed6d509b4a994e5aebd8d77ddec0be8c0ae5456484ccd5228d5bd,max3sat,10,2,0.0,0.25,-9.999999999,80e1a7d3c058819b1d18660d26f8138e661cff336471f3aebcb00f0a01faeb0d,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_34cbdbc6fc53908ac15d1ceac7721cfaa60a2a7978ae479390c23acdec85bfb0,max3sat,6,3,0.0,0.2333333333333333,-12.999999999,63ce1713279a97c5ca4aa222cead884c4dba2478f5bbf56a9833f5f6492c0c6e,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_8e12619bbb65cf00fec05d72056f3e7dc31342e87670ce8fdef470dd30e7083b,max3sat,8,4,0.0,0.21250000000000002,-15.999999999,defbab153109598f1c0f94b64ecf35f64e270d7d4e3043286be779b992d34681,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_5f1251fb0af92f6fe105383aa04d0ca3a63405f4b522f05e403f4df8b416a31d,max3sat,10,2,0.0,0.25,-15.999999999,90f2594e3087109c901d173f4c4fcf9e391d1f9446483c68f0afd1332f7d8ab9,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_9241cb4d7ff699f435698b7d51a4839f4225b023653520c1eb5a4ff6f3a3f2ea,max3sat,6,2,0.0,0.24999999974999998,-4.999999999,3c9d8c45bed7d78a93f91a2d1d84bd6d0d51836d643c048752b6e40d1a270433,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_fdbf99a101a5380a7d90b4fc6ca8e8a6a3e0bdd55ba16042ec308567b0cd72b2,max3sat,8,2,0.0,0.1374999999375,-2.4999999989999964,4d538d3b8ec26a89d9c1629605b1e38e28542b17cd41d16c894a049d93924160,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_3c4df2b7d239662ff4e26ea136aaf049e857ee559b602b6d75925e7198ced95e,max3sat,10,2,0.0,0.25,-6.499999999,6792bd582d5ba2fdb48893f5f421712db04b440d77320a7317bc179b318e2542,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_d7fa80da8388b9683f12cb76dcefb804f37fa7c6cbe0c26e750eecd2f8507d95,max3sat,6,3,0.16666666666666663,0.11111111119444407,-3.6666666656666678,33c6d0987a6dc26c047cabacd6a05a6b78439d261dcb61cbbaee71e5ed7dace4,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_5c455a247d45fb14e7a257e60521d05429a9e48383e07b64357be50c3c462aa1,max3sat,8,4,0.16666666466668556,0.1111111096944578,-4.333333332333343,4911f2d1b36d2bf8dfa04cdc289ae9beef55a8ddab80977dd18fd820d963e6c0,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_837d65f477dcf18c7fbf2605a9e87666eab82bf5a9873669271afc5c98175713,max3sat,6,2,0.0,0.225,-0.4999999989999999,133ba352f402876108a2af9515f97b743adc8b8a6ac22b5ffbc9ecb3f9a82792,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_95b9f5360cbb19000cdba684cffa121c302798a5a676ea867421a727f16ef3b0,max3sat,8,3,0.0,0.2333333333333333,-5.499999999,665746f5b33c9e83828e736a375a1d797db07fb142a9147f8c69fb803f69a744,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_3427e9434054b0b124fce7e0f2af6bebb7101b727b89d00e75fc1dc802e524cb,max3sat,10,2,0.0,0.225,-16.499999999000003,c095db9868309e55ba3f5f54aeb8153761100aaf3ed2a5c251f1a870e1294098,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_97c783e815992e0436b60b40f661591d9db516f4d4126a72a84d457ca1d6618e,max3sat,6,3,0.0,0.23333333299999995,-8.999999999,3ed1993a431cc9c0257c0513cda4b002838752a56ab68ca884eb7f1d04a817c4,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_5f30bdd57eb720ee7fb630d0fdddd2fbaccd5c8469b82a7b3cc98357c29a5b5f,max3sat,8,4,0.0,0.212499999625,-4.999999999,f249c16879c87ffa1060dd45eee878cf7a6de623bcbb21b2018ff0c7a8e09079,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_d78f0995357053a39b1fc909c82ee90699e117cb3f342c3c5c0944a3bcaae04f,max3sat,10,2,0.0,0.25,-10.999999999,c6a0f34d1f4f8d38c954b6d4634aaf4c1b25cdbb9bd01da2e8f14a6046aafd4c,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_ad19ec42151d03d47c3dcc0a8024e4574a061eedc7ee96291a1ac669a95d66f3,max3sat,6,1,0.0,0.02499999899999994,-1.999999999,fa94d83571df776cd90921219a5d306f2607ce0154da1763404ecd0c0c1523ae,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_4b9e504b022f11ef1bce9c2e66fca83a3e9878174f6ea2e55e8d81d9c280c599,max3sat,8,1,0.0,0.25,-8.999999999,12c900244f8110cc3a54e307a6736502d19e7fb967ace427e0f3863a7390d889,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_72d5464550448897968c819e0636874ebcbc4664098d5b5ce42f09260569264c,max3sat,10,2,0.0,0.25,-16.499999999000003,21fdb5fa7d2787edbf9b10686380354cf71d45540f17f85635eff361c2b07e2d,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_2c8b53e79d574611bea6328346bbec3150214ed9949a2080796241fa0edc138d,max3sat,6,3,0.0,0.25,-8.499999999,da774f7e431e35d43b5cb8b5b9bd475c8da8731872aac3dd11bc7b0676936c6d,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_0a9c0f596defc1f41293629557d6460fbd459090e7cbd4f53b91988a1dadca01,max3sat,8,4,0.0,0.225,-15.999999998999996,0ccc3260aa8c3c7dc16f3ed7fa851ccbfa026ec44a89aea49a45723f453260b8,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_4667999aa2bf69117bc607958b86f83aa61642e739b8ce523cefcce7b6e6dde3,max3sat,10,2,0.0,0.2,-19.99999999900001,b3b8fd49f897d899db4f1150caac9330981993fd15614b06c39aa3af16d36a6b,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_e7e50e041981b26cd0be2097e74d15ec4ac57c87a944a75b03b1ca5ad232245f,max3sat,6,1,7.142858526876239e-11,0.25,-4.999999998999999,4b0021c200ca86d444a1d62a2e28a84c47d4d17aa5b42c10ff6c2bdb372132cb,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_f29cc504b69059d374701f2608fa0aec64603ad2b938f87b398cbeadaf67b101,max3sat,8,2,0.2000000007499998,0.09999999950000013,0.600000000999998,a74729c5e882f9d837e723e9fcea3a3cb95b4487476439aa2de706e5526510e0,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_19474a784f2a5eefcc5bba0ac47519ff8f788c5d9c04ac277772f579c6bc3bd4,max3sat,10,2,0.0,0.225,-13.499999999,665d8d418806ab6c2cde1259177ca0e5209b563f38796c0d440c0ab50f2afc32,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_dd5e41b9841a15cb5e0b5fb0711d9037a1dc570aaf7c530f56fde3228d784f2e,max3sat,6,4,0.0,0.21249999997727273,-8.999999999,b20b851cb0330bc6337b24af65d9d2d82ab033639418a94efcda04b1564613c6,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_69326eb3cea141d352c83c5e250746efd79a7c4577d1b5b95c25fec84eca6b36,max3sat,8,4,0.0,0.2,-10.499999999,28b35546705b1967058bea333021985695588ad6edb58dfa37e551b259ec4a0b,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_64122e9158f7da76e4d5b33c0355cb0d7c8cd075958940eb3146e236694b8c92,max3sat,6,1,0.0,0.24999999899999992,1.500000001,2716f6d8e3806620afc07a60f504d5f452764f5b5265dc84a6bcd4102d99f859,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_4470197512801695245f81e7a8304b9da9e4d79e41d2eb15a527e735c84c5ed7,max3sat,8,2,0.0,0.25,-14.499999999,711064a7386732cb526ef0da193831e3cd154d6e1738963f00e3a50026172142,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_55723b84f6a310cf26b68353e73f7a3b368c6b9cc56939df9df181e1a1312e97,max3sat,10,2,0.0,0.24999999974999998,-2.499999999,f4b9d65828d12dc3d59c0c87fa57840c2c9ebca9ada2e005b5c6339dedeaf230,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_91bce7bdd3b1c98e968470ad56b5d8510296e776c0f271b34bd5b08086136c79,max3sat,6,3,0.0,0.1999999999166667,-2.499999999,e93a9ed36b4b305d132e5fd8e78c5bf3c3b1aa354399f2da4613f496b37f6e55,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_620e65a69f7d5a1600d7db82156f433a52969bf6807d1c343a5caca277aa6542,max3sat,8,4,0.0,0.21250000000000002,-9.499999999,6588dfae685114377c5cc9351c51da5c47fc3e22af3726385801fea7eb149c48,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_8701dbf6d10767659f1e06112dacfac0f902130ecd8a5165591ac54c10de453c,max3sat,10,2,0.0,0.2499999999375,-12.999999999,ad89bfd70cb74392b77bdb63c8dcb0741eac50ed0c6b70306e1aa295de869b96,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_4cd24b78e6d748833c53b8510bf57ea6359500ab9a6699cc6dc454909a872638,max3sat,6,1,0.0,0.2,-3.499999999,340f484138657102c81512b098da3a117d97e53685f895e1f63dd4a0d71e0e1d,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_68c03fa5e4b20b29edc789ac61531eef926d6e3aded7e705f8e2f924dc30aa94,max3sat,8,2,0.0,0.25,-8.999999999,43d71a66d2231b4b07906d4a5825ee53f80d781f5d0dc31a7a450272094da7b0,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_cbc298ef16e8db76b891c5a7587b09539562e70d295caf631ceec7c0903f0d85,max3sat,10,2,0.0,0.225,-3.999999999,52c9c37e60af96436029df75f6cadf9baa92fac3948d6a76dc098cdaabfde90e,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_d07b032587d8962683ad78172e896e229cddfe5255901d6293342cb5b835bd06,max3sat,6,5,0.16666666656666607,0.12333333333333334,-6.666666665666664,f09cdcdebb4f28e4d6c9b7f76c7e8ccdc0c1278595234c865408aa38311c0e09,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_3cf8394c98ea91c002f706be99047e563381e36dbe4ceff6cc47a37166102019,max3sat,8,4,0.0,0.24999999991666666,-14.499999999,d63bbd34f55f0d8046a2f52c4b172a85f020f021a36c1d28975ae4a90a264905,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_a94366133ba8c0b788bd117af696f2e4547e0ce860b6fc6c6f0d476491ac1494,max3sat,10,2,0.0,0.225,-14.499999999000003,2f19d13a6133d1eb675eac4c9eb326bebc2e69afce9c10f4be55cf73c9dcf061,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_f6dd95c065b0d467514493f407d39325464b3f4aabd2119688b5f09b1cabb243,max3sat,6,2,0.0,0.2499999994999964,-1.9999999989999928,efe440a7890e2e0586d8c0301fbfbff954a9f9b20f30a290ca44783bc2cacf05,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_666b60a63f263599ec9da4c18cbf1c796bcace9ad5078a1c8884790e3ded8dce,max3sat,8,2,0.0,0.225,-7.999999999,3ca570a1c74c4deb705a1a22f2ad28091043c77ae56de89d70c9cb7a19fd12ed,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_bde50b934d36242d49bdb210f2b99ce0948c53a335e80c8b3862ed70a3e33646,max3sat,10,2,0.0,0.25,-6.999999999,290ac8955387fbc98c16679eec0d75d02a415bbdf08986ff772d926c336d54b0,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_83cf6b06b8a3f50f11216df232bd89cf721a66088dfd507b3a96d4417704ab90,max3sat,6,6,0.0,0.225,-11.999999999,80d38ddb9ec2f800ed9891d8c96a30dad6575a45105168be9d46edd2df19810d,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_610673b02c2d8f4062a6f28e95b768b8c9deb606057c5341350bd5ac6c628439,max3sat,8,4,0.0,0.23749999993749998,-20.499999998999996,e2583f81962b33c995cc185031825e848938aec637043f0f448ce8ba5fc209af,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_7d89d0e4c37f833ee84f25cd165b4b458115e4ab8f7128236457e078ffd7b5cd,max3sat,6,2,0.0,0.225,-3.9999999990000035,6df6ef2e8afc806f39d72b6f9f2b410f14b33a7885958f088204b76bff248f0c,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_5ac4396d15348ec80623b4904905a3b98c95fe68b129c457cccdfb8fd475cb90,max3sat,8,2,0.0,0.24999999949999996,1.000000082740371e-09,771ae92cf8e0a02d8170ed43a5c6dad2669b456e94fe466179937307d763937c,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_c76c9eb8e656b765b5c2475f97c44f5a8893ffdba7a277ee7c62273c37ef843e,max3sat,10,2,0.0,0.2499999999375,-6.999999999,02d514639701323464a66bdc3a8379c8e5708532df697139ac9ca3aaf40f7077,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_9df91d693eb77729e0ba0045e4f4abe76052694549ba34c3fe9600607f587b9e,max3sat,6,2,0.0,0.19999999995833334,-7.999999999,0dbaa758c6b7460e464fb8d0a626b14f8431d5919bc4a976df40f575bd2065f6,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_aaca747af42efe7e2c0fdfa9194e8ea138d1b41f3d2f79a0827bc4bae3272b84,max3sat,8,4,0.0,0.21249999991666668,-9.499999999,c5a52ba5b43bb8364d4c66bae1d2a82a8b50bfea5eede3360510fd373dbb2349,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_015a19474c8ec32b86a05f88764d1f060b02744a08647590642d6903abc8fb47,max3sat,10,2,0.0,0.25,-7.999999999,6016b3fed5f05c53ed08f18019bb50ac42e530f77120155ea47dfa47b4b8dc94,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_d60f4db666a07cf5d9f1ce892487aa8c96b3b404d240d7cf4bce8515b4101597,max3sat,6,3,0.0,0.2166666665,-2.499999999,079d9ecff2c0c1c016b20d75b1b4da5c2a70a158399b419d7d0e3a2bd63707d9,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_82fac0087d5333eb02865c30587db5a38f6d179a5c7749f4cc94883871ec5906,max3sat,8,1,0.0,0.24999999949999996,-4.499999999,01c5e07ba292d198b5ca61851e9719c3f3e8efa24778f8ab69e57a5e36dcbbeb,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_cc54fc8d8578002bd58fb487c02e7b5e3ae0cc39cdb6cd53a00d10a2b4a16ea7,max3sat,10,2,0.0,0.225,-9.999999999,f10bad843b03536d6c837cc26a990d98b6dffc65fde11910f45eb6bf74243fd5,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_01b32e44eb2c604ed1161ac86ebae5718a0dac2db7b8eee90fd5004a3320ccc3,max3sat,6,5,0.0,0.22999999997499998,-8.999999998999998,6173045d21bb880708fb7d230c535222181490d6eef66ec69fc705232ec94d13,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_af35370349b23afc02af6520f529a9932001a5d3d5919e8899e68bcb807310e4,max3sat,8,4,0.0,0.225,-15.999999999,d4ad761e059d44d68b21c9395b37362732cbc68fe4d3e04887fb409de9b58569,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_1d1a6490612b3d9156678f8c3ee5c7e32f304718b6f2707d720183c7073c1ef3,max3sat,10,2,0.0,0.225,-19.999999999000003,5f33f00cea8209a736c0b588eae5245d998bb10ef061e4115ba6d830b379e382,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_1c47830abab9a4cd8dd042071b9a40acf243bbde2ca88f912f0cc11634783605,max3sat,6,1,1.666666804567285e-10,0.25,-2.999999999,4ea41d9b6d1cd4c4402a0282791e4af9f5e308b5d246f312e0ca06785b701298,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_8fde5319ddb73757e3d73b894e6eac23f487acaf9813e99412676bb92351e5ca,max3sat,8,2,0.0,0.25,-5.999999999,00fde45bab63733932c9c87fe41839b44777d714399e777b6a1db564784f769f,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_82a808216b9cd60740e22ca01266ec260861047688cfdf188894bfd4a7c3525e,max3sat,10,2,0.0,0.225,-9.999999999,aa7562343f8ce6de88873a0ff6252237abfdfec54da4c0f148e5b88c5cb1bdad,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_1fc9dc17a89ec2ccfb35f6190cdf964aa368076eec6da68ac9c9c31452a52df8,max3sat,6,5,0.0,0.2,-11.499999999000003,8c0bbb79d31253eb148628aa07d2d7bf2375bb484c0976471708acad68364a5c,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_c3376f0ed88b5d04aeb9a560fce68793f011ec0ff75b40c3167f67941d67c880,max3sat,8,4,0.0,0.24999999974999998,-13.999999999,10302079442a23887004d85fc2d051085b4deada080a0df825b83b5df533ab15,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_573681b8f7c025ee3598a8b06b3ada5da6ee6df643c95fcdc747100c6fd17c68,max3sat,6,2,0.0,0.25,-5.499999999,83dcedaaca897c13e51d8f177447bb82ed8c4d7ed594c9c9c82a1228ec84baab,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_f47979260e201e8fbcbe7bf710a3c3db5fd61d0c3ad559eb5966c656c989f162,max3sat,8,2,0.0,0.225,-3.9999999989999964,28c6a5d1e3395fe0541796f916f153f09b015ad2818af81224983439cceaa654,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_2845ef0b0537174c0fc3491d5cc70de2514e69cd9e5c38f3661250cc8aad5428,max3sat,10,2,0.0,0.225,-10.499999999000003,c8e1bc765a8edb4b863b1f58820be7a3cf5fd30a209b5d877ac57af637d2d9b8,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_49dea1b70c3027d22cadd43936c9b56e4ef70228e297784e22086bcd3908bb29,max3sat,6,3,0.0,0.23333333324999997,-3.999999999,cfc542f891210c2c86c76e665249f099be3d2a5e9aa09171a20270357d358b61,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_79d36270ad1e2b03534beb9565a777141571f11bdc612cfabb60efffe63ae51c,max3sat,8,3,0.0,0.21666666658333333,-8.999999999,21979f6880b8e39679ad670b9b83f440768cfce55c3ef192561b39963e2d53f1,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
inst_07334af87f25a0ac7240b0e44b2d6d8c7c690dcbfe2e8f22c11e57a2b7f53270,max3sat,10,2,0.0,0.225,-15.999999998999996,c8d19d03a7c373d8f76b43f8529494cc48e07941f5f213f73cfd459fb891b23d,relaxation_signal_only,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632
