family,representation,budget_mode,budget_key,budget_value,budget_label,warm_start_policy,pair_closure,instance_count,design_count,run_count,ci_unit,ci_method,original_objective_mean,original_objective_ci95_low,original_objective_ci95_high,paired_difference_vs_cold_mean,paired_difference_vs_cold_ci95_low,paired_difference_vs_cold_ci95_high,optimum_hit_rate_mean,optimum_hit_rate_ci95_low,optimum_hit_rate_ci95_high,encoded_energy_mean,auxiliary_inconsistency_rate_mean,mean_abs_original_margin,weak_signal_instance_count,status,config_hash,manifest_hash,code_commit
cubic_spin_glass,matched_random_selective,equal_compiled_two_qubit_gates,equal_2q_budget_256,256,2Q=256,original_and_auxiliary_variables,sa_rlt_level_2_pair_moments,2,10,30,instance,instance_cluster_normal_95,-0.9547922139137377,-1.2245124528104543,-0.6850719750170212,0.11258999996785723,0.029818255768805507,0.19536174416690896,0.04121444885881151,0.010720154221983937,0.07170874349563908,24.54097766358052,0.8387735106099405,0.11458333333333337,1,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,749d39f68d29d796da0060f6c180c3306254979e
cubic_spin_glass,matched_random_selective,equal_compiled_two_qubit_gates,equal_2q_budget_256,256,2Q=256,original_variables_only,auxiliary_cold_half,7,15,105,instance,instance_cluster_normal_95,-1.790873183351948,-2.344370067770913,-1.2373762989329828,0.33484125708974427,0.1974550423626498,0.4722274718168388,0.15752828914210812,0.04032134154299101,0.27473523674122524,5.212678033878169,0.243615278055177,0.09226190476190477,5,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,749d39f68d29d796da0060f6c180c3306254979e
cubic_spin_glass,matched_random_selective,equal_layer,equal_layer_p1,1,p=1,cold_start,not_applicable,7,15,105,instance,instance_cluster_normal_95,-1.7425254231124647,-2.1960370359742436,-1.2890138102506856,0.0,0.0,0.0,0.12670325459089946,0.015229464145851343,0.23817704503594755,6.864931491328511,0.2519783293239815,0.09226190476190477,5,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,749d39f68d29d796da0060f6c180c3306254979e
cubic_spin_glass,matched_random_selective,equal_layer,equal_layer_p1,1,p=1,original_and_auxiliary_variables,independence_mu_product_ablation,2,10,30,instance,instance_cluster_normal_95,-1.1005437428032239,-1.340346639793169,-0.8607408458132789,-0.1792189467494566,-0.375614845313717,0.017176951814803804,0.05363932437977319,0.009502426936586518,0.09777622182295986,22.95679937498237,0.8163977922058738,0.11458333333333337,1,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,749d39f68d29d796da0060f6c180c3306254979e
cubic_spin_glass,matched_random_selective,equal_layer,equal_layer_p1,1,p=1,original_and_auxiliary_variables,sa_rlt_level_2_pair_moments,2,10,30,instance,instance_cluster_normal_95,-1.0019300941101181,-1.1025482544950125,-0.9013119337252239,-0.08060529805635103,-0.41618593322566205,0.25497533711296,0.04243827658778244,0.01491971092703958,0.0699568422485253,25.5411974950728,0.8491360915813742,0.11458333333333337,1,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,749d39f68d29d796da0060f6c180c3306254979e
cubic_spin_glass,matched_random_selective,equal_layer,equal_layer_p1,1,p=1,original_variables_only,auxiliary_cold_half,7,15,105,instance,instance_cluster_normal_95,-1.4797680674382208,-1.7486362153377726,-1.210899919538669,0.26275735567424396,0.050304654838180585,0.47521005651030734,0.11835574827389382,0.02590970074422763,0.21080179580356,6.362986212100997,0.24750510449652202,0.09226190476190477,5,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,749d39f68d29d796da0060f6c180c3306254979e
cubic_spin_glass,matched_random_selective,equal_layer,equal_layer_p2,2,p=2,cold_start,not_applicable,7,15,105,instance,instance_cluster_normal_95,-2.039261031865924,-2.51069779362698,-1.5678242701048677,0.0,0.0,0.0,0.1494521616260711,0.01982570405026915,0.27907861920187305,6.014414382828555,0.24555906577037545,0.09226190476190477,5,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,749d39f68d29d796da0060f6c180c3306254979e
cubic_spin_glass,matched_random_selective,equal_layer,equal_layer_p2,2,p=2,original_and_auxiliary_variables,independence_mu_product_ablation,2,10,30,instance,instance_cluster_normal_95,-1.0259811296390573,-1.5059141249783632,-0.5460481342997514,0.12774329300734533,-0.032887543251345686,0.28837412926603634,0.0316083083488633,0.030310606617037737,0.032906010080688865,28.871389369557114,0.8706258035600012,0.11458333333333337,1,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,749d39f68d29d796da0060f6c180c3306254979e
cubic_spin_glass,matched_random_selective,equal_layer,equal_layer_p2,2,p=2,original_and_auxiliary_variables,sa_rlt_level_2_pair_moments,2,10,30,instance,instance_cluster_normal_95,-1.0982283888837248,-1.1681447577322306,-1.028312020035219,0.05549603376267781,-0.1938897564694313,0.3048818239947869,0.04516955388424027,0.015281866848073616,0.07505724092040693,27.856605425368304,0.8675633593675889,0.11458333333333337,1,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,749d39f68d29d796da0060f6c180c3306254979e
cubic_spin_glass,matched_random_selective,equal_layer,equal_layer_p2,2,p=2,original_variables_only,auxiliary_cold_half,7,15,105,instance,instance_cluster_normal_95,-1.8522498054308876,-2.299477950497058,-1.4050216603647172,0.18701122643503615,-0.05950069707357514,0.43352314994364743,0.15239330604061224,0.01816389697476059,0.28662271510646387,6.150608965992059,0.24966102328292078,0.09226190476190477,5,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,749d39f68d29d796da0060f6c180c3306254979e
