view,family,source_tier,metric,budget_mode,budget_key,topology_id,sparsity_bin,pair_reuse_bin,instance_count,uncertainty_unit_count,help_count,little_effect_count,hurt_count,help_fraction,little_effect_fraction,hurt_fraction,mean_effect,effect_ci95_low,effect_ci95_high,mean_canonical_cubic_sparsity,mean_pair_reuse_score,status,config_hash,manifest_hash,analysis_config_hash,code_commit
family,max3sat,compilation,compiled_two_qubit_depth,not_applicable,not_applicable,all_to_all_reference,high,high,1,1,1,0,0,1.0,0.0,0.0,0.4416666666666666,0.4416666666666666,0.4416666666666666,0.20454545454545456,0.5629629629629629,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,compilation,compiled_two_qubit_depth,not_applicable,not_applicable,all_to_all_reference,intermediate,high,3,3,3,0,0,1.0,0.0,0.0,0.40564733958465893,0.2821363427746759,0.5291583363946419,0.12022765246449456,0.5578027465667915,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,compilation,compiled_two_qubit_depth,not_applicable,not_applicable,all_to_all_reference,intermediate,intermediate,6,6,6,0,0,1.0,0.0,0.0,0.3584979441715395,0.2920438073801713,0.4249520809629077,0.12600108225108225,0.38536155202821876,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,compilation,compiled_two_qubit_depth,not_applicable,not_applicable,all_to_all_reference,intermediate,low,1,1,1,0,0,1.0,0.0,0.0,0.458128078817734,0.458128078817734,0.458128078817734,0.1,0.28787878787878785,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,compilation,compiled_two_qubit_depth,not_applicable,not_applicable,all_to_all_reference,low,intermediate,5,5,5,0,0,1.0,0.0,0.0,0.4554803603129386,0.34535518028774415,0.565605540338133,0.05084130781499202,0.3360163358147229,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,compilation,compiled_two_qubit_depth,not_applicable,not_applicable,all_to_all_reference,low,low,2,2,2,0,0,1.0,0.0,0.0,0.4348173786038283,0.4193195025868365,0.4503152546208201,0.051634768740031894,0.2736111111111111,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,compilation,compiled_two_qubit_depth,not_applicable,not_applicable,device_sparse_v1,intermediate,intermediate,2,2,2,0,0,1.0,0.0,0.0,0.19172303776024416,0.1153140863887831,0.2681319891317052,0.17857142857142858,0.3703703703703704,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,compilation,compiled_two_qubit_gates,not_applicable,not_applicable,all_to_all_reference,high,high,1,1,1,0,0,1.0,0.0,0.0,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.20454545454545456,0.5629629629629629,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,compilation,compiled_two_qubit_gates,not_applicable,not_applicable,all_to_all_reference,intermediate,high,3,3,3,0,0,1.0,0.0,0.0,0.11687277180219664,0.10532338639554646,0.1284221572088468,0.12022765246449456,0.5578027465667915,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,compilation,compiled_two_qubit_gates,not_applicable,not_applicable,all_to_all_reference,intermediate,intermediate,6,6,6,0,0,1.0,0.0,0.0,0.15849218435131326,0.1099638046603911,0.20702056404223543,0.12600108225108225,0.38536155202821876,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,compilation,compiled_two_qubit_gates,not_applicable,not_applicable,all_to_all_reference,intermediate,low,1,1,1,0,0,1.0,0.0,0.0,0.1702127659574468,0.1702127659574468,0.1702127659574468,0.1,0.28787878787878785,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,compilation,compiled_two_qubit_gates,not_applicable,not_applicable,all_to_all_reference,low,intermediate,5,5,5,0,0,1.0,0.0,0.0,0.21693514762267602,0.13674904656703435,0.2971212486783177,0.05084130781499202,0.3360163358147229,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,compilation,compiled_two_qubit_gates,not_applicable,not_applicable,all_to_all_reference,low,low,2,2,2,0,0,1.0,0.0,0.0,0.24201750853802212,0.056695449868014836,0.4273395672080294,0.051634768740031894,0.2736111111111111,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,compilation,compiled_two_qubit_gates,not_applicable,not_applicable,device_sparse_v1,intermediate,intermediate,2,2,1,1,0,0.5,0.5,0.0,0.11735590497201637,0.060623715073325,0.17408809487070773,0.17857142857142858,0.3703703703703704,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,compilation,routing_overhead,not_applicable,not_applicable,all_to_all_reference,high,high,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.20454545454545456,0.5629629629629629,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,compilation,routing_overhead,not_applicable,not_applicable,all_to_all_reference,intermediate,high,3,3,0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.12022765246449456,0.5578027465667915,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,compilation,routing_overhead,not_applicable,not_applicable,all_to_all_reference,intermediate,intermediate,6,6,0,6,0,0.0,1.0,0.0,0.0,0.0,0.0,0.12600108225108225,0.38536155202821876,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,compilation,routing_overhead,not_applicable,not_applicable,all_to_all_reference,intermediate,low,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.28787878787878785,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,compilation,routing_overhead,not_applicable,not_applicable,all_to_all_reference,low,intermediate,5,5,0,5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.05084130781499202,0.3360163358147229,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,compilation,routing_overhead,not_applicable,not_applicable,all_to_all_reference,low,low,2,2,0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.051634768740031894,0.2736111111111111,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,compilation,routing_overhead,not_applicable,not_applicable,device_sparse_v1,intermediate,intermediate,2,2,1,1,0,0.5,0.5,0.0,0.06200149078941378,-0.14243864326292924,0.2664416248417568,0.17857142857142858,0.3703703703703704,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,qaoa,qaoa_original_objective,equal_compiled_two_qubit_gates,equal_2q_budget_128,device_sparse_v1,high,high,3,3,0,2,1,0.0,0.6666666666666666,0.3333333333333333,-0.20034139470193432,-0.5930105283177256,0.19232773891385693,0.75,0.6524064171122994,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,qaoa,qaoa_original_objective,equal_compiled_two_qubit_gates,equal_2q_budget_128,device_sparse_v1,high,intermediate,1,1,1,0,0,1.0,0.0,0.0,1.6509662189741203,1.6509662189741203,1.6509662189741203,0.21428571428571427,0.38888888888888884,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,qaoa,qaoa_original_objective,equal_compiled_two_qubit_gates,equal_2q_budget_128,device_sparse_v1,high,low,1,1,0,1,0,0.0,1.0,0.0,-0.1682301880102551,-0.1682301880102551,-0.1682301880102551,0.3,0.2777777777777778,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,qaoa,qaoa_original_objective,equal_compiled_two_qubit_gates,equal_2q_budget_128,device_sparse_v1,intermediate,intermediate,2,2,0,2,0,0.0,1.0,0.0,0.7663742967664109,0.5326863520579681,1.0000622414748537,0.10833333333333334,0.36363636363636365,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,qaoa,qaoa_original_objective,equal_compiled_two_qubit_gates,equal_2q_budget_256,device_sparse_v1,high,high,3,3,0,1,2,0.0,0.3333333333333333,0.6666666666666666,-0.10393756618869777,-0.8549573693751324,0.6470822369977369,0.75,0.6524064171122994,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,qaoa,qaoa_original_objective,equal_compiled_two_qubit_gates,equal_2q_budget_256,device_sparse_v1,high,intermediate,1,1,0,1,0,0.0,1.0,0.0,0.9927412921640156,0.9927412921640156,0.9927412921640156,0.21428571428571427,0.38888888888888884,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,qaoa,qaoa_original_objective,equal_compiled_two_qubit_gates,equal_2q_budget_256,device_sparse_v1,high,low,1,1,0,1,0,0.0,1.0,0.0,0.010627017048276363,0.010627017048276363,0.010627017048276363,0.3,0.2777777777777778,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,qaoa,qaoa_original_objective,equal_compiled_two_qubit_gates,equal_2q_budget_256,device_sparse_v1,intermediate,intermediate,2,2,0,2,0,0.0,1.0,0.0,-0.32613538753358096,-1.1084407593387677,0.4561699842716058,0.10833333333333334,0.36363636363636365,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,qaoa,qaoa_original_objective,equal_layer,equal_layer_p1,device_sparse_v1,high,high,3,3,0,0,3,0.0,0.0,1.0,-0.7746655858142758,-1.4822645176861025,-0.06706665394244915,0.75,0.6524064171122994,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,qaoa,qaoa_original_objective,equal_layer,equal_layer_p1,device_sparse_v1,high,intermediate,1,1,0,0,1,0.0,0.0,1.0,-0.9340947958312308,-0.9340947958312308,-0.9340947958312308,0.21428571428571427,0.38888888888888884,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,qaoa,qaoa_original_objective,equal_layer,equal_layer_p1,device_sparse_v1,high,low,1,1,0,0,1,0.0,0.0,1.0,-0.6258297013190749,-0.6258297013190749,-0.6258297013190749,0.3,0.2777777777777778,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,qaoa,qaoa_original_objective,equal_layer,equal_layer_p1,device_sparse_v1,intermediate,intermediate,2,2,0,1,1,0.0,0.5,0.5,0.1613753516924512,-1.123594774783971,1.4463454781688734,0.10833333333333334,0.36363636363636365,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,qaoa,qaoa_original_objective,equal_layer,equal_layer_p2,device_sparse_v1,high,high,3,3,0,1,2,0.0,0.3333333333333333,0.6666666666666666,-0.4610878366151326,-0.7479940276894398,-0.17418164554082538,0.75,0.6524064171122994,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,qaoa,qaoa_original_objective,equal_layer,equal_layer_p2,device_sparse_v1,high,intermediate,1,1,0,0,1,0.0,0.0,1.0,-1.474243273578977,-1.474243273578977,-1.474243273578977,0.21428571428571427,0.38888888888888884,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,qaoa,qaoa_original_objective,equal_layer,equal_layer_p2,device_sparse_v1,high,low,1,1,0,1,0,0.0,1.0,0.0,-0.48515403997845336,-0.48515403997845336,-0.48515403997845336,0.3,0.2777777777777778,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
family,max3sat,qaoa,qaoa_original_objective,equal_layer,equal_layer_p2,device_sparse_v1,intermediate,intermediate,2,2,0,0,2,0.0,0.0,1.0,-0.9289870289263473,-1.4661786220385906,-0.3917954358141039,0.10833333333333334,0.36363636363636365,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,801bd21b3dc8072237ed4eb68fd32a2cb9aff13978dac017718d438289958197,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
combined_family_balanced,combined,compilation,compiled_two_qubit_depth,not_applicable,not_applicable,all_to_all_reference,high,high,3,2,3,0,0,1.0,0.0,0.0,0.3650059194948697,0.2147508550381479,0.5152609839515916,0.4491341991341991,0.6633487654320988,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
combined_family_balanced,combined,compilation,compiled_two_qubit_depth,not_applicable,not_applicable,all_to_all_reference,high,intermediate,2,1,0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.47916666666666663,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
combined_family_balanced,combined,compilation,compiled_two_qubit_depth,not_applicable,not_applicable,all_to_all_reference,intermediate,high,4,2,4,0,0,1.0,0.0,0.0,0.2698907368593966,0.003807795517882351,0.5359736782009108,0.1187421679197995,0.5485603932584269,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
combined_family_balanced,combined,compilation,compiled_two_qubit_depth,not_applicable,not_applicable,all_to_all_reference,intermediate,intermediate,9,2,8,1,0,0.8888888888888888,0.1111111111111111,0.0,0.28533504695436285,0.14193576840869654,0.42873432550002916,0.12469336219336219,0.39753270135214586,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
combined_family_balanced,combined,compilation,compiled_two_qubit_depth,not_applicable,not_applicable,all_to_all_reference,intermediate,low,2,2,1,1,0,0.5,0.5,0.0,0.229064039408867,-0.21990147783251224,0.6780295566502462,0.12142857142857143,0.2481060606060606,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
combined_family_balanced,combined,compilation,compiled_two_qubit_depth,not_applicable,not_applicable,all_to_all_reference,low,high,1,1,1,0,0,1.0,0.0,0.0,0.31711145996860285,0.31711145996860285,0.31711145996860285,0.07017543859649122,0.5166666666666666,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
combined_family_balanced,combined,compilation,compiled_two_qubit_depth,not_applicable,not_applicable,all_to_all_reference,low,intermediate,8,2,5,3,0,0.625,0.375,0.0,0.2277401801564693,-0.2186305729502105,0.6741109332631491,0.04111165698336751,0.3282393765508685,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
combined_family_balanced,combined,compilation,compiled_two_qubit_depth,not_applicable,not_applicable,all_to_all_reference,low,low,7,2,2,5,0,0.2857142857142857,0.7142857142857143,0.0,0.21740868930191415,-0.20871234172983755,0.6435297203336658,0.035720795495231585,0.18690476190476188,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
combined_family_balanced,combined,compilation,compiled_two_qubit_depth,not_applicable,not_applicable,device_sparse_v1,high,high,2,1,2,0,0,1.0,0.0,0.0,0.16997847033769398,0.16997847033769398,0.16997847033769398,0.5714285714285714,0.7135416666666666,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
combined_family_balanced,combined,compilation,compiled_two_qubit_depth,not_applicable,not_applicable,device_sparse_v1,high,intermediate,2,1,0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.47916666666666663,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
combined_family_balanced,combined,compilation,compiled_two_qubit_depth,not_applicable,not_applicable,device_sparse_v1,intermediate,intermediate,3,2,2,1,0,0.6666666666666666,0.3333333333333333,0.0,0.09586151888012208,-0.0920270581249172,0.28375009588516137,0.16666666666666666,0.3580246913580247,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
combined_family_balanced,combined,compilation,compiled_two_qubit_depth,not_applicable,not_applicable,device_sparse_v1,intermediate,low,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.20833333333333337,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
combined_family_balanced,combined,compilation,compiled_two_qubit_depth,not_applicable,not_applicable,device_sparse_v1,low,low,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.05454545454545454,0.19444444444444442,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
combined_family_balanced,combined,compilation,compiled_two_qubit_gates,not_applicable,not_applicable,all_to_all_reference,high,high,3,2,2,1,0,0.6666666666666666,0.3333333333333333,0.0,0.09620009620009617,0.05566137566137559,0.13673881673881677,0.4491341991341991,0.6633487654320988,pass,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,e3ade62c2d1568a6686439927f821e8d4321e46286156daf59fd75b31c85a222,749d39f68d29d796da0060f6c180c3306254979e
