instance_id,family,split,representation,topology_id,scheduled_row_count,success_count,failure_count,random_rep_seed_count,transpiler_seed_count,two_qubit_gates_mean,two_qubit_gates_median,two_qubit_gates_std,two_qubit_gates_ci95_low,two_qubit_gates_ci95_high,two_qubit_depth_mean,two_qubit_depth_median,two_qubit_depth_std,two_qubit_depth_ci95_low,two_qubit_depth_ci95_high,swap_count_mean,swap_count_median,routing_overhead_mean,routing_overhead_median,compile_runtime_sec_mean,compile_runtime_sec_median,status,failure_kinds,config_hash,manifest_hash,code_commit
inst_04a1b89230c5a6026d670ebcad2bd30c736104ed6ac28632205ec9169547e9f9,max3sat,train,selective,device_sparse_v1,5,5,0,0,5,91.2,91.0,5.118593556827891,86.71335492823424,95.68664507176577,62.4,62.0,6.024948132556827,57.118900114559466,67.68109988544053,12.8,13.0,35.2,35.0,0.00789313999703154,0.007896399998571724,pass,,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,22e05ea2e1684256cfcefc889a4c658b5530de8a
inst_05aaf3936982b612481791b8cbe696e666dbac6b7c6371ca8f9309f2a7262b26,cubic_spin_glass,train,all_native,all_to_all_reference,5,5,0,0,5,32.0,32.0,0.0,32.0,32.0,28.0,28.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0007074200024362653,0.00067559999297373,pass,,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,22e05ea2e1684256cfcefc889a4c658b5530de8a
inst_05aaf3936982b612481791b8cbe696e666dbac6b7c6371ca8f9309f2a7262b26,cubic_spin_glass,train,all_native,device_sparse_v1,5,5,0,0,5,43.0,43.0,2.1213203435596424,41.14058073582099,44.85941926417901,35.2,35.0,2.8635642126552705,32.68997529892633,37.71002470107368,5.0,5.0,11.0,11.0,0.006587800005218014,0.006428300024708733,pass,,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,22e05ea2e1684256cfcefc889a4c658b5530de8a
inst_05aaf3936982b612481791b8cbe696e666dbac6b7c6371ca8f9309f2a7262b26,cubic_spin_glass,train,fully_quadratized,all_to_all_reference,5,5,0,0,5,74.0,74.0,0.0,74.0,74.0,32.0,32.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0010784000041894615,0.0010889999975915998,pass,,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,22e05ea2e1684256cfcefc889a4c658b5530de8a
inst_05aaf3936982b612481791b8cbe696e666dbac6b7c6371ca8f9309f2a7262b26,cubic_spin_glass,train,fully_quadratized,device_sparse_v1,5,0,5,0,5,,,,,,,,,,,,,,,,,expected_infeasible_width,expected_capacity_failure,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,22e05ea2e1684256cfcefc889a4c658b5530de8a
inst_05aaf3936982b612481791b8cbe696e666dbac6b7c6371ca8f9309f2a7262b26,cubic_spin_glass,train,matched_random_selective,all_to_all_reference,25,25,0,5,5,32.0,32.0,0.0,32.0,32.0,28.0,28.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0007944640016648918,0.000736100017093122,pass,,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,22e05ea2e1684256cfcefc889a4c658b5530de8a
inst_05aaf3936982b612481791b8cbe696e666dbac6b7c6371ca8f9309f2a7262b26,cubic_spin_glass,train,matched_random_selective,device_sparse_v1,25,25,0,5,5,43.0,43.0,1.9364916731037085,42.24089526414335,43.75910473585665,35.2,35.0,2.614064523559687,34.1752867067646,36.2247132932354,5.0,5.0,11.0,11.0,0.006795187998795882,0.00629089999711141,pass,,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,22e05ea2e1684256cfcefc889a4c658b5530de8a
inst_05aaf3936982b612481791b8cbe696e666dbac6b7c6371ca8f9309f2a7262b26,cubic_spin_glass,train,selective,all_to_all_reference,5,5,0,0,5,32.0,32.0,0.0,32.0,32.0,28.0,28.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0,0.000727899995399639,0.0007215000223368406,pass,,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,22e05ea2e1684256cfcefc889a4c658b5530de8a
inst_05aaf3936982b612481791b8cbe696e666dbac6b7c6371ca8f9309f2a7262b26,cubic_spin_glass,train,selective,device_sparse_v1,5,5,0,0,5,43.0,43.0,2.1213203435596424,41.14058073582099,44.85941926417901,35.2,35.0,2.8635642126552705,32.68997529892633,37.71002470107368,5.0,5.0,11.0,11.0,0.006597559998044744,0.005915699992328882,pass,,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,22e05ea2e1684256cfcefc889a4c658b5530de8a
inst_072f29754f95706f7e005ffc71c91edbc139dd5aa24177bed97dbe718ea7f2bf,cubic_spin_glass,test,all_native,all_to_all_reference,5,5,0,0,5,80.0,80.0,0.0,80.0,80.0,58.0,58.0,0.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0016724799934308976,0.0015917000127956271,pass,,9d124ad72c0fe2b841fbfc927ec45c35cb413a6a0e01baada17f1025709d315c,9626c07cf4ccf3251a3585a4b367551c7a78f57218970c0d71f73f221adea5d3,22e05ea2e1684256cfcefc889a4c658b5530de8a
