instance_id,new_n_qubits,new_status,old_n_qubits,old_status,random_rep_seed,representation,study,topology_id,transpiler_seed
inst_0252ede428af7d5ba638c993716885266bdf345dcd87961e7c927bacd016606c,31,infeasible_width_exceeds_topology,32,infeasible_width_exceeds_topology,2026082713,matched_random_selective,E2,device_sparse_v1,2026082723
inst_0252ede428af7d5ba638c993716885266bdf345dcd87961e7c927bacd016606c,31,pass,32,pass,2026082713,matched_random_selective,E2,all_to_all_reference,2026082724
inst_0252ede428af7d5ba638c993716885266bdf345dcd87961e7c927bacd016606c,31,infeasible_width_exceeds_topology,32,infeasible_width_exceeds_topology,2026082713,matched_random_selective,E2,device_sparse_v1,2026082724
inst_0252ede428af7d5ba638c993716885266bdf345dcd87961e7c927bacd016606c,31,pass,32,pass,2026082713,matched_random_selective,E2,all_to_all_reference,2026082725
inst_0252ede428af7d5ba638c993716885266bdf345dcd87961e7c927bacd016606c,31,infeasible_width_exceeds_topology,32,infeasible_width_exceeds_topology,2026082713,matched_random_selective,E2,device_sparse_v1,2026082725
inst_0252ede428af7d5ba638c993716885266bdf345dcd87961e7c927bacd016606c,31,pass,32,pass,2026082714,matched_random_selective,E2,all_to_all_reference,2026082721
inst_0252ede428af7d5ba638c993716885266bdf345dcd87961e7c927bacd016606c,31,infeasible_width_exceeds_topology,32,infeasible_width_exceeds_topology,2026082714,matched_random_selective,E2,device_sparse_v1,2026082721
inst_0252ede428af7d5ba638c993716885266bdf345dcd87961e7c927bacd016606c,31,pass,32,pass,2026082714,matched_random_selective,E2,all_to_all_reference,2026082722
inst_0252ede428af7d5ba638c993716885266bdf345dcd87961e7c927bacd016606c,31,infeasible_width_exceeds_topology,32,infeasible_width_exceeds_topology,2026082714,matched_random_selective,E2,device_sparse_v1,2026082722
inst_0252ede428af7d5ba638c993716885266bdf345dcd87961e7c927bacd016606c,31,pass,32,pass,2026082714,matched_random_selective,E2,all_to_all_reference,2026082723
inst_0252ede428af7d5ba638c993716885266bdf345dcd87961e7c927bacd016606c,31,infeasible_width_exceeds_topology,32,infeasible_width_exceeds_topology,2026082714,matched_random_selective,E2,device_sparse_v1,2026082723
inst_0252ede428af7d5ba638c993716885266bdf345dcd87961e7c927bacd016606c,31,pass,32,pass,2026082714,matched_random_selective,E2,all_to_all_reference,2026082724
inst_0252ede428af7d5ba638c993716885266bdf345dcd87961e7c927bacd016606c,31,infeasible_width_exceeds_topology,32,infeasible_width_exceeds_topology,2026082714,matched_random_selective,E2,device_sparse_v1,2026082724
inst_0252ede428af7d5ba638c993716885266bdf345dcd87961e7c927bacd016606c,31,pass,32,pass,2026082714,matched_random_selective,E2,all_to_all_reference,2026082725
inst_0252ede428af7d5ba638c993716885266bdf345dcd87961e7c927bacd016606c,31,infeasible_width_exceeds_topology,32,infeasible_width_exceeds_topology,2026082714,matched_random_selective,E2,device_sparse_v1,2026082725
inst_0252ede428af7d5ba638c993716885266bdf345dcd87961e7c927bacd016606c,31,pass,32,pass,2026082715,matched_random_selective,E2,all_to_all_reference,2026082721
inst_0252ede428af7d5ba638c993716885266bdf345dcd87961e7c927bacd016606c,31,infeasible_width_exceeds_topology,32,infeasible_width_exceeds_topology,2026082715,matched_random_selective,E2,device_sparse_v1,2026082721
inst_0252ede428af7d5ba638c993716885266bdf345dcd87961e7c927bacd016606c,31,pass,32,pass,2026082715,matched_random_selective,E2,all_to_all_reference,2026082722
inst_0252ede428af7d5ba638c993716885266bdf345dcd87961e7c927bacd016606c,31,infeasible_width_exceeds_topology,32,infeasible_width_exceeds_topology,2026082715,matched_random_selective,E2,device_sparse_v1,2026082722
inst_0252ede428af7d5ba638c993716885266bdf345dcd87961e7c927bacd016606c,31,pass,32,pass,2026082715,matched_random_selective,E2,all_to_all_reference,2026082723
inst_0252ede428af7d5ba638c993716885266bdf345dcd87961e7c927bacd016606c,31,infeasible_width_exceeds_topology,32,infeasible_width_exceeds_topology,2026082715,matched_random_selective,E2,device_sparse_v1,2026082723
inst_0252ede428af7d5ba638c993716885266bdf345dcd87961e7c927bacd016606c,31,pass,32,pass,2026082715,matched_random_selective,E2,all_to_all_reference,2026082724
inst_0252ede428af7d5ba638c993716885266bdf345dcd87961e7c927bacd016606c,31,infeasible_width_exceeds_topology,32,infeasible_width_exceeds_topology,2026082715,matched_random_selective,E2,device_sparse_v1,2026082724
inst_0252ede428af7d5ba638c993716885266bdf345dcd87961e7c927bacd016606c,31,pass,32,pass,2026082715,matched_random_selective,E2,all_to_all_reference,2026082725
inst_0252ede428af7d5ba638c993716885266bdf345dcd87961e7c927bacd016606c,31,infeasible_width_exceeds_topology,32,infeasible_width_exceeds_topology,2026082715,matched_random_selective,E2,device_sparse_v1,2026082725
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,,selective,E2,all_to_all_reference,2026082721
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,,selective,E2,device_sparse_v1,2026082721
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,,selective,E2,all_to_all_reference,2026082722
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,,selective,E2,device_sparse_v1,2026082722
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,,selective,E2,all_to_all_reference,2026082723
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,,selective,E2,device_sparse_v1,2026082723
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,,selective,E2,all_to_all_reference,2026082724
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,,selective,E2,device_sparse_v1,2026082724
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,,selective,E2,all_to_all_reference,2026082725
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,,selective,E2,device_sparse_v1,2026082725
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,2026082711,matched_random_selective,E2,all_to_all_reference,2026082721
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,2026082711,matched_random_selective,E2,device_sparse_v1,2026082721
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,2026082711,matched_random_selective,E2,all_to_all_reference,2026082722
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,2026082711,matched_random_selective,E2,device_sparse_v1,2026082722
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,2026082711,matched_random_selective,E2,all_to_all_reference,2026082723
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,2026082711,matched_random_selective,E2,device_sparse_v1,2026082723
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,2026082711,matched_random_selective,E2,all_to_all_reference,2026082724
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,2026082711,matched_random_selective,E2,device_sparse_v1,2026082724
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,2026082711,matched_random_selective,E2,all_to_all_reference,2026082725
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,2026082711,matched_random_selective,E2,device_sparse_v1,2026082725
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,2026082712,matched_random_selective,E2,all_to_all_reference,2026082721
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,2026082712,matched_random_selective,E2,device_sparse_v1,2026082721
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,2026082712,matched_random_selective,E2,all_to_all_reference,2026082722
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,2026082712,matched_random_selective,E2,device_sparse_v1,2026082722
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,2026082712,matched_random_selective,E2,all_to_all_reference,2026082723
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,2026082712,matched_random_selective,E2,device_sparse_v1,2026082723
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,2026082712,matched_random_selective,E2,all_to_all_reference,2026082724
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,2026082712,matched_random_selective,E2,device_sparse_v1,2026082724
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,2026082712,matched_random_selective,E2,all_to_all_reference,2026082725
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,2026082712,matched_random_selective,E2,device_sparse_v1,2026082725
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,2026082713,matched_random_selective,E2,all_to_all_reference,2026082721
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,2026082713,matched_random_selective,E2,device_sparse_v1,2026082721
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,2026082713,matched_random_selective,E2,all_to_all_reference,2026082722
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,2026082713,matched_random_selective,E2,device_sparse_v1,2026082722
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,2026082713,matched_random_selective,E2,all_to_all_reference,2026082723
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,2026082713,matched_random_selective,E2,device_sparse_v1,2026082723
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,2026082713,matched_random_selective,E2,all_to_all_reference,2026082724
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,2026082713,matched_random_selective,E2,device_sparse_v1,2026082724
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,2026082713,matched_random_selective,E2,all_to_all_reference,2026082725
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,2026082713,matched_random_selective,E2,device_sparse_v1,2026082725
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,2026082714,matched_random_selective,E2,all_to_all_reference,2026082721
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,2026082714,matched_random_selective,E2,device_sparse_v1,2026082721
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,2026082714,matched_random_selective,E2,all_to_all_reference,2026082722
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,2026082714,matched_random_selective,E2,device_sparse_v1,2026082722
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,2026082714,matched_random_selective,E2,all_to_all_reference,2026082723
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,2026082714,matched_random_selective,E2,device_sparse_v1,2026082723
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,2026082714,matched_random_selective,E2,all_to_all_reference,2026082724
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,2026082714,matched_random_selective,E2,device_sparse_v1,2026082724
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,2026082714,matched_random_selective,E2,all_to_all_reference,2026082725
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,2026082714,matched_random_selective,E2,device_sparse_v1,2026082725
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,2026082715,matched_random_selective,E2,all_to_all_reference,2026082721
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,2026082715,matched_random_selective,E2,device_sparse_v1,2026082721
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,2026082715,matched_random_selective,E2,all_to_all_reference,2026082722
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,2026082715,matched_random_selective,E2,device_sparse_v1,2026082722
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,2026082715,matched_random_selective,E2,all_to_all_reference,2026082723
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,2026082715,matched_random_selective,E2,device_sparse_v1,2026082723
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,2026082715,matched_random_selective,E2,all_to_all_reference,2026082724
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,2026082715,matched_random_selective,E2,device_sparse_v1,2026082724
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,pass,25,pass,2026082715,matched_random_selective,E2,all_to_all_reference,2026082725
inst_0366081022d366132ff6b1386c720f91dd3afb46164783328f155336aede2b17,29,infeasible_width_exceeds_topology,25,infeasible_width_exceeds_topology,2026082715,matched_random_selective,E2,device_sparse_v1,2026082725
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,pass,,selective,E2,all_to_all_reference,2026082721
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,infeasible_width_exceeds_topology,,selective,E2,device_sparse_v1,2026082721
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,pass,,selective,E2,all_to_all_reference,2026082722
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,infeasible_width_exceeds_topology,,selective,E2,device_sparse_v1,2026082722
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,pass,,selective,E2,all_to_all_reference,2026082723
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,infeasible_width_exceeds_topology,,selective,E2,device_sparse_v1,2026082723
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,pass,,selective,E2,all_to_all_reference,2026082724
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,infeasible_width_exceeds_topology,,selective,E2,device_sparse_v1,2026082724
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,pass,,selective,E2,all_to_all_reference,2026082725
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,infeasible_width_exceeds_topology,,selective,E2,device_sparse_v1,2026082725
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,pass,2026082711,matched_random_selective,E2,all_to_all_reference,2026082721
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,infeasible_width_exceeds_topology,2026082711,matched_random_selective,E2,device_sparse_v1,2026082721
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,pass,2026082711,matched_random_selective,E2,all_to_all_reference,2026082722
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,infeasible_width_exceeds_topology,2026082711,matched_random_selective,E2,device_sparse_v1,2026082722
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,pass,2026082711,matched_random_selective,E2,all_to_all_reference,2026082723
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,infeasible_width_exceeds_topology,2026082711,matched_random_selective,E2,device_sparse_v1,2026082723
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,pass,2026082711,matched_random_selective,E2,all_to_all_reference,2026082724
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,infeasible_width_exceeds_topology,2026082711,matched_random_selective,E2,device_sparse_v1,2026082724
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,pass,2026082711,matched_random_selective,E2,all_to_all_reference,2026082725
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,infeasible_width_exceeds_topology,2026082711,matched_random_selective,E2,device_sparse_v1,2026082725
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,pass,2026082712,matched_random_selective,E2,all_to_all_reference,2026082721
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,infeasible_width_exceeds_topology,2026082712,matched_random_selective,E2,device_sparse_v1,2026082721
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,pass,2026082712,matched_random_selective,E2,all_to_all_reference,2026082722
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,infeasible_width_exceeds_topology,2026082712,matched_random_selective,E2,device_sparse_v1,2026082722
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,pass,2026082712,matched_random_selective,E2,all_to_all_reference,2026082723
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,infeasible_width_exceeds_topology,2026082712,matched_random_selective,E2,device_sparse_v1,2026082723
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,pass,2026082712,matched_random_selective,E2,all_to_all_reference,2026082724
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,infeasible_width_exceeds_topology,2026082712,matched_random_selective,E2,device_sparse_v1,2026082724
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,pass,2026082712,matched_random_selective,E2,all_to_all_reference,2026082725
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,infeasible_width_exceeds_topology,2026082712,matched_random_selective,E2,device_sparse_v1,2026082725
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,pass,2026082713,matched_random_selective,E2,all_to_all_reference,2026082721
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,infeasible_width_exceeds_topology,2026082713,matched_random_selective,E2,device_sparse_v1,2026082721
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,pass,2026082713,matched_random_selective,E2,all_to_all_reference,2026082722
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,infeasible_width_exceeds_topology,2026082713,matched_random_selective,E2,device_sparse_v1,2026082722
inst_041b2d91ccdc07271608f44a7f021336dab5e35d5c3753501859d4ba17b039f0,12,pass,14,pass,2026082713,matched_random_selective,E2,all_to_all_reference,2026082723
