family,instance_id,representation,routing_overhead,swap_count,topology_id,two_qubit_depth,two_qubit_gates
cubic_spin_glass,inst_6b39d1a73c909fe62fea28132fe796da14083eef65020e77cf56f6f6be6b578d,fully_quadratized,0.0,0.0,all_to_all_reference,2.0,34.0
cubic_spin_glass,inst_6b39d1a73c909fe62fea28132fe796da14083eef65020e77cf56f6f6be6b578d,selective,0.0,0.0,all_to_all_reference,0.0,0.0
cubic_spin_glass,inst_6b39d1a73c909fe62fea28132fe796da14083eef65020e77cf56f6f6be6b578d,matched_random_selective,0.0,0.0,all_to_all_reference,0.0,0.0
cubic_spin_glass,inst_6c945daac216f453a50715a1baa7e8a40f19ae2e62bd0a5f5ec4ecd7e3881303,fully_quadratized,0.0,0.0,all_to_all_reference,3.0,88.0
cubic_spin_glass,inst_6c945daac216f453a50715a1baa7e8a40f19ae2e62bd0a5f5ec4ecd7e3881303,selective,0.0,0.0,all_to_all_reference,0.0,0.0
cubic_spin_glass,inst_6c945daac216f453a50715a1baa7e8a40f19ae2e62bd0a5f5ec4ecd7e3881303,matched_random_selective,0.0,0.0,all_to_all_reference,0.0,0.0
cubic_spin_glass,inst_6de219ee046e11cc6b3925b66cc25f0b4641e502623cd3aa766407f918c53235,fully_quadratized,0.0,0.0,all_to_all_reference,-5.0,24.0
cubic_spin_glass,inst_6de219ee046e11cc6b3925b66cc25f0b4641e502623cd3aa766407f918c53235,selective,0.0,0.0,all_to_all_reference,0.0,0.0
cubic_spin_glass,inst_6de219ee046e11cc6b3925b66cc25f0b4641e502623cd3aa766407f918c53235,matched_random_selective,0.0,0.0,all_to_all_reference,0.0,0.0
cubic_spin_glass,inst_6e8e29b178b0429786c8a2bff968eb63511358e6ddec0fe591285ea24a8d1c6d,fully_quadratized,0.0,0.0,all_to_all_reference,5.0,34.0
cubic_spin_glass,inst_6e8e29b178b0429786c8a2bff968eb63511358e6ddec0fe591285ea24a8d1c6d,selective,0.0,0.0,all_to_all_reference,0.0,0.0
cubic_spin_glass,inst_6e8e29b178b0429786c8a2bff968eb63511358e6ddec0fe591285ea24a8d1c6d,matched_random_selective,0.0,0.0,all_to_all_reference,0.0,0.0
cubic_spin_glass,inst_6ea539895de41953dcf8585c9c5a14620e89386260235c3b1468a17d57ab2b23,fully_quadratized,0.0,0.0,all_to_all_reference,-27.0,24.0
cubic_spin_glass,inst_6ea539895de41953dcf8585c9c5a14620e89386260235c3b1468a17d57ab2b23,selective,0.0,0.0,all_to_all_reference,0.0,0.0
cubic_spin_glass,inst_6ea539895de41953dcf8585c9c5a14620e89386260235c3b1468a17d57ab2b23,matched_random_selective,0.0,0.0,all_to_all_reference,0.0,0.0
