scope,study,family,representation,budget_key,depth_stratum,policy,metric,n_instances,mean,sd,ci95_low,ci95_high,df,ci_status,zero_depth_instance_count,ci_unit,ci_method,multiplicity
all_designs_diagnostic,original_e4,cubic_spin_glass,all_native,equal_layer_p2,positive_depth_only,cold,optimum_hit_rate,7,0.1608773613755725,0.17774800896892007,-0.003512128991330854,0.3252668517424758,6,estimated,0,raw_instance,two_sided_Student_t_95_df_n_minus_1,unadjusted_exploratory
all_designs_diagnostic,original_e4,cubic_spin_glass,all_native,equal_layer_p2,positive_depth_only,cold,auxiliary_inconsistency_rate,7,0.0,0.0,0.0,0.0,6,estimated,0,raw_instance,two_sided_Student_t_95_df_n_minus_1,unadjusted_exploratory
all_designs_diagnostic,original_e4,cubic_spin_glass,all_native,equal_layer_p2,positive_depth_only,cold,statevector_norm,7,1.0000000000000002,4.2724872656102426e-16,0.9999999999999998,1.0000000000000007,6,estimated,0,raw_instance,two_sided_Student_t_95_df_n_minus_1,unadjusted_exploratory
all_designs_diagnostic,original_e4,cubic_spin_glass,all_native,equal_layer_p2,positive_depth_only,original_only,original_objective_mean,7,-2.652076946090112,1.222974842419631,-3.7831400294018382,-1.521013862778386,6,estimated,0,raw_instance,two_sided_Student_t_95_df_n_minus_1,unadjusted_exploratory
all_designs_diagnostic,original_e4,cubic_spin_glass,all_native,equal_layer_p2,positive_depth_only,original_only,encoded_energy_mean,7,-2.652076946090112,1.222974842419631,-3.7831400294018382,-1.521013862778386,6,estimated,0,raw_instance,two_sided_Student_t_95_df_n_minus_1,unadjusted_exploratory
all_designs_diagnostic,original_e4,cubic_spin_glass,all_native,equal_layer_p2,positive_depth_only,original_only,optimum_hit_rate,7,0.19744151147143743,0.1783249509380663,0.03251843877734295,0.3623645841655319,6,estimated,0,raw_instance,two_sided_Student_t_95_df_n_minus_1,unadjusted_exploratory
all_designs_diagnostic,original_e4,cubic_spin_glass,all_native,equal_layer_p2,positive_depth_only,original_only,auxiliary_inconsistency_rate,7,0.0,0.0,0.0,0.0,6,estimated,0,raw_instance,two_sided_Student_t_95_df_n_minus_1,unadjusted_exploratory
all_designs_diagnostic,original_e4,cubic_spin_glass,all_native,equal_layer_p2,positive_depth_only,original_only,statevector_norm,7,1.0000000000000002,5.047141111338362e-16,0.9999999999999998,1.0000000000000007,6,estimated,0,raw_instance,two_sided_Student_t_95_df_n_minus_1,unadjusted_exploratory
all_designs_diagnostic,original_e4,cubic_spin_glass,fully_quadratized,equal_2q_budget_128,all_scheduled,cold,original_objective_mean,7,-0.4387751963358694,0.4259928625370985,-0.8327528840671381,-0.04479750860460069,6,estimated,2,raw_instance,two_sided_Student_t_95_df_n_minus_1,unadjusted_exploratory
all_designs_diagnostic,original_e4,cubic_spin_glass,fully_quadratized,equal_2q_budget_128,all_scheduled,cold,encoded_energy_mean,7,48.45835179357184,20.95770490019632,29.075707522121032,67.84099606502265,6,estimated,2,raw_instance,two_sided_Student_t_95_df_n_minus_1,unadjusted_exploratory
all_designs_diagnostic,original_e4,cubic_spin_glass,fully_quadratized,equal_2q_budget_128,all_scheduled,cold,optimum_hit_rate,7,0.06240670799891785,0.07886274046127734,-0.010529162217403916,0.13534257821523962,6,estimated,2,raw_instance,two_sided_Student_t_95_df_n_minus_1,unadjusted_exploratory
all_designs_diagnostic,original_e4,cubic_spin_glass,fully_quadratized,equal_2q_budget_128,all_scheduled,cold,auxiliary_inconsistency_rate,7,0.8932008346261044,0.06431124322901735,0.8337228547567002,0.9526788144955087,6,estimated,2,raw_instance,two_sided_Student_t_95_df_n_minus_1,unadjusted_exploratory
all_designs_diagnostic,original_e4,cubic_spin_glass,fully_quadratized,equal_2q_budget_128,all_scheduled,cold,statevector_norm,7,0.9999999999999998,2.9967209075635457e-16,0.9999999999999996,1.0,6,estimated,2,raw_instance,two_sided_Student_t_95_df_n_minus_1,unadjusted_exploratory
all_designs_diagnostic,original_e4,cubic_spin_glass,fully_quadratized,equal_2q_budget_128,all_scheduled,independence,original_objective_mean,7,-0.46097040956212065,0.2383704515730906,-0.6814263082241458,-0.24051451090009549,6,estimated,2,raw_instance,two_sided_Student_t_95_df_n_minus_1,unadjusted_exploratory
all_designs_diagnostic,original_e4,cubic_spin_glass,fully_quadratized,equal_2q_budget_128,all_scheduled,independence,encoded_energy_mean,7,42.382647306761484,18.79145713232772,25.0034480732274,59.761846540295565,6,estimated,2,raw_instance,two_sided_Student_t_95_df_n_minus_1,unadjusted_exploratory
all_designs_diagnostic,original_e4,cubic_spin_glass,fully_quadratized,equal_2q_budget_128,all_scheduled,independence,optimum_hit_rate,7,0.07117456303901772,0.0746473137061585,0.0021373123345137385,0.1402118137435217,6,estimated,2,raw_instance,two_sided_Student_t_95_df_n_minus_1,unadjusted_exploratory
all_designs_diagnostic,original_e4,cubic_spin_glass,fully_quadratized,equal_2q_budget_128,all_scheduled,independence,auxiliary_inconsistency_rate,7,0.8529750170075961,0.12018523008603772,0.7418222179518983,0.964127816063294,6,estimated,2,raw_instance,two_sided_Student_t_95_df_n_minus_1,unadjusted_exploratory
all_designs_diagnostic,original_e4,cubic_spin_glass,fully_quadratized,equal_2q_budget_128,all_scheduled,independence,statevector_norm,7,1.0,3.417646347701869e-16,0.9999999999999997,1.0000000000000002,6,estimated,2,raw_instance,two_sided_Student_t_95_df_n_minus_1,unadjusted_exploratory
all_designs_diagnostic,original_e4,cubic_spin_glass,fully_quadratized,equal_2q_budget_128,all_scheduled,original_only,original_objective_mean,7,-0.42003538853618727,0.19864418617710342,-0.6037506195501794,-0.23632015752219512,6,estimated,2,raw_instance,two_sided_Student_t_95_df_n_minus_1,unadjusted_exploratory
