study,family,instance_id,representation,budget_key,policy,random_rep_seed,p,restart_count,original_objective_mean,encoded_energy_mean,optimum_hit_rate,auxiliary_inconsistency_rate,statevector_norm
targeted,cubic_spin_glass,inst_501f35a009a21e9de0aa7d7e1152c81055124638309d34e6deea1da6e535c2cd,selective,equal_layer_p1,cold,,1,3,-1.897393662551364,10.85582540301582,0.005159995406214754,0.7839083914728842,1.0000000000000007
targeted,cubic_spin_glass,inst_501f35a009a21e9de0aa7d7e1152c81055124638309d34e6deea1da6e535c2cd,selective,equal_layer_p1,original_only,,1,3,-1.0421517970197784,11.454459758875695,0.003907992920860237,0.7787765045174303,1.0000000000000009
targeted,cubic_spin_glass,inst_501f35a009a21e9de0aa7d7e1152c81055124638309d34e6deea1da6e535c2cd,selective,equal_layer_p1,pair,,1,3,-1.7042174742472962,8.730958975440421,0.006470862890915222,0.7300786286244234,0.9999999999999992
targeted,cubic_spin_glass,inst_501f35a009a21e9de0aa7d7e1152c81055124638309d34e6deea1da6e535c2cd,selective,equal_layer_p1,independence,,1,3,-1.4485402863929064,10.526370906924003,0.005520113199534197,0.7262649374220951,1.0000000000000007
targeted,cubic_spin_glass,inst_501f35a009a21e9de0aa7d7e1152c81055124638309d34e6deea1da6e535c2cd,selective,equal_layer_p2,cold,,2,3,-3.2504871130981603,10.539175845513466,0.010516340304414099,0.7474534163252554,0.9999999999999994
targeted,cubic_spin_glass,inst_501f35a009a21e9de0aa7d7e1152c81055124638309d34e6deea1da6e535c2cd,selective,equal_layer_p2,original_only,,2,3,-2.1883376138081805,10.767359948971794,0.005350338265005596,0.7487920805505747,1.0000000000000016
targeted,cubic_spin_glass,inst_501f35a009a21e9de0aa7d7e1152c81055124638309d34e6deea1da6e535c2cd,selective,equal_layer_p2,pair,,2,3,-2.618943506015814,9.307530099947945,0.006620377669589988,0.7197041891319588,1.000000000000001
targeted,cubic_spin_glass,inst_501f35a009a21e9de0aa7d7e1152c81055124638309d34e6deea1da6e535c2cd,selective,equal_layer_p2,independence,,2,3,-1.6473531350748922,10.590542731448261,0.005101667514680853,0.7222335712671111,1.0000000000000004
targeted,cubic_spin_glass,inst_e0163519284b54b5ea0e26c30d2408f3a25eb7580d9ac53d9b4943d02c2b0176,selective,equal_layer_p1,cold,,1,3,-0.3794963849196926,55.388883323712186,0.030421050374840972,0.9685416585389851,0.9999999999999999
targeted,cubic_spin_glass,inst_e0163519284b54b5ea0e26c30d2408f3a25eb7580d9ac53d9b4943d02c2b0176,selective,equal_layer_p1,original_only,,1,3,-0.45319951394697694,47.10698217206425,0.04113750592583973,0.9800786187722772,1.0000000000000004
targeted,cubic_spin_glass,inst_e0163519284b54b5ea0e26c30d2408f3a25eb7580d9ac53d9b4943d02c2b0176,selective,equal_layer_p1,pair,,1,3,-0.4428621364768231,39.66001544428902,0.03305671350475301,0.9562794854678573,0.9999999999999996
targeted,cubic_spin_glass,inst_e0163519284b54b5ea0e26c30d2408f3a25eb7580d9ac53d9b4943d02c2b0176,selective,equal_layer_p1,independence,,1,3,-0.4808934387792103,49.21054588226591,0.041718154576292514,0.9769069619388446,0.9999999999999994
targeted,cubic_spin_glass,inst_e0163519284b54b5ea0e26c30d2408f3a25eb7580d9ac53d9b4943d02c2b0176,selective,equal_layer_p2,cold,,2,3,-0.5777490457780278,46.96632909051842,0.03986028559639424,0.9568893790896055,1.0000000000000002
targeted,cubic_spin_glass,inst_e0163519284b54b5ea0e26c30d2408f3a25eb7580d9ac53d9b4943d02c2b0176,selective,equal_layer_p2,original_only,,2,3,-0.3810071671121779,51.05154925692289,0.025548683433083794,0.9678188681224519,0.9999999999999997
targeted,cubic_spin_glass,inst_e0163519284b54b5ea0e26c30d2408f3a25eb7580d9ac53d9b4943d02c2b0176,selective,equal_layer_p2,pair,,2,3,-0.4823739779345206,44.76968780772652,0.029682259242696993,0.9583521380434705,1.0
targeted,cubic_spin_glass,inst_e0163519284b54b5ea0e26c30d2408f3a25eb7580d9ac53d9b4943d02c2b0176,selective,equal_layer_p2,independence,,2,3,-0.4025286347647556,43.479480950647066,0.039150883747282844,0.950820720154459,1.0000000000000002
targeted,cubic_spin_glass,inst_d796bb2832a607ab9991e780ba6ba381959a114de52b1fc6e98f6f0c5ae5ed90,selective,equal_layer_p1,cold,,1,3,-2.056491488132067,51.46358290252653,0.008364430034694458,0.9536221619435691,0.9999999999999994
targeted,cubic_spin_glass,inst_d796bb2832a607ab9991e780ba6ba381959a114de52b1fc6e98f6f0c5ae5ed90,selective,equal_layer_p1,original_only,,1,3,-2.2578217016379005,43.99997492921546,0.002489876318492587,0.9374435904051287,1.0000000000000007
targeted,cubic_spin_glass,inst_d796bb2832a607ab9991e780ba6ba381959a114de52b1fc6e98f6f0c5ae5ed90,selective,equal_layer_p1,pair,,1,3,-2.6839188577504696,35.16521442436974,0.0034573708096696416,0.8930691740143345,1.0000000000000007
targeted,cubic_spin_glass,inst_d796bb2832a607ab9991e780ba6ba381959a114de52b1fc6e98f6f0c5ae5ed90,selective,equal_layer_p1,independence,,1,3,-1.9429407225401594,31.725718666218963,0.002865959684900291,0.8684714693507337,1.0
targeted,cubic_spin_glass,inst_d796bb2832a607ab9991e780ba6ba381959a114de52b1fc6e98f6f0c5ae5ed90,selective,equal_layer_p2,cold,,2,3,-0.859982041760165,41.39789732461467,0.006165109850534684,0.9473385717612239,0.9999999999999999
targeted,cubic_spin_glass,inst_d796bb2832a607ab9991e780ba6ba381959a114de52b1fc6e98f6f0c5ae5ed90,selective,equal_layer_p2,original_only,,2,3,-1.0601693383580513,48.57470820959842,0.004869921531572397,0.96270977373046,1.0000000000000009
targeted,cubic_spin_glass,inst_d796bb2832a607ab9991e780ba6ba381959a114de52b1fc6e98f6f0c5ae5ed90,selective,equal_layer_p2,pair,,2,3,-0.5679002307826391,57.90851576711878,0.0084356026101048,0.9683748891816076,1.0
targeted,cubic_spin_glass,inst_d796bb2832a607ab9991e780ba6ba381959a114de52b1fc6e98f6f0c5ae5ed90,selective,equal_layer_p2,independence,,2,3,-1.1596528630236214,49.40706986186907,0.0078599871372535,0.9622654566106147,1.000000000000001
targeted,cubic_spin_glass,inst_8024dbda0f7de5189254ad4ee6feb8e22263710e6c27cea27e3a1f561e3dbd08,selective,equal_layer_p1,cold,,1,3,-0.3346233503142065,44.303871113909786,0.03492145488597551,0.9189873162638292,1.0000000000000009
targeted,cubic_spin_glass,inst_8024dbda0f7de5189254ad4ee6feb8e22263710e6c27cea27e3a1f561e3dbd08,selective,equal_layer_p1,original_only,,1,3,-0.27280887572313717,48.81751221355048,0.022468448457963957,0.9498547472120209,1.0000000000000004
targeted,cubic_spin_glass,inst_8024dbda0f7de5189254ad4ee6feb8e22263710e6c27cea27e3a1f561e3dbd08,selective,equal_layer_p1,pair,,1,3,-0.6785332387109447,50.16515927489801,0.026152202905669834,0.9495468659650358,0.999999999999999
targeted,cubic_spin_glass,inst_8024dbda0f7de5189254ad4ee6feb8e22263710e6c27cea27e3a1f561e3dbd08,selective,equal_layer_p1,independence,,1,3,-0.62404974303944,58.793223114177316,0.027198350019789635,0.9672603010120566,0.9999999999999994
targeted,cubic_spin_glass,inst_8024dbda0f7de5189254ad4ee6feb8e22263710e6c27cea27e3a1f561e3dbd08,selective,equal_layer_p2,cold,,2,3,-0.34761888876812086,43.33545075046688,0.0375315532126388,0.8916603377082756,1.0000000000000004
targeted,cubic_spin_glass,inst_8024dbda0f7de5189254ad4ee6feb8e22263710e6c27cea27e3a1f561e3dbd08,selective,equal_layer_p2,original_only,,2,3,-0.8651708892194455,40.55065713990427,0.02673036292282886,0.908347084387029,1.0000000000000002
targeted,cubic_spin_glass,inst_8024dbda0f7de5189254ad4ee6feb8e22263710e6c27cea27e3a1f561e3dbd08,selective,equal_layer_p2,pair,,2,3,-0.42508638293974305,52.39623301734823,0.026509415328134295,0.9433675474487275,0.9999999999999979
targeted,cubic_spin_glass,inst_8024dbda0f7de5189254ad4ee6feb8e22263710e6c27cea27e3a1f561e3dbd08,selective,equal_layer_p2,independence,,2,3,-0.8140272863685382,46.09515699802514,0.026384969075344687,0.9254227123342883,0.9999999999999988
targeted,cubic_spin_glass,inst_6b00aee9203529edaca1fc5300e52279f8da9b67def8ab94e986d728ce8d9340,selective,equal_layer_p1,cold,,1,3,-0.5948592546093214,52.2719800284741,0.04049749883886227,0.9196547558157059,1.0
targeted,cubic_spin_glass,inst_6b00aee9203529edaca1fc5300e52279f8da9b67def8ab94e986d728ce8d9340,selective,equal_layer_p1,original_only,,1,3,-0.540187237305199,50.324433503582185,0.052611382972920784,0.940447172322696,1.0000000000000007
targeted,cubic_spin_glass,inst_6b00aee9203529edaca1fc5300e52279f8da9b67def8ab94e986d728ce8d9340,selective,equal_layer_p1,pair,,1,3,-0.5500923561812656,52.99421773589476,0.04138535652523246,0.9567576329038419,0.9999999999999994
targeted,cubic_spin_glass,inst_6b00aee9203529edaca1fc5300e52279f8da9b67def8ab94e986d728ce8d9340,selective,equal_layer_p1,independence,,1,3,-1.05509776332262,40.895630703582704,0.09697463480288576,0.8733475076727503,1.0000000000000007
targeted,cubic_spin_glass,inst_6b00aee9203529edaca1fc5300e52279f8da9b67def8ab94e986d728ce8d9340,selective,equal_layer_p2,cold,,2,3,-0.6985618143761397,61.13496942035878,0.09005745435147029,0.9662728450289705,1.0000000000000002
targeted,cubic_spin_glass,inst_6b00aee9203529edaca1fc5300e52279f8da9b67def8ab94e986d728ce8d9340,selective,equal_layer_p2,original_only,,2,3,-0.7664392224084091,40.75149449406206,0.096895537506117,0.8952946420591115,1.0
targeted,cubic_spin_glass,inst_6b00aee9203529edaca1fc5300e52279f8da9b67def8ab94e986d728ce8d9340,selective,equal_layer_p2,pair,,2,3,-0.7933727056994747,66.65182526859802,0.07685637367481314,0.9739954950396132,0.9999999999999997
targeted,cubic_spin_glass,inst_6b00aee9203529edaca1fc5300e52279f8da9b67def8ab94e986d728ce8d9340,selective,equal_layer_p2,independence,,2,3,-0.5903061005350422,44.784412938274095,0.06015818232926722,0.8742189374027972,1.0000000000000002
targeted,cubic_spin_glass,inst_3141412d947d22c843612dbff6441869a4d5ca25f958eaa4f28e48162ee11b82,selective,equal_layer_p1,cold,,1,3,-0.4971163878676088,48.562060831771674,0.02797698019599425,0.9518385046113788,0.9999999999999996
targeted,cubic_spin_glass,inst_3141412d947d22c843612dbff6441869a4d5ca25f958eaa4f28e48162ee11b82,selective,equal_layer_p1,original_only,,1,3,-0.6066419945779642,40.994101205948915,0.0701974074374774,0.9618310927590749,1.0000000000000002
targeted,cubic_spin_glass,inst_3141412d947d22c843612dbff6441869a4d5ca25f958eaa4f28e48162ee11b82,selective,equal_layer_p1,pair,,1,3,-0.6946358020796124,47.00350418676353,0.052724185043907544,0.9664005664355283,0.9999999999999997
targeted,cubic_spin_glass,inst_3141412d947d22c843612dbff6441869a4d5ca25f958eaa4f28e48162ee11b82,selective,equal_layer_p1,independence,,1,3,-0.6660476349413594,42.98694464309637,0.0731983483255363,0.9710830128341695,1.0000000000000002
targeted,cubic_spin_glass,inst_3141412d947d22c843612dbff6441869a4d5ca25f958eaa4f28e48162ee11b82,selective,equal_layer_p2,cold,,2,3,-0.9271222588914497,49.52618156262247,0.06768731384297862,0.9595051333051859,0.9999999999999997
targeted,cubic_spin_glass,inst_3141412d947d22c843612dbff6441869a4d5ca25f958eaa4f28e48162ee11b82,selective,equal_layer_p2,original_only,,2,3,-0.49911456333971177,41.06569227314096,0.04851076779691304,0.9100026649660395,1.0000000000000002
targeted,cubic_spin_glass,inst_3141412d947d22c843612dbff6441869a4d5ca25f958eaa4f28e48162ee11b82,selective,equal_layer_p2,pair,,2,3,-0.8877592144457775,44.12739346579553,0.09749153785532948,0.9502777814396479,0.9999999999999999
targeted,cubic_spin_glass,inst_3141412d947d22c843612dbff6441869a4d5ca25f958eaa4f28e48162ee11b82,selective,equal_layer_p2,independence,,2,3,-0.8493571282663931,42.239749429715744,0.09008739880407056,0.9445900560396053,1.0000000000000007
targeted,cubic_spin_glass,inst_616468a632899d8b508be320cd7145d18205825cf6b865b159f24a2b19562761,selective,equal_layer_p1,cold,,1,3,-1.7695929934184564,33.75900705231596,0.04053496493452943,0.9101672573451688,1.0
targeted,cubic_spin_glass,inst_616468a632899d8b508be320cd7145d18205825cf6b865b159f24a2b19562761,selective,equal_layer_p1,original_only,,1,3,-1.3339159158125955,26.468873466317422,0.01864274725452416,0.9087722189636606,1.000000000000001
targeted,cubic_spin_glass,inst_616468a632899d8b508be320cd7145d18205825cf6b865b159f24a2b19562761,selective,equal_layer_p1,pair,,1,3,-0.9239925282832485,28.659760077171402,0.017104178191868102,0.841216015826645,0.9999999999999997
targeted,cubic_spin_glass,inst_616468a632899d8b508be320cd7145d18205825cf6b865b159f24a2b19562761,selective,equal_layer_p1,independence,,1,3,-0.7932421662655499,32.87395827432723,0.004589201803253755,0.8836475389933699,1.0000000000000007
targeted,cubic_spin_glass,inst_616468a632899d8b508be320cd7145d18205825cf6b865b159f24a2b19562761,selective,equal_layer_p2,cold,,2,3,-1.110581032324249,32.543767792798995,0.02165085928371041,0.8904497264289425,1.0000000000000002
targeted,cubic_spin_glass,inst_616468a632899d8b508be320cd7145d18205825cf6b865b159f24a2b19562761,selective,equal_layer_p2,original_only,,2,3,-0.6024123343463662,28.236435876173,0.02008133316492963,0.8808733488444994,0.9999999999999997
targeted,cubic_spin_glass,inst_616468a632899d8b508be320cd7145d18205825cf6b865b159f24a2b19562761,selective,equal_layer_p2,pair,,2,3,-0.8217417351834633,38.705437505533645,0.0228902851023773,0.9156208783118857,1.0
targeted,cubic_spin_glass,inst_616468a632899d8b508be320cd7145d18205825cf6b865b159f24a2b19562761,selective,equal_layer_p2,independence,,2,3,-0.5642464895211541,32.70190944372843,0.021245591543112157,0.872516938433403,0.9999999999999994
targeted,cubic_spin_glass,inst_fb350fa93d05cfd38db8aaef33b2ff0edf017843a78a0e77f092cdb6f0698dd6,selective,equal_layer_p1,cold,,1,3,-1.689092295579204,43.19416450427439,0.013211520456212272,0.9312228484398761,1.0
targeted,cubic_spin_glass,inst_fb350fa93d05cfd38db8aaef33b2ff0edf017843a78a0e77f092cdb6f0698dd6,selective,equal_layer_p1,original_only,,1,3,-1.6898627086112263,43.19786052692555,0.013230408873363936,0.9312733170553266,1.0000000000000002
targeted,cubic_spin_glass,inst_fb350fa93d05cfd38db8aaef33b2ff0edf017843a78a0e77f092cdb6f0698dd6,selective,equal_layer_p1,pair,,1,3,-1.6897713601621807,43.22761017254654,0.0132116470433677,0.9313041990358931,1.0000000000000016
targeted,cubic_spin_glass,inst_fb350fa93d05cfd38db8aaef33b2ff0edf017843a78a0e77f092cdb6f0698dd6,selective,equal_layer_p1,independence,,1,3,-1.8670345693540444,27.000059559730705,0.011586516484388423,0.8278817183210201,1.0000000000000009
targeted,cubic_spin_glass,inst_fb350fa93d05cfd38db8aaef33b2ff0edf017843a78a0e77f092cdb6f0698dd6,selective,equal_layer_p2,cold,,2,3,-1.4025222143576135,43.5267607545847,0.01338711209714886,0.9392155992787607,1.0000000000000007
targeted,cubic_spin_glass,inst_fb350fa93d05cfd38db8aaef33b2ff0edf017843a78a0e77f092cdb6f0698dd6,selective,equal_layer_p2,original_only,,2,3,-1.4025222144375722,43.52676075585426,0.01338711204622419,0.9392155991768618,1.0
targeted,cubic_spin_glass,inst_fb350fa93d05cfd38db8aaef33b2ff0edf017843a78a0e77f092cdb6f0698dd6,selective,equal_layer_p2,pair,,2,3,-1.391682332245024,43.528396530609804,0.013297655893354571,0.9388264051879581,1.0000000000000007
targeted,cubic_spin_glass,inst_fb350fa93d05cfd38db8aaef33b2ff0edf017843a78a0e77f092cdb6f0698dd6,selective,equal_layer_p2,independence,,2,3,-1.5481315396411424,38.8188380939651,0.01362120788622539,0.9131603758642018,1.0000000000000002
targeted,cubic_spin_glass,inst_cff8c30e2d12596a19257084e321bb4e69e780eb53a95b806d8f137418ab50d2,selective,equal_layer_p1,cold,,1,3,-1.1788515873357996,29.66415407494685,0.03499910109943216,0.8473640036457368,0.9999999999999997
targeted,cubic_spin_glass,inst_cff8c30e2d12596a19257084e321bb4e69e780eb53a95b806d8f137418ab50d2,selective,equal_layer_p1,original_only,,1,3,-1.1785915085526606,29.630332045978594,0.034829798229737544,0.847965481706623,1.0000000000000009
targeted,cubic_spin_glass,inst_cff8c30e2d12596a19257084e321bb4e69e780eb53a95b806d8f137418ab50d2,selective,equal_layer_p1,pair,,1,3,-1.1774676061490463,29.668042158308776,0.0343294409293291,0.8483636466495689,0.9999999999999997
targeted,cubic_spin_glass,inst_cff8c30e2d12596a19257084e321bb4e69e780eb53a95b806d8f137418ab50d2,selective,equal_layer_p1,independence,,1,3,-1.6306370056897947,24.497501578010965,0.03482914595812912,0.765983412383371,1.0000000000000002
targeted,cubic_spin_glass,inst_cff8c30e2d12596a19257084e321bb4e69e780eb53a95b806d8f137418ab50d2,selective,equal_layer_p2,cold,,2,3,-1.6024540962014058,27.153596793641224,0.02750325243172273,0.8355314074227239,1.0000000000000002
targeted,cubic_spin_glass,inst_cff8c30e2d12596a19257084e321bb4e69e780eb53a95b806d8f137418ab50d2,selective,equal_layer_p2,original_only,,2,3,-1.5825924634618687,27.448142638236476,0.027497115083474428,0.8387508625572405,1.0000000000000007
targeted,cubic_spin_glass,inst_cff8c30e2d12596a19257084e321bb4e69e780eb53a95b806d8f137418ab50d2,selective,equal_layer_p2,pair,,2,3,-1.595161157346235,29.015693530384116,0.026864757600220005,0.8675128168357032,1.0000000000000002
targeted,cubic_spin_glass,inst_cff8c30e2d12596a19257084e321bb4e69e780eb53a95b806d8f137418ab50d2,selective,equal_layer_p2,independence,,2,3,-1.7104930018368776,26.66303295723471,0.03330071477694577,0.8502378919987456,1.0000000000000007
targeted,cubic_spin_glass,inst_d4a54dd8f66e823e4d6115b31c2e296559fd6c96909c930e313836d3ceddc069,selective,equal_layer_p1,cold,,1,3,-0.5251957969039204,41.718698683948126,0.12002639988020679,0.9223967313151782,0.9999999999999997
targeted,cubic_spin_glass,inst_d4a54dd8f66e823e4d6115b31c2e296559fd6c96909c930e313836d3ceddc069,selective,equal_layer_p1,original_only,,1,3,-0.4293893895750395,37.67314298282003,0.12271062495513803,0.8886073821641144,1.0
targeted,cubic_spin_glass,inst_d4a54dd8f66e823e4d6115b31c2e296559fd6c96909c930e313836d3ceddc069,selective,equal_layer_p1,pair,,1,3,-0.3492145126170853,45.42379033409231,0.11047481578044166,0.9517866096347133,0.9999999999999996
targeted,cubic_spin_glass,inst_d4a54dd8f66e823e4d6115b31c2e296559fd6c96909c930e313836d3ceddc069,selective,equal_layer_p1,independence,,1,3,-0.5854786272334469,27.065252171481944,0.13449774572468579,0.8046687841924101,0.9999999999999996
targeted,cubic_spin_glass,inst_d4a54dd8f66e823e4d6115b31c2e296559fd6c96909c930e313836d3ceddc069,selective,equal_layer_p2,cold,,2,3,-0.9772919737649556,34.84407965199413,0.13620499759544746,0.8396016073800289,0.999999999999999
targeted,cubic_spin_glass,inst_d4a54dd8f66e823e4d6115b31c2e296559fd6c96909c930e313836d3ceddc069,selective,equal_layer_p2,original_only,,2,3,-1.0557588324904452,37.1841838713756,0.1464226230604437,0.8690811302146852,0.9999999999999997
targeted,cubic_spin_glass,inst_d4a54dd8f66e823e4d6115b31c2e296559fd6c96909c930e313836d3ceddc069,selective,equal_layer_p2,pair,,2,3,-1.0172013046799948,37.49647433130349,0.14375405483310166,0.8799179492008973,0.9999999999999992
targeted,cubic_spin_glass,inst_d4a54dd8f66e823e4d6115b31c2e296559fd6c96909c930e313836d3ceddc069,selective,equal_layer_p2,independence,,2,3,-1.3006241754905308,39.54992347458869,0.17248740000870147,0.8037338019393121,0.9999999999999997
targeted,max3sat,inst_8acf65dfb511f5444497a545c9348ab5adac61686a32dab8c251d6e5405111a9,selective,equal_layer_p1,cold,,1,3,10.998573387414774,28.210888706701905,0.03498215242379165,0.7411052802948596,1.0
targeted,max3sat,inst_8acf65dfb511f5444497a545c9348ab5adac61686a32dab8c251d6e5405111a9,selective,equal_layer_p1,original_only,,1,3,2.623194092090366,17.649796360129457,0.7651712238216053,0.6420038972046654,0.9999999999999996
targeted,max3sat,inst_8acf65dfb511f5444497a545c9348ab5adac61686a32dab8c251d6e5405111a9,selective,equal_layer_p1,pair,,1,3,2.5130286835579745,4.73246983148216,0.7644708602976303,0.1122350962497829,0.9999999999999994
targeted,max3sat,inst_8acf65dfb511f5444497a545c9348ab5adac61686a32dab8c251d6e5405111a9,selective,equal_layer_p1,independence,,1,3,2.402536083028776,3.3957713984345315,0.7762095401356999,0.05606784743740049,0.9999999999999991
targeted,max3sat,inst_8acf65dfb511f5444497a545c9348ab5adac61686a32dab8c251d6e5405111a9,selective,equal_layer_p2,cold,,2,3,10.599706033133502,30.030418315811136,0.02384469811946259,0.7734481514596502,1.0000000000000002
targeted,max3sat,inst_8acf65dfb511f5444497a545c9348ab5adac61686a32dab8c251d6e5405111a9,selective,equal_layer_p2,original_only,,2,3,3.8310301128078437,21.77711627552526,0.6221566613836392,0.7731681318950837,0.999999999999999
targeted,max3sat,inst_8acf65dfb511f5444497a545c9348ab5adac61686a32dab8c251d6e5405111a9,selective,equal_layer_p2,pair,,2,3,2.0716385509269646,6.253755428142437,0.8479256418107154,0.2149797439950428,0.9999999999999991
targeted,max3sat,inst_8acf65dfb511f5444497a545c9348ab5adac61686a32dab8c251d6e5405111a9,selective,equal_layer_p2,independence,,2,3,2.2077717777086128,4.51434615219145,0.8233514104661389,0.13860637242737814,0.999999999999999
targeted,max3sat,inst_b6c93c61521e3b818e2440385fb9ff0ec367d5f95a6b4f7863bfc19009993b55,selective,equal_layer_p1,cold,,1,3,13.64229156514648,25.361221096359515,0.025381366068320893,0.7491525495593013,0.9999999999999999
targeted,max3sat,inst_b6c93c61521e3b818e2440385fb9ff0ec367d5f95a6b4f7863bfc19009993b55,selective,equal_layer_p1,original_only,,1,3,3.195636965942042,15.449992451545237,0.8137960854944598,0.7867754805231302,0.9999999999999994
targeted,max3sat,inst_b6c93c61521e3b818e2440385fb9ff0ec367d5f95a6b4f7863bfc19009993b55,selective,equal_layer_p1,pair,,1,3,3.104050938614808,5.720507910920947,0.8117146049395699,0.2423550915147972,0.9999999999999991
targeted,max3sat,inst_b6c93c61521e3b818e2440385fb9ff0ec367d5f95a6b4f7863bfc19009993b55,selective,equal_layer_p1,independence,,1,3,3.0847742972350467,6.843680158128304,0.8104671599554178,0.30460330096328586,0.9999999999999988
targeted,max3sat,inst_b6c93c61521e3b818e2440385fb9ff0ec367d5f95a6b4f7863bfc19009993b55,selective,equal_layer_p2,cold,,2,3,13.582533972957854,25.66517248706943,0.03507004865040792,0.7637104786551699,1.0
targeted,max3sat,inst_b6c93c61521e3b818e2440385fb9ff0ec367d5f95a6b4f7863bfc19009993b55,selective,equal_layer_p2,original_only,,2,3,3.1700541974431573,11.406165589316482,0.8080825844409875,0.6578614547908315,0.9999999999999997
targeted,max3sat,inst_b6c93c61521e3b818e2440385fb9ff0ec367d5f95a6b4f7863bfc19009993b55,selective,equal_layer_p2,pair,,2,3,3.140761273343091,5.429279987205088,0.7969962623060388,0.2293291971631879,0.9999999999999992
targeted,max3sat,inst_b6c93c61521e3b818e2440385fb9ff0ec367d5f95a6b4f7863bfc19009993b55,selective,equal_layer_p2,independence,,2,3,3.198450709532981,5.9548263592715545,0.8037946483705546,0.2550415329900217,0.9999999999999994
targeted,max3sat,inst_593a21f72b8e100b60bf79b641ae4f3f62bf27b70eb08a33f1c94324792511b4,selective,equal_layer_p1,cold,,1,3,7.883688314347919,25.549099937782273,0.021559763099086877,0.7244248608206164,0.9999999999999996
targeted,max3sat,inst_593a21f72b8e100b60bf79b641ae4f3f62bf27b70eb08a33f1c94324792511b4,selective,equal_layer_p1,original_only,,1,3,1.5945530017699137,18.59840114814,0.736806395584935,0.7795375791120819,0.9999999999999992
targeted,max3sat,inst_593a21f72b8e100b60bf79b641ae4f3f62bf27b70eb08a33f1c94324792511b4,selective,equal_layer_p1,pair,,1,3,1.5066825554086598,4.065580292607326,0.7525244887376817,0.16697720229958332,0.9999999999999986
targeted,max3sat,inst_593a21f72b8e100b60bf79b641ae4f3f62bf27b70eb08a33f1c94324792511b4,selective,equal_layer_p1,independence,,1,3,1.4015750859676455,4.159967303726287,0.7566842089103548,0.1766773727525596,0.9999999999999996
targeted,max3sat,inst_593a21f72b8e100b60bf79b641ae4f3f62bf27b70eb08a33f1c94324792511b4,selective,equal_layer_p2,cold,,2,3,8.208861699165043,26.445666456356292,0.02945524306058137,0.7627921028639637,1.0
targeted,max3sat,inst_593a21f72b8e100b60bf79b641ae4f3f62bf27b70eb08a33f1c94324792511b4,selective,equal_layer_p2,original_only,,2,3,1.7127070666788775,19.314476170904783,0.7177722006071027,0.8048502930456151,0.9999999999999996
targeted,max3sat,inst_593a21f72b8e100b60bf79b641ae4f3f62bf27b70eb08a33f1c94324792511b4,selective,equal_layer_p2,pair,,2,3,1.3493334603345117,4.227787116699601,0.7510617725298637,0.19958897763735828,0.9999999999999982
targeted,max3sat,inst_593a21f72b8e100b60bf79b641ae4f3f62bf27b70eb08a33f1c94324792511b4,selective,equal_layer_p2,independence,,2,3,1.3577640315034232,4.215964353141799,0.750370543650896,0.2005358898845121,0.9999999999999991
targeted,max3sat,inst_d10e11744e2d6bad1918eb58837094d1da1d91a0775397638caa4de5e9a910fa,selective,equal_layer_p1,cold,,1,3,13.752316049685305,46.811470975341216,0.015484374163982705,0.9763675613911099,0.9999999999999997
targeted,max3sat,inst_d10e11744e2d6bad1918eb58837094d1da1d91a0775397638caa4de5e9a910fa,selective,equal_layer_p1,original_only,,1,3,3.9343784836897258,35.53996924300098,0.7352875003994659,0.9708918135697385,0.9999999999999992
targeted,max3sat,inst_d10e11744e2d6bad1918eb58837094d1da1d91a0775397638caa4de5e9a910fa,selective,equal_layer_p1,pair,,1,3,3.780375613656449,7.920534329639662,0.7502712287045616,0.34693796770144053,0.999999999999999
targeted,max3sat,inst_d10e11744e2d6bad1918eb58837094d1da1d91a0775397638caa4de5e9a910fa,selective,equal_layer_p1,independence,,1,3,3.8657247241919612,7.234106039535502,0.7445825767216045,0.3209918818548025,0.9999999999999982
targeted,max3sat,inst_d10e11744e2d6bad1918eb58837094d1da1d91a0775397638caa4de5e9a910fa,selective,equal_layer_p2,cold,,2,3,13.125272909233395,39.104104457103325,0.019212716177766962,0.8944067340671734,0.9999999999999994
targeted,max3sat,inst_d10e11744e2d6bad1918eb58837094d1da1d91a0775397638caa4de5e9a910fa,selective,equal_layer_p2,original_only,,2,3,3.842788969820806,33.03514253989962,0.7414154949756009,0.9619096828920188,0.9999999999999994
targeted,max3sat,inst_d10e11744e2d6bad1918eb58837094d1da1d91a0775397638caa4de5e9a910fa,selective,equal_layer_p2,pair,,2,3,3.461495985239612,7.447055072055432,0.7792187496757718,0.32565552424739197,0.9999999999999986
targeted,max3sat,inst_d10e11744e2d6bad1918eb58837094d1da1d91a0775397638caa4de5e9a910fa,selective,equal_layer_p2,independence,,2,3,2.7626303930049354,4.020709346827016,0.8784823630297285,0.14719717854738257,0.9999999999999982
targeted,max3sat,inst_09b04378fd1f954d1a3a41fa4c4a0672a522b3d80106e8f28c29c11dd168a7ea,selective,equal_layer_p1,cold,,1,3,13.4928242673866,33.500344514594566,0.019237859387484093,0.7078035156108354,0.9999999999999997
targeted,max3sat,inst_09b04378fd1f954d1a3a41fa4c4a0672a522b3d80106e8f28c29c11dd168a7ea,selective,equal_layer_p1,original_only,,1,3,3.829682935373444,17.296823489203792,0.7570619661713276,0.7138606515178522,1.0
