study,family,instance_id,representation,budget_key,depth_stratum,contrast,draw_count,zero_depth_draw_count,original_objective_mean,encoded_energy_mean,optimum_hit_rate,auxiliary_inconsistency_rate,statevector_norm
targeted,max3sat,inst_cf6a13fc33a58e4dfa7db61fc696bde98308e75bdb73e77b23b9245747dbd509,selective,equal_layer_p2,positive_depth_only,independence_minus_cold,1,0,-1.672791009293108,-2.12074125103661,0.37439937084440966,0.03644795705778181,5.551115123125783e-16
targeted,max3sat,inst_cf6a13fc33a58e4dfa7db61fc696bde98308e75bdb73e77b23b9245747dbd509,selective,equal_layer_p2,positive_depth_only,pair_minus_original_only,1,0,-0.1628531923401515,-0.7848575515355192,0.04289859612018232,-0.09478996385718957,8.881784197001252e-16
targeted,max3sat,inst_cf6a13fc33a58e4dfa7db61fc696bde98308e75bdb73e77b23b9245747dbd509,selective,equal_layer_p2,positive_depth_only,pair_minus_independence,1,0,-0.11841016393350445,-0.4743790387957798,0.011936220440094958,-0.038640857094706105,1.1102230246251565e-15
targeted,max3sat,inst_f29cc504b69059d374701f2608fa0aec64603ad2b938f87b398cbeadaf67b101,selective,equal_layer_p1,all_scheduled,pair_minus_cold,1,0,-3.036234945643441,-7.2630613839662,0.11580199421411973,-0.1124069445087078,-6.661338147750939e-16
targeted,max3sat,inst_f29cc504b69059d374701f2608fa0aec64603ad2b938f87b398cbeadaf67b101,selective,equal_layer_p1,all_scheduled,original_only_minus_cold,1,0,-2.860216144020704,-4.317947875558318,0.11674042792510571,0.013913654029251044,-4.440892098500626e-16
targeted,max3sat,inst_f29cc504b69059d374701f2608fa0aec64603ad2b938f87b398cbeadaf67b101,selective,equal_layer_p1,all_scheduled,independence_minus_cold,1,0,-3.5161785800822543,-9.522000988596744,0.16389030390368575,-0.22078479331722,0.0
targeted,max3sat,inst_f29cc504b69059d374701f2608fa0aec64603ad2b938f87b398cbeadaf67b101,selective,equal_layer_p1,all_scheduled,pair_minus_original_only,1,0,-0.1760188016227371,-2.945113508407882,-0.0009384337109859808,-0.12632059853795885,-2.220446049250313e-16
targeted,max3sat,inst_f29cc504b69059d374701f2608fa0aec64603ad2b938f87b398cbeadaf67b101,selective,equal_layer_p1,all_scheduled,pair_minus_independence,1,0,0.47994363443881305,2.2589396046305446,-0.04808830968956601,0.1083778488085122,-6.661338147750939e-16
targeted,max3sat,inst_f29cc504b69059d374701f2608fa0aec64603ad2b938f87b398cbeadaf67b101,selective,equal_layer_p1,positive_depth_only,pair_minus_cold,1,0,-3.036234945643441,-7.2630613839662,0.11580199421411973,-0.1124069445087078,-6.661338147750939e-16
targeted,max3sat,inst_f29cc504b69059d374701f2608fa0aec64603ad2b938f87b398cbeadaf67b101,selective,equal_layer_p1,positive_depth_only,original_only_minus_cold,1,0,-2.860216144020704,-4.317947875558318,0.11674042792510571,0.013913654029251044,-4.440892098500626e-16
targeted,max3sat,inst_f29cc504b69059d374701f2608fa0aec64603ad2b938f87b398cbeadaf67b101,selective,equal_layer_p1,positive_depth_only,independence_minus_cold,1,0,-3.5161785800822543,-9.522000988596744,0.16389030390368575,-0.22078479331722,0.0
targeted,max3sat,inst_f29cc504b69059d374701f2608fa0aec64603ad2b938f87b398cbeadaf67b101,selective,equal_layer_p1,positive_depth_only,pair_minus_original_only,1,0,-0.1760188016227371,-2.945113508407882,-0.0009384337109859808,-0.12632059853795885,-2.220446049250313e-16
targeted,max3sat,inst_f29cc504b69059d374701f2608fa0aec64603ad2b938f87b398cbeadaf67b101,selective,equal_layer_p1,positive_depth_only,pair_minus_independence,1,0,0.47994363443881305,2.2589396046305446,-0.04808830968956601,0.1083778488085122,-6.661338147750939e-16
targeted,max3sat,inst_f29cc504b69059d374701f2608fa0aec64603ad2b938f87b398cbeadaf67b101,selective,equal_layer_p2,all_scheduled,pair_minus_cold,1,0,-2.8343110384104415,-2.6715350222222654,0.09578053756200244,-0.05580698217501179,1.5543122344752192e-15
targeted,max3sat,inst_f29cc504b69059d374701f2608fa0aec64603ad2b938f87b398cbeadaf67b101,selective,equal_layer_p2,all_scheduled,original_only_minus_cold,1,0,-2.164236076709262,-2.6848210210820085,0.08930608075182067,0.03722548599012243,8.881784197001252e-16
targeted,max3sat,inst_f29cc504b69059d374701f2608fa0aec64603ad2b938f87b398cbeadaf67b101,selective,equal_layer_p2,all_scheduled,independence_minus_cold,1,0,-3.1871451683817655,-7.868170839698706,0.18389471699963025,-0.2715682228629225,1.3322676295501878e-15
targeted,max3sat,inst_f29cc504b69059d374701f2608fa0aec64603ad2b938f87b398cbeadaf67b101,selective,equal_layer_p2,all_scheduled,pair_minus_original_only,1,0,-0.6700749617011796,0.013285998859743131,0.006474456810181772,-0.09303246816513422,6.661338147750939e-16
targeted,max3sat,inst_f29cc504b69059d374701f2608fa0aec64603ad2b938f87b398cbeadaf67b101,selective,equal_layer_p2,all_scheduled,pair_minus_independence,1,0,0.352834129971324,5.196635817476441,-0.08811417943762781,0.2157612406879107,2.220446049250313e-16
targeted,max3sat,inst_f29cc504b69059d374701f2608fa0aec64603ad2b938f87b398cbeadaf67b101,selective,equal_layer_p2,positive_depth_only,pair_minus_cold,1,0,-2.8343110384104415,-2.6715350222222654,0.09578053756200244,-0.05580698217501179,1.5543122344752192e-15
targeted,max3sat,inst_f29cc504b69059d374701f2608fa0aec64603ad2b938f87b398cbeadaf67b101,selective,equal_layer_p2,positive_depth_only,original_only_minus_cold,1,0,-2.164236076709262,-2.6848210210820085,0.08930608075182067,0.03722548599012243,8.881784197001252e-16
targeted,max3sat,inst_f29cc504b69059d374701f2608fa0aec64603ad2b938f87b398cbeadaf67b101,selective,equal_layer_p2,positive_depth_only,independence_minus_cold,1,0,-3.1871451683817655,-7.868170839698706,0.18389471699963025,-0.2715682228629225,1.3322676295501878e-15
targeted,max3sat,inst_f29cc504b69059d374701f2608fa0aec64603ad2b938f87b398cbeadaf67b101,selective,equal_layer_p2,positive_depth_only,pair_minus_original_only,1,0,-0.6700749617011796,0.013285998859743131,0.006474456810181772,-0.09303246816513422,6.661338147750939e-16
targeted,max3sat,inst_f29cc504b69059d374701f2608fa0aec64603ad2b938f87b398cbeadaf67b101,selective,equal_layer_p2,positive_depth_only,pair_minus_independence,1,0,0.352834129971324,5.196635817476441,-0.08811417943762781,0.2157612406879107,2.220446049250313e-16
targeted,max3sat,inst_5d5efb4e91f9e1aae427cfd18083652fa65a57c8700b72a4a842aef966cb5fe8,selective,equal_layer_p1,all_scheduled,pair_minus_cold,1,0,-1.2086304813958773,-6.428920756844516,0.03733444514779085,-0.13295198777544237,0.0
targeted,max3sat,inst_5d5efb4e91f9e1aae427cfd18083652fa65a57c8700b72a4a842aef966cb5fe8,selective,equal_layer_p1,all_scheduled,original_only_minus_cold,1,0,-1.9615433494174503,-4.3001451213639115,0.048196969041187414,-0.07086197173875197,0.0
targeted,max3sat,inst_5d5efb4e91f9e1aae427cfd18083652fa65a57c8700b72a4a842aef966cb5fe8,selective,equal_layer_p1,all_scheduled,independence_minus_cold,1,0,-1.144339563944758,-4.936667594937845,0.034782189879240165,-0.08607490025968523,-7.771561172376096e-16
targeted,max3sat,inst_5d5efb4e91f9e1aae427cfd18083652fa65a57c8700b72a4a842aef966cb5fe8,selective,equal_layer_p1,all_scheduled,pair_minus_original_only,1,0,0.7529128680215731,-2.1287756354806042,-0.010862523893396564,-0.0620900160366904,0.0
targeted,max3sat,inst_5d5efb4e91f9e1aae427cfd18083652fa65a57c8700b72a4a842aef966cb5fe8,selective,equal_layer_p1,all_scheduled,pair_minus_independence,1,0,-0.06429091745111926,-1.492253161906671,0.002552255268550685,-0.04687708751575714,7.771561172376096e-16
targeted,max3sat,inst_5d5efb4e91f9e1aae427cfd18083652fa65a57c8700b72a4a842aef966cb5fe8,selective,equal_layer_p1,positive_depth_only,pair_minus_cold,1,0,-1.2086304813958773,-6.428920756844516,0.03733444514779085,-0.13295198777544237,0.0
targeted,max3sat,inst_5d5efb4e91f9e1aae427cfd18083652fa65a57c8700b72a4a842aef966cb5fe8,selective,equal_layer_p1,positive_depth_only,original_only_minus_cold,1,0,-1.9615433494174503,-4.3001451213639115,0.048196969041187414,-0.07086197173875197,0.0
targeted,max3sat,inst_5d5efb4e91f9e1aae427cfd18083652fa65a57c8700b72a4a842aef966cb5fe8,selective,equal_layer_p1,positive_depth_only,independence_minus_cold,1,0,-1.144339563944758,-4.936667594937845,0.034782189879240165,-0.08607490025968523,-7.771561172376096e-16
targeted,max3sat,inst_5d5efb4e91f9e1aae427cfd18083652fa65a57c8700b72a4a842aef966cb5fe8,selective,equal_layer_p1,positive_depth_only,pair_minus_original_only,1,0,0.7529128680215731,-2.1287756354806042,-0.010862523893396564,-0.0620900160366904,0.0
targeted,max3sat,inst_5d5efb4e91f9e1aae427cfd18083652fa65a57c8700b72a4a842aef966cb5fe8,selective,equal_layer_p1,positive_depth_only,pair_minus_independence,1,0,-0.06429091745111926,-1.492253161906671,0.002552255268550685,-0.04687708751575714,7.771561172376096e-16
targeted,max3sat,inst_5d5efb4e91f9e1aae427cfd18083652fa65a57c8700b72a4a842aef966cb5fe8,selective,equal_layer_p2,all_scheduled,pair_minus_cold,1,0,-2.761596663586955,-7.4932460165244485,0.09791661840309707,-0.21367187241816177,0.0
targeted,max3sat,inst_5d5efb4e91f9e1aae427cfd18083652fa65a57c8700b72a4a842aef966cb5fe8,selective,equal_layer_p2,all_scheduled,original_only_minus_cold,1,0,-2.226055276805459,-3.477709130398477,0.05541384117510873,-0.05985303326538394,2.55351295663786e-15
targeted,max3sat,inst_5d5efb4e91f9e1aae427cfd18083652fa65a57c8700b72a4a842aef966cb5fe8,selective,equal_layer_p2,all_scheduled,independence_minus_cold,1,0,-2.1918132800430463,-5.734946574496071,0.06448856662699218,-0.16298107708277199,1.2212453270876722e-15
targeted,max3sat,inst_5d5efb4e91f9e1aae427cfd18083652fa65a57c8700b72a4a842aef966cb5fe8,selective,equal_layer_p2,all_scheduled,pair_minus_original_only,1,0,-0.535541386781496,-4.015536886125972,0.04250277722798834,-0.15381883915277783,-2.55351295663786e-15
targeted,max3sat,inst_5d5efb4e91f9e1aae427cfd18083652fa65a57c8700b72a4a842aef966cb5fe8,selective,equal_layer_p2,all_scheduled,pair_minus_independence,1,0,-0.5697833835439088,-1.7582994420283775,0.0334280517761049,-0.05069079533538978,-1.2212453270876722e-15
targeted,max3sat,inst_5d5efb4e91f9e1aae427cfd18083652fa65a57c8700b72a4a842aef966cb5fe8,selective,equal_layer_p2,positive_depth_only,pair_minus_cold,1,0,-2.761596663586955,-7.4932460165244485,0.09791661840309707,-0.21367187241816177,0.0
targeted,max3sat,inst_5d5efb4e91f9e1aae427cfd18083652fa65a57c8700b72a4a842aef966cb5fe8,selective,equal_layer_p2,positive_depth_only,original_only_minus_cold,1,0,-2.226055276805459,-3.477709130398477,0.05541384117510873,-0.05985303326538394,2.55351295663786e-15
targeted,max3sat,inst_5d5efb4e91f9e1aae427cfd18083652fa65a57c8700b72a4a842aef966cb5fe8,selective,equal_layer_p2,positive_depth_only,independence_minus_cold,1,0,-2.1918132800430463,-5.734946574496071,0.06448856662699218,-0.16298107708277199,1.2212453270876722e-15
targeted,max3sat,inst_5d5efb4e91f9e1aae427cfd18083652fa65a57c8700b72a4a842aef966cb5fe8,selective,equal_layer_p2,positive_depth_only,pair_minus_original_only,1,0,-0.535541386781496,-4.015536886125972,0.04250277722798834,-0.15381883915277783,-2.55351295663786e-15
targeted,max3sat,inst_5d5efb4e91f9e1aae427cfd18083652fa65a57c8700b72a4a842aef966cb5fe8,selective,equal_layer_p2,positive_depth_only,pair_minus_independence,1,0,-0.5697833835439088,-1.7582994420283775,0.0334280517761049,-0.05069079533538978,-1.2212453270876722e-15
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,all_native,equal_layer_p1,all_scheduled,original_only_minus_cold,1,0,-0.2491374307453753,-0.2491374307453753,-0.006274143353340311,0.0,-4.440892098500626e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,all_native,equal_layer_p1,positive_depth_only,original_only_minus_cold,1,0,-0.2491374307453753,-0.2491374307453753,-0.006274143353340311,0.0,-4.440892098500626e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,all_native,equal_layer_p2,all_scheduled,original_only_minus_cold,1,0,0.34215964607882654,0.34215964607882654,-0.02045688302345173,0.0,-3.3306690738754696e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,all_native,equal_layer_p2,positive_depth_only,original_only_minus_cold,1,0,0.34215964607882654,0.34215964607882654,-0.02045688302345173,0.0,-3.3306690738754696e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,all_native,equal_2q_budget_128,all_scheduled,original_only_minus_cold,1,0,-0.0017746966782334894,-0.0017746966782334894,-0.012731922921519312,0.0,1.6653345369377348e-15
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,all_native,equal_2q_budget_128,positive_depth_only,original_only_minus_cold,1,0,-0.0017746966782334894,-0.0017746966782334894,-0.012731922921519312,0.0,1.6653345369377348e-15
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,all_native,equal_2q_budget_256,all_scheduled,original_only_minus_cold,1,0,0.8240695683815307,0.8240695683815307,-0.029768994670894486,0.0,2.1094237467877974e-15
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,all_native,equal_2q_budget_256,positive_depth_only,original_only_minus_cold,1,0,0.8240695683815307,0.8240695683815307,-0.029768994670894486,0.0,2.1094237467877974e-15
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_layer_p1,all_scheduled,pair_minus_cold,1,0,0.01225400290237022,-3.7140333710074955,0.005072206963014475,-0.036591103526049884,0.0
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_layer_p1,all_scheduled,original_only_minus_cold,1,0,-0.16710776537290511,-1.0484175765573838,0.0046400440459785555,-0.017287812681082038,9.992007221626409e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_layer_p1,all_scheduled,independence_minus_cold,1,0,-0.014001117954026698,-4.512199726479821,0.001050685464062357,-0.04682301600202621,2.220446049250313e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_layer_p1,all_scheduled,pair_minus_original_only,1,0,0.17936176827527534,-2.6656157944501118,0.00043216291703591925,-0.019303290844967846,-9.992007221626409e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_layer_p1,all_scheduled,pair_minus_independence,1,0,0.02625512085639692,0.7981663554723255,0.004021521498952118,0.010231912475976324,-2.220446049250313e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_layer_p1,positive_depth_only,pair_minus_cold,1,0,0.01225400290237022,-3.7140333710074955,0.005072206963014475,-0.036591103526049884,0.0
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_layer_p1,positive_depth_only,original_only_minus_cold,1,0,-0.16710776537290511,-1.0484175765573838,0.0046400440459785555,-0.017287812681082038,9.992007221626409e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_layer_p1,positive_depth_only,independence_minus_cold,1,0,-0.014001117954026698,-4.512199726479821,0.001050685464062357,-0.04682301600202621,2.220446049250313e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_layer_p1,positive_depth_only,pair_minus_original_only,1,0,0.17936176827527534,-2.6656157944501118,0.00043216291703591925,-0.019303290844967846,-9.992007221626409e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_layer_p1,positive_depth_only,pair_minus_independence,1,0,0.02625512085639692,0.7981663554723255,0.004021521498952118,0.010231912475976324,-2.220446049250313e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_layer_p2,all_scheduled,pair_minus_cold,1,0,-0.11966363571444683,3.0890538076226868,-0.0029202677912699235,0.014480830317666116,6.661338147750939e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_layer_p2,all_scheduled,original_only_minus_cold,1,0,-0.09992589062364643,-2.8179924459397974,0.0023614023101571936,-0.025578156310195665,6.661338147750939e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_layer_p2,all_scheduled,independence_minus_cold,1,0,0.07266761182530007,-3.0383321820476397,0.002322433268525541,-0.043179289040872315,-4.440892098500626e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_layer_p2,all_scheduled,pair_minus_original_only,1,0,-0.019737745090800396,5.907046253562484,-0.005281670101427117,0.04005898662786178,0.0
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_layer_p2,all_scheduled,pair_minus_independence,1,0,-0.1923312475397469,6.127385989670326,-0.005242701059795464,0.05766011935853843,1.1102230246251565e-15
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_layer_p2,positive_depth_only,pair_minus_cold,1,0,-0.11966363571444683,3.0890538076226868,-0.0029202677912699235,0.014480830317666116,6.661338147750939e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_layer_p2,positive_depth_only,original_only_minus_cold,1,0,-0.09992589062364643,-2.8179924459397974,0.0023614023101571936,-0.025578156310195665,6.661338147750939e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_layer_p2,positive_depth_only,independence_minus_cold,1,0,0.07266761182530007,-3.0383321820476397,0.002322433268525541,-0.043179289040872315,-4.440892098500626e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_layer_p2,positive_depth_only,pair_minus_original_only,1,0,-0.019737745090800396,5.907046253562484,-0.005281670101427117,0.04005898662786178,0.0
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_layer_p2,positive_depth_only,pair_minus_independence,1,0,-0.1923312475397469,6.127385989670326,-0.005242701059795464,0.05766011935853843,1.1102230246251565e-15
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_2q_budget_128,all_scheduled,pair_minus_cold,1,0,0.085480337369367,-4.283698680307335,-0.0048641468725919255,-0.03891135758300668,-8.881784197001252e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_2q_budget_128,all_scheduled,original_only_minus_cold,1,0,0.11665570513390178,-2.1843052685590543,-0.006320579815699803,-0.0012434143722571678,5.551115123125783e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_2q_budget_128,all_scheduled,independence_minus_cold,1,0,-0.08861994365614845,-1.5805583857670733,-0.0069442589607761965,0.004062983711279222,3.3306690738754696e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_2q_budget_128,all_scheduled,pair_minus_original_only,1,0,-0.031175367764534778,-2.099393411748281,0.001456432943107877,-0.03766794321074951,-1.4432899320127035e-15
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_2q_budget_128,all_scheduled,pair_minus_independence,1,0,0.17410028102551545,-2.703140294540262,0.002080112088184271,-0.0429743412942859,-1.2212453270876722e-15
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_2q_budget_128,positive_depth_only,pair_minus_cold,1,0,0.085480337369367,-4.283698680307335,-0.0048641468725919255,-0.03891135758300668,-8.881784197001252e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_2q_budget_128,positive_depth_only,original_only_minus_cold,1,0,0.11665570513390178,-2.1843052685590543,-0.006320579815699803,-0.0012434143722571678,5.551115123125783e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_2q_budget_128,positive_depth_only,independence_minus_cold,1,0,-0.08861994365614845,-1.5805583857670733,-0.0069442589607761965,0.004062983711279222,3.3306690738754696e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_2q_budget_128,positive_depth_only,pair_minus_original_only,1,0,-0.031175367764534778,-2.099393411748281,0.001456432943107877,-0.03766794321074951,-1.4432899320127035e-15
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_2q_budget_128,positive_depth_only,pair_minus_independence,1,0,0.17410028102551545,-2.703140294540262,0.002080112088184271,-0.0429743412942859,-1.2212453270876722e-15
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_2q_budget_256,all_scheduled,pair_minus_cold,1,0,-0.18702109187243232,0.44159496557974975,0.014086559014925122,-0.03356778691565632,9.992007221626409e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_2q_budget_256,all_scheduled,original_only_minus_cold,1,0,-0.17269323246945145,-0.21436672470603568,-0.010573876751117848,-0.036978450309814725,3.1086244689504383e-15
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_2q_budget_256,all_scheduled,independence_minus_cold,1,0,-0.14249002929611665,1.2588958490098356,-0.005980682661962552,0.013235226988254412,3.3306690738754696e-15
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_2q_budget_256,all_scheduled,pair_minus_original_only,1,0,-0.01432785940298087,0.6559616902857854,0.02466043576604297,0.0034106633941584086,-2.1094237467877974e-15
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_2q_budget_256,all_scheduled,pair_minus_independence,1,0,-0.04453106257631567,-0.8173008834300859,0.020067241676887674,-0.04680301390391073,-2.3314683517128287e-15
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_2q_budget_256,positive_depth_only,pair_minus_cold,1,0,-0.18702109187243232,0.44159496557974975,0.014086559014925122,-0.03356778691565632,9.992007221626409e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_2q_budget_256,positive_depth_only,original_only_minus_cold,1,0,-0.17269323246945145,-0.21436672470603568,-0.010573876751117848,-0.036978450309814725,3.1086244689504383e-15
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_2q_budget_256,positive_depth_only,independence_minus_cold,1,0,-0.14249002929611665,1.2588958490098356,-0.005980682661962552,0.013235226988254412,3.3306690738754696e-15
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_2q_budget_256,positive_depth_only,pair_minus_original_only,1,0,-0.01432785940298087,0.6559616902857854,0.02466043576604297,0.0034106633941584086,-2.1094237467877974e-15
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,fully_quadratized,equal_2q_budget_256,positive_depth_only,pair_minus_independence,1,0,-0.04453106257631567,-0.8173008834300859,0.020067241676887674,-0.04680301390391073,-2.3314683517128287e-15
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,selective,equal_layer_p1,all_scheduled,original_only_minus_cold,1,0,-0.17132018883708944,-0.17132018883708944,-0.0014945092117752135,0.0,-4.440892098500626e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,selective,equal_layer_p1,positive_depth_only,original_only_minus_cold,1,0,-0.17132018883708944,-0.17132018883708944,-0.0014945092117752135,0.0,-4.440892098500626e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,selective,equal_layer_p2,all_scheduled,original_only_minus_cold,1,0,-0.2653807447705221,-0.2653807447705221,-0.02213743699534402,0.0,0.0
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,selective,equal_layer_p2,positive_depth_only,original_only_minus_cold,1,0,-0.2653807447705221,-0.2653807447705221,-0.02213743699534402,0.0,0.0
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,selective,equal_2q_budget_128,all_scheduled,original_only_minus_cold,1,0,0.8848258928026982,0.8848258928026982,-0.02062920540695591,0.0,7.771561172376096e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,selective,equal_2q_budget_128,positive_depth_only,original_only_minus_cold,1,0,0.8848258928026982,0.8848258928026982,-0.02062920540695591,0.0,7.771561172376096e-16
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,selective,equal_2q_budget_256,all_scheduled,original_only_minus_cold,1,0,0.1314052104781478,0.1314052104781478,-0.0519416771812833,0.0,2.4424906541753444e-15
original_e4,cubic_spin_glass,inst_04204c7d862dcfca8e427f256f533fe1306d04cc8891110f908ad2c268e28c47,selective,equal_2q_budget_256,positive_depth_only,original_only_minus_cold,1,0,0.1314052104781478,0.1314052104781478,-0.0519416771812833,0.0,2.4424906541753444e-15
