event,elapsed_sec,explored_nodes,evaluated_leaves,frontier_nodes,lower_bound,upper_bound,gap
initial_incumbent,0.0008375999750569463,0,0,1,0.0,0.2203125,0.2203125
node_interval,0.0797065999940969,256,105,349,0.023697916666666666,0.2203125,0.19661458333333334
node_interval,0.16447359998710454,512,209,701,0.023697916666666666,0.2203125,0.19661458333333334
node_interval,0.25062979996437207,768,290,1145,0.029947916666666668,0.2203125,0.19036458333333334
node_interval,0.3472821000032127,1024,404,1457,0.029947916666666668,0.2203125,0.19036458333333334
node_interval,0.45733569998992607,1280,574,1545,0.03203125,0.2203125,0.18828125
node_interval,0.5505182999768294,1536,738,1657,0.03203125,0.2203125,0.18828125
node_interval,0.6422119999770075,1792,873,1885,0.03203125,0.2203125,0.18828125
node_interval,0.7478154999553226,2048,1024,2049,0.03203125,0.2203125,0.18828125
node_interval,0.8380377999856137,2304,1150,2313,0.03203125,0.2203125,0.18828125
node_interval,0.9338174999575131,2560,1286,2537,0.03203125,0.2203125,0.18828125
node_interval,1.0321604000055231,2816,1410,2809,0.03203125,0.2203125,0.18828125
node_interval,1.1361999999498948,3072,1540,3057,0.03203125,0.2203125,0.18828125
node_interval,1.2293623999576084,3328,1680,3265,0.03828125,0.2203125,0.18203125
node_interval,1.3333091999520548,3584,1831,3429,0.03828125,0.2203125,0.18203125
node_interval,1.4465875999885611,3840,1977,3613,0.03828125,0.2203125,0.18203125
node_interval,1.5462236999883316,4096,2138,3737,0.03828125,0.2203125,0.18203125
node_interval,1.6514604999683797,4352,2286,3913,0.03828125,0.2203125,0.18203125
node_interval,1.7537829999928363,4608,2463,3973,0.040364583333333336,0.2203125,0.17994791666666668
node_interval,1.8537950000027195,4864,2677,3885,0.040364583333333336,0.2203125,0.17994791666666668
node_interval,1.983974099974148,5120,2874,3865,0.040364583333333336,0.2203125,0.17994791666666668
node_interval,2.099741099984385,5376,3060,3889,0.040364583333333336,0.2203125,0.17994791666666668
node_interval,2.225217800005339,5632,3250,3897,0.040364583333333336,0.2203125,0.17994791666666668
node_interval,2.33482589997584,5888,3426,3961,0.040364583333333336,0.2203125,0.17994791666666668
node_interval,2.446248199965339,6144,3615,3973,0.040364583333333336,0.2203125,0.17994791666666668
node_interval,2.5660506999702193,6400,3775,4101,0.040364583333333336,0.2203125,0.17994791666666668
node_interval,2.6830138999503106,6656,3913,4317,0.040364583333333336,0.2203125,0.17994791666666668
node_interval,2.7876580999582075,6912,4074,4441,0.040364583333333336,0.2203125,0.17994791666666668
node_interval,2.895012199995108,7168,4271,4421,0.040364583333333336,0.2203125,0.17994791666666668
node_interval,3.0051243999623694,7424,4439,4517,0.040364583333333336,0.2203125,0.17994791666666668
