event,elapsed_sec,explored_nodes,evaluated_leaves,frontier_nodes,lower_bound,upper_bound,gap
initial_incumbent,0.0008627999923191965,0,0,1,0.0,0.2203125,0.2203125
node_interval,0.0557849999750033,256,108,337,0.023697916666666666,0.2203125,0.19661458333333334
node_interval,0.11937600001692772,512,226,633,0.023697916666666666,0.2203125,0.19661458333333334
node_interval,0.1726706000044942,768,325,1005,0.023697916666666666,0.2203125,0.19661458333333334
node_interval,0.23228679999010637,1024,456,1249,0.029947916666666668,0.2203125,0.19036458333333334
node_interval,0.28724470001179725,1280,595,1461,0.03203125,0.2203125,0.18828125
node_interval,0.3526187000097707,1536,787,1461,0.03203125,0.2203125,0.18828125
node_interval,0.43145149998599663,1792,958,1545,0.03203125,0.2203125,0.18828125
node_interval,0.4959081999841146,2048,1118,1673,0.03203125,0.2203125,0.18828125
node_interval,0.5528160000103526,2304,1263,1861,0.03203125,0.2203125,0.18828125
node_interval,0.6053656000294723,2560,1413,2029,0.03203125,0.2203125,0.18828125
node_interval,0.6581721000256948,2816,1534,2313,0.03203125,0.2203125,0.18828125
node_interval,0.7112622000277042,3072,1672,2529,0.03203125,0.2203125,0.18828125
node_interval,0.7660598999937065,3328,1810,2745,0.03203125,0.2203125,0.18828125
node_interval,0.8280174999963492,3584,1961,2909,0.03203125,0.2203125,0.18828125
node_interval,0.9063259999966249,3840,2112,3073,0.03828125,0.2203125,0.18203125
node_interval,0.9792815999826416,4096,2297,3101,0.03828125,0.2203125,0.18203125
node_interval,1.0443358999909833,4352,2458,3225,0.03828125,0.2203125,0.18203125
node_interval,1.1058194999932311,4608,2630,3305,0.03828125,0.2203125,0.18203125
node_interval,1.1670120999915525,4864,2808,3361,0.03828125,0.2203125,0.18203125
node_interval,1.2403198999818414,5120,2967,3493,0.03828125,0.2203125,0.18203125
node_interval,1.3121746000251733,5376,3191,3365,0.040364583333333336,0.2203125,0.17994791666666668
node_interval,1.3746148999780416,5632,3404,3281,0.040364583333333336,0.2203125,0.17994791666666668
