event,elapsed_sec,explored_nodes,evaluated_leaves,frontier_nodes,lower_bound,upper_bound,gap
initial_incumbent,0.0006331999902613461,0,0,1,0.0,0.1875,0.1875
node_interval,0.08378979994449764,256,108,337,0.023697916666666666,0.1875,0.16380208333333332
node_interval,0.1687285999651067,512,204,721,0.023697916666666666,0.1875,0.16380208333333332
node_interval,0.2507321999873966,768,294,1129,0.029947916666666668,0.1875,0.15755208333333334
node_interval,0.345447699946817,1024,459,1237,0.03203125,0.1875,0.15546875
node_interval,0.4505454999743961,1280,622,1353,0.03203125,0.1875,0.15546875
node_interval,0.5476035999599844,1536,758,1577,0.03203125,0.1875,0.15546875
node_interval,0.6452685999684036,1792,902,1769,0.03203125,0.1875,0.15546875
node_interval,0.7467014999710955,2048,1034,2009,0.03203125,0.1875,0.15546875
node_interval,0.8521517999470234,2304,1156,2289,0.03203125,0.1875,0.15546875
node_interval,0.9476116999867372,2560,1275,2581,0.03203125,0.1875,0.15546875
node_interval,1.0486908999737352,2816,1414,2793,0.03203125,0.1875,0.15546875
node_interval,1.1601977999671362,3072,1533,3085,0.03203125,0.1875,0.15546875
node_interval,1.25765909999609,3328,1685,3245,0.03828125,0.1875,0.14921875
node_interval,1.3556246999651194,3584,1828,3441,0.03828125,0.1875,0.14921875
node_interval,1.4568406999460422,3840,1998,3529,0.040364583333333336,0.1875,0.14713541666666666
node_interval,1.557819199981168,4096,2209,3453,0.040364583333333336,0.1875,0.14713541666666666
node_interval,1.6725184999522753,4352,2399,3461,0.040364583333333336,0.1875,0.14713541666666666
node_interval,1.8074640999548137,4608,2579,3509,0.040364583333333336,0.1875,0.14713541666666666
node_interval,1.9323039999580942,4864,2770,3513,0.040364583333333336,0.1875,0.14713541666666666
node_interval,2.051182399969548,5120,2955,3541,0.040364583333333336,0.1875,0.14713541666666666
node_interval,2.1544999999459833,5376,3128,3617,0.040364583333333336,0.1875,0.14713541666666666
node_interval,2.263915299961809,5632,3300,3697,0.040364583333333336,0.1875,0.14713541666666666
node_interval,2.373872299969662,5888,3490,3705,0.040364583333333336,0.1875,0.14713541666666666
node_interval,2.48074099997757,6144,3652,3825,0.040364583333333336,0.1875,0.14713541666666666
node_interval,2.590102799993474,6400,3801,3997,0.040364583333333336,0.1875,0.14713541666666666
node_interval,2.695840899948962,6656,3960,4129,0.040364583333333336,0.1875,0.14713541666666666
node_interval,2.808195899997372,6912,4124,4241,0.040364583333333336,0.1875,0.14713541666666666
node_interval,2.920628799998667,7168,4272,4417,0.040364583333333336,0.1875,0.14713541666666666
node_interval,3.0284532999503426,7424,4432,4545,0.040364583333333336,0.1875,0.14713541666666666
node_interval,3.1309432999696583,7680,4612,4593,0.040364583333333336,0.1875,0.14713541666666666
node_interval,3.2408345000003465,7936,4779,4693,0.040364583333333336,0.1875,0.14713541666666666
node_interval,3.352531199983787,8192,4927,4869,0.040364583333333336,0.1875,0.14713541666666666
node_interval,3.4654117999598384,8448,5093,4973,0.040364583333333336,0.1875,0.14713541666666666
node_interval,3.5695120999589562,8704,5263,5061,0.046614583333333334,0.1875,0.14088541666666668
node_interval,3.683218099991791,8960,5465,5021,0.046614583333333334,0.1875,0.14088541666666668
node_interval,3.7921960999956354,9216,5659,5013,0.046614583333333334,0.1875,0.14088541666666668
node_interval,3.898190699983388,9472,5832,5089,0.046614583333333334,0.1875,0.14088541666666668
