instance_id,family,n_original,cubic_count,proof_complete,lower_bound,upper_bound,final_gap,explored_nodes,evaluated_leaves,pruned_by_bound,pruned_by_capacity,runtime_sec,selected_actions,matches_frozen_optimum,config_hash,code_commit
inst_226fdd648638f346d8c8ce3a521d8c0545d5c6656a32e80e743f6e6a87b9b1c2,max3sat,5,5,True,0.21276041666666667,0.21276041666666667,0.0,1365,1024,0,0,0.3016619000118226,"[[1, 4], None, [1, 4], [3, 5], [3, 5]]",True,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632,5bdec984a409335ca07aa5bec867f3c5fee9cf14
inst_2379e14a2ecd995141f6cb52002415b226897f742dc05a48c25f2a138ea01ff6,max3sat,5,5,True,0.23567708333333334,0.23567708333333334,0.0,1365,1024,0,0,0.36329619999742135,"[[3, 4], None, [3, 4], None, [3, 4]]",True,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632,5bdec984a409335ca07aa5bec867f3c5fee9cf14
inst_267cea339d25d63c2dfdfd0142ba348ce5b691570cb2b8256297897aa421c42d,max3sat,7,7,True,0.31666666666666665,0.31666666666666665,0.0,18085,12864,0,2800,5.865197199978866,"[[2, 4], [1, 5], None, [1, 5], [1, 5], [1, 5], [2, 4]]",True,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632,5bdec984a409335ca07aa5bec867f3c5fee9cf14
inst_2b016e49b538f8ca80033f3b4973a5987bfdf7e185410fca0d70b333466148c3,cubic_spin_glass,5,5,True,0.1640625,0.1640625,0.0,1365,1024,0,0,0.38680969999404624,"[None, None, None, None, None]",True,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632,5bdec984a409335ca07aa5bec867f3c5fee9cf14
inst_2b83ac21eebb333f8c921741025cbd0f667e822b95fe0f48df9ace5d1c24b648,max3sat,6,6,True,0.22526041666666666,0.22526041666666666,0.0,5461,4096,0,0,1.4109949999838136,"[[3, 5], [3, 5], [2, 6], [2, 6], [2, 6], None]",True,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632,5bdec984a409335ca07aa5bec867f3c5fee9cf14
inst_337f5f30278f6101e7248530f2b8fced4665356ef64c66b81c4a868ea4a17a87,cubic_spin_glass,8,8,True,0.2484375,0.2484375,0.0,33462,21839,0,13031,9.474002500006463,"[None, None, None, None, None, None, None, None]",True,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632,5bdec984a409335ca07aa5bec867f3c5fee9cf14
inst_36cbe7c7ff482cf067ac85b26b77d95829f38df4cfae8a5a3330935f8ff18abd,max3sat,6,7,True,0.31145833333333334,0.31145833333333334,0.0,21449,15988,0,396,6.082102800020948,"[None, [1, 6], None, None, None, [1, 6], [1, 6]]",True,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632,5bdec984a409335ca07aa5bec867f3c5fee9cf14
inst_402d4d26a63bce1a325563709284a8d564d3b9db81b22e5717b1cdd769af109d,max3sat,6,7,True,0.2986979166666667,0.2986979166666667,0.0,21449,15988,0,396,6.050113200035412,"[[1, 2], [1, 2], [1, 2], [1, 2], [2, 6], [2, 6], [2, 6]]",True,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632,5bdec984a409335ca07aa5bec867f3c5fee9cf14
inst_4067b54c0c67a4b050e188eddd2970682cbb03ad72d394840debb4362a551b73,cubic_spin_glass,8,8,True,0.234375,0.234375,0.0,21927,12623,0,15290,5.690227499988396,"[None, None, None, None, None, None, None, None]",True,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632,5bdec984a409335ca07aa5bec867f3c5fee9cf14
inst_500ac0092836aee890793cd38627f2c8e7b884bf5b405f7c18b94de40a8ab3fb,max3sat,6,7,True,0.31328125,0.31328125,0.0,21449,15988,0,396,5.39135809999425,"[[2, 4], None, [4, 5], [4, 6], [4, 6], [4, 6], [4, 5]]",True,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632,5bdec984a409335ca07aa5bec867f3c5fee9cf14
inst_53414dbaf9c7463dec854c7bff6aaf9ee19b26d8a2eb48b423228a54cb3259a6,max3sat,7,7,True,0.29010416666666666,0.29010416666666666,0.0,18647,13394,0,2366,8.113130200013984,"[[1, 7], [1, 7], [5, 7], None, [5, 7], None, [5, 7]]",True,dcae3585519be308040729bc8a4548c06f46493af50e454b389165349380c632,5bdec984a409335ca07aa5bec867f3c5fee9cf14
